office-name,ocd-division,directions,precinct name,name,street,City,state,zip,start time,end time
Harris County,ocd-division/country:us/state:tx/county:harris,,487,Alief Middle School,4415 Cook Road,Houston,TX,77072-1104,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,488,Holub Middle School,9515 South Dairy Ashford Road,Houston,TX,77099-4909,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,489,India House,8888 West Bellfort Street,Houston,TX,77031-2406,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,490,Creekbend Gardens Apartments,8106 Creekbend Drive,Houston,TX,77071,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,491,Saint Michael's Catholic Church Activities Building,1801 Sage Road,Houston,TX,77056-3598,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,492,Paul Revere Middle School,10502 Briar Forest Drive,Houston,TX,77042-2338,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,493,Klenk Elementary School,6111 Bourgeois Road,Houston,TX,77066-3903,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,494,Hill Intermediate School,2625 West Mount Houston Road,Houston,TX,77038-3434,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,495,Ramona Bang Elementary School,8900 Rio Grande Drive,Houston,TX,77064-7137,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,496,Frazier Elementary School CFISD,8300 Little River Road,Houston,TX,77064-7904,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,497,Beulah E Johnson Elementary School,5801 Hamill Road,Houston,TX,77039-4049,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,498,Northwest Church of Christ,6720 West Tidwell Road,Houston,TX,77092,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,499,Grace Presbyterian Church,10221 Ella Lee Lane,Houston,TX,77042-2999,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,500,Lemm Elementary School,19034 Joan Leigh Drive,Spring,TX,77388-5255,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,501,Mount Sinai Baptist Church Family Life Center,902 West 8th Street,Houston,TX,77007-1408,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,502,Crosby Kindergarten Center,805 Runneburg Road,Crosby,TX,77532,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,503,Chambers Elementary School,10700 Carvel Lane,Houston,TX,77072,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,504,Country Village Clubhouse,12042 Riverview Way,Houston,TX,77077-3036,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,505,Wainwright Elementary School,5330 Milwee Street,Houston,TX,77092-6655,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,506,Fondren Park Community Building,11802 Mclain Boulevard,Missouri City,TX,77071-3334,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,507,Margaret Collins Elementary School,9829 Town Park Drive,Houston,TX,77036-2315,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,508,Chancellor Elementary School,4350 Boone Road,Houston,TX,77072-1999,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,509,Memorial Parkway Community Association Clubhouse,21600 Cimarron Parkway,Katy,TX,77450-2502,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,510,Tarrytowne Estates,1815 Enclave Parkway,Houston,TX,77077-3671,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,511,Woodard Elementary School,17501 Cypress North Houston,Cypress,TX,77433,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,512,Chimney Hill Community Center,13720 Smokey Trail Drive,Houston,TX,77041-1619,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,513,Huntwick Forest Clubhouse,5300 Coral Gables Drive,Houston,TX,77069,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,514,Strack Intermediate School,18027 South Kuykendahl Road,Spring,TX,77379-8199,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,515,Brill Elementary School,9102 Herts Road,Spring,TX,77379-6772,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,517,Katherine Tyra Branch Library,16719 Clay Road,Houston,TX,77084,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,518,Emmott Elementary School,11750 Steepleway Boulevard,Houston,TX,77065,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,519,HCPL Northwest Library,11355 Regency Green Drive,Cypress,TX,77429-4799,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,520,Eickenroht Elementary School,15252 Grand Point Road,Houston,TX,77090,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,521,Mayde Creek MUD Community Center,19600 Misty Cove Drive,Katy,TX,77449,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,522,Saint Peters United Methodist Church,20775 Kingsland Boulevard,Katy,TX,77450,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,523,Iglesia Redencion,16155 Aspenglenn Drive,Houston,TX,77084,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,524,Petrosky Elementary School,6703 Winkleman Road,Houston,TX,77083-2499,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,525,Milne Elementary School,7800 Portal Drive,Houston,TX,77071-1700,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,526,Raul Yzaguirre School for Success Tejano Center Building B,2950 Broadway Boulevard,Houston,TX,77017-1794,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,527,Red Bluff Elementary School,416 Bearle Street,Pasadena,TX,77506-3098,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,528,Clinton Park Community Center,200 Mississippi Street,Houston,TX,77029,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,529,First Baptist Church of Tomball,401 Oxford Street,Tomball,TX,77375-4461,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,530,City of Houston Fire Station 20,6902 Navigation Boulevard,Houston,TX,77011-1455,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,531,Crosby Volunteer Fire Station #1,2502 Highway 90,Crosby,TX,77532,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,532,James Bowie Elementary School,2200 Clayton Drive,Baytown,TX,77520-3643,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,534,Parkgate Community Church,3715 Preston Avenue,Pasadena,TX,77505-2012,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,535,Deepwater Junior High School,501 Glenmore Drive,Pasadena,TX,77503-1830,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,536,Laura Welch Bush Elementary School,9100 Blackhawk Boulevard,Houston,TX,77075,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,537,Bella Vita Clubhouse,1548 B North Riviera Circle,Pearland,TX,77581,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,539,Spring Chateau,2502 Fern Lacy Drive,Spring,TX,77388,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,540,Judson Robinson Junior Community Center,2020 Hermann Drive,Houston,TX,77004-7322,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,541,Fiesta Mart Inc,8130 Kirby Drive,Houston,TX,77054,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,542,The Crossing Community Church,3225 W Orem Drive,Houston,TX,77045,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,543,Herrera Elementary School,525 Bennington Street,Houston,TX,77022-4911,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,544,Ross Elementary School,2819 Bay Street,Houston,TX,77026-3203,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,545,HCPL Parker Williams Branch Library,10851 Scarsdale Boulevard Suite 510,Houston,TX,77089,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,546,Riverwood Middle School,2910 High Valley Drive,Kingwood,TX,77345-1852,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,547,Harris County MUD 81 Building,805 Hidden Canyon Road,Katy,TX,77450-3723,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,548,Windfern Senior High School,12630 Windfern Road,Houston,TX,77064,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,549,Link Elementary School,2815 Ridge Hollow Drive,Houston,TX,77067-1939,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,550,The Abiding Word Lutheran Church and School,17123 Red Oak Drive,Houston,TX,77090,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,551,Hassler Elementary School,9325 Lochlea Ridge Drive,Spring,TX,77379-3647,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,552,Northampton MUD Community Center,6012 Root Road,Spring,TX,77389-3779,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,553,Julia W Kahla Middle School,16212 West Little York Road,Houston,TX,77084-6509,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,554,Braeswood Assembly of God,10611 Fondren Road,Houston,TX,77096-5497,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,555,Westbrae Court Retirement Community,10680 Westbrae Parkway,Houston,TX,77031-2448,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,556,Cummings Elementary School,10455 South Kirkwood Road,Houston,TX,77099-5018,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,557,Martin Elementary School,11718 Hendon Lane,Houston,TX,77072,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,558,Saint Justin Martyr Catholic Community,13350 Ashford Point Drive,Houston,TX,77082-5100,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,559,Judson W Robinson Jr Westchase Library,2380 Wilcrest Drive,Houston,TX,77042-3349,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,560,Scroggins Elementary School,400 Boyles Street,Houston,TX,77020-5242,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,561,City of La Porte City Hall,604 West Fairmont Parkway,La Porte,TX,77571-6275,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,562,Greater True Vine Missionary Baptist Church,3011 Fontinot Street,Houston,TX,77026,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,563,HC Public Library Kingwood Branch,4400 Bens View Lane,Kingwood,TX,77339-3774,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,564,South Union Church of Christ,7427 Ardmore Street,Houston,TX,77054,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,565,Comfort Suites Westbelt-Beltway 8 near Westchase,7707 W Sam Houston Parkway S,Houston,TX,77072,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,566,Sneed Elementary School,9855 Pagewood Lane,Houston,TX,77042,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,567,Vietnamese Community Center,7100 Clarewood Drive,Houston,TX,77036,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,568,J F Ward Elementary School,1440 Bouldercrest Drive,Houston,TX,77062-2247,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,569,Saint George Place Elementary School,5430 Hidalgo Street,Houston,TX,77056-6211,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,570,Pin Oak Middle School,4601 Glenmont Drive,Bellaire,TX,77401-2328,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,571,Scarborough Elementary School,3021 Little York Road,Houston,TX,77093-3519,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,572,Galleria Inn and Suites,9041 Westheimer Road,Houston,TX,77063,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,574,New Mount Carmel Baptist Church,4301 Weaver Road,Houston,TX,77016,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,575,Klein Multipurpose Center,7500 FM 2920,Spring,TX,77379,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,577,Valley Oaks Elementary School,8390 Westview Drive,Houston,TX,77055,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,578,Candlelight Park Community Center,1520 Candlelight Lane,Houston,TX,77018,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,579,Sheepfold Church of God in Christ,518 W Rittenhouse Road,Houston,TX,77091,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,580,New Mount Calvary Baptist Church,4000 KELLEY ST,Houston,TX,77026-1637,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,581,Bethany Baptist Church Fellowship Hall,7402 Homestead Road,Houston,TX,77028-3027,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,582,Hobart Taylor Community Center,8100 Kenton Street,Houston,TX,77028,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,583,Felix Cook Junior Elementary School,7115 Lockwood Drive,Houston,TX,77016-7027,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,584,Greater True Light Baptist Church,6828 Annunciation Street,Houston,TX,77016-2115,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,585,North Forest High School,10725 Mesa Drive,Houston,TX,77078-1401,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,586,Anderson Elementary School,6218 Lynngate Drive,Spring,TX,77373-7238,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,587,Teague Middle School,21700 Rayford Road,Humble,TX,77338-1027,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,588,Winship Elementary School,2175 Spring Creek Drive,Spring,TX,77373-6199,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,589,New Westlake Volunteer Fire Department Station,19636 Saums Road,Houston,TX,77084,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,590,Bear Branch Community Center,3215 Cedar Knolls Drive,Humble,TX,77339-2405,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,591,Westfield Volunteer Fire Station 2,11255 Bentley Street,Houston,TX,77093,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,592,Kaiser Elementary School,13430 Bammel North Houston Road,Houston,TX,77066-2924,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,593,Saint Matthews Catholic Church,9915 Hollister Drive,Houston,TX,77040-1702,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,594,Eisenhower Senior High School,7922 Antoine Drive,Houston,TX,77088-4398,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,595,The Worship Center,9522 Veterans Memorial Drive,Houston,TX,77038,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,596,Mildred Jenkins Elementary School,4615 Reynaldo Drive,Spring,TX,77373-6821,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,597,Iglesia Trinidad Church,11602 Bobcat Road,Houston,TX,77064,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,598,Hopper Middle School,7811 Fry Road,Cypress,TX,77433,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,599,Humble Elementary School,20252 Fieldtree Drive,Humble,TX,77338,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,600,Rees Elementary School,16305 Kensley Drive,Houston,TX,77082-2847,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,601,Doerre Intermediate School,18218 Theiss Mail Route Road,Spring,TX,77379-6239,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,602,Hamilton Middle School,12330 Kluge Road,Cypress,TX,77429-2452,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,603,Williamsburg Colony Clubhouse Downstairs,2315 John Crump Lane,Katy,TX,77449,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,604,Indian Shores Community Center,20700 Block of Appaloosa Trail,Crosby,TX,77532-3255,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,605,B H Hamblen Elementary School,1019 Dell Dale Street,Channelview,TX,77530-2409,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,606,New Mount Calvary Baptist Church,4000 Kelley Street,Houston,TX,77026-1637,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,607,Saint Philip Neri Catholic Church,10960 Martin Luther King Boulevard,Houston,TX,77048-1896,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,608,Pep Mueller County Park Clubhouse,14750 Henry Road,Houston,TX,77060-5625,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,609,Rolling Fork Club,9110 Rodney Ray Boulevard,Houston,TX,77040-1525,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,610,Hollibrook Elementary School,3602 Hollister Street,Houston,TX,77080-1899,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,611,Shadydale Elementary School,5905 Tidwell Road,Houston,TX,77016-4745,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,612,Creekwood Middle School,3603 West Lake Houston Parkway,Kingwood,TX,77339-5216,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,613,New Destiny Praise and Worship Center,4170 West Greens Road,Houston,TX,77066,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,614,Beneke Elementary School,3840 Briarchase Drive,Houston,TX,77014-2755,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,615,Wells Middle School Auxiliary Gym,4033 Gladeridge Drive,Houston,TX,77068-2399,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,616,Christ Covenant Church,17000 Longenbaugh Drive,Houston,TX,77095-1717,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,617,Jowell Elementary School,20150 Arbor Creek Drive,Katy,TX,77449,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,618,Morton Ranch High School,21000 Franz Road,Katy,TX,77449,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,619,HCPL Maud Smith Marks Branch,1815 Westgreen Boulevard,Katy,TX,77450-5370,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,620,Hastings Senior High School,4410 Cook Road,Houston,TX,77072-1105,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,621,Bear Creek Park Community Center,3055 Bear Creek Drive,Houston,TX,77084,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,622,Ronnie Truitt Middle School,6600 Addicks Satsuma Road,Houston,TX,77084-1520,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,623,Saint Dunstans Episcopal Church Parish Hall,14301 Stuebner Airline Road,Houston,TX,77069-3529,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,625,Covenant Presbyterian Church in America,2402 Gray Falls Drive,Houston,TX,77077-6516,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,626,Christ the Servant Lutheran Church,2400 Wilcrest Drive,Houston,TX,77042-2736,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,627,Douglas Smith Elementary School,11300 Stancliff Road,Houston,TX,77099-4298,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,628,Willie B Ermel Elementary School,7103 Woodsman Trail,Houston,TX,77040-1839,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,630,Tom Bass Park - Section Three,15108 Cullen Boulevard,Houston,TX,77047,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,631,HCPL Barbara Bush Branch,6817 Cypresswood Drive,Spring,TX,77379-7705,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,632,Judson Robinson Junior Community Center,2020 Hermann Drive,Houston,TX,77004-7322,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,633,Haude Elementary School,3111 Louetta Road,Spring,TX,77388-4610,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,634,Twin Creeks Middle School,27100 Cypresswood Drive,Spring,TX,77373-6300,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,635,Kingwood Park High School - Performing Arts Center,4015 Woodland Hills Drive,Kingwood,TX,77339,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,636,Cypress Point Baptist Church,21 Blue Lake Drive,Huffman,TX,77336,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,637,William Booth Garden Apartments,808 Frawley Street,Houston,TX,77009,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,638,Foerster Elementary School,14200 Fonmeadow Drive,Houston,TX,77035-5218,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,639,Katy Municipal Complex Council Chambers,910 Avenue C,Katy,TX,77493-2404,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,640,V F W Post 8905,21902 Northwest Freeway,Cypress,TX,77429,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,641,Thomas M Danish Elementary School,11850 Fallbrook Drive,Houston,TX,77065-3508,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,642,Owens Elementary School,7939 Jackrabbit Road,Houston,TX,77095-2901,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,643,Tipps Elementary School,5611 Queenston Boulevard,Houston,TX,77084,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,645,Staybridge Suites-Houston West Energy Corridor,1112 Eldridge Parkway,Houston,TX,77077,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,646,Albright Middle School,6315 Winkleman Road,Houston,TX,77083-1339,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,647,Mahanay Elementary School,13215 High Star Drive,Houston,TX,77083-1905,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,648,Theiss Elementary School,17510 Theiss Mail Route Road,Klein,TX,77379-4615,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,649,All Saints Lutheran Church,9600 Huntington Place Drive,Stafford,TX,77477-1309,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,650,Deerfield Village Recreation Center,4045 Deerfield Village Drive,Houston,TX,77084-3204,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,651,Holmsley Elementary School,7315 Hudson Oaks Drive,Houston,TX,77095-1149,07:00:00 - 06:00,19:00:00 - 06:00
