office-name,official-title,ocd-division,division - description,homepage - url,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date
Saline County,East Union Baptist Church,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,20422 North Springlake Road,Helsey,AR,72065,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Saline County,East Union Baptist Church,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,20422 North Springlake Road,Helsey,AR,72065,10:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Saline County,East Union Baptist Church,ocd-division/country:us/state:ar/county:saline,Saline County AR,,,,20422 North Springlake Road,Helsey,AR,72065,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,190 West 1st St.,Waldron,AR,72958,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,190 West 1st St.,Waldron,AR,72958,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,190 West 1st St.,Waldron,AR,72958,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,190 West 1st St.,Waldron,AR,72958,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,190 West 1st St.,Waldron,AR,72958,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Searcy County,County Clerk,ocd-division/country:us/state:ar/county:searcy,Searcy County AR,,(870) 448-3807,searcyclerk@arkansasclerks.com,200 South Highway 27,Marshall,AR,72650,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Searcy County,County Clerk,ocd-division/country:us/state:ar/county:searcy,Searcy County AR,,(870) 448-3807,searcyclerk@arkansasclerks.com,200 South Highway 27,Marshall,AR,72650,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Searcy County,County Clerk,ocd-division/country:us/state:ar/county:searcy,Searcy County AR,,(870) 448-3807,searcyclerk@arkansasclerks.com,200 South Highway 27,Marshall,AR,72650,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Searcy County,County Clerk,ocd-division/country:us/state:ar/county:searcy,Searcy County AR,,(870) 448-3807,searcyclerk@arkansasclerks.com,200 South Highway 27,Marshall,AR,72650,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Searcy County,County Clerk,ocd-division/country:us/state:ar/county:searcy,Searcy County AR,,(870) 448-3807,searcyclerk@arkansasclerks.com,200 South Highway 27,Marshall,AR,72650,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,"35 South 6th St., Room 102",Fort Smith,AR,72901,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,"35 South 6th St., Room 102",Fort Smith,AR,72901,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,"35 South 6th St., Room 102",Fort Smith,AR,72901,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,"35 South 6th St., Room 102",Fort Smith,AR,72901,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,"35 South 6th St., Room 102",Fort Smith,AR,72901,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Sevier County,County Clerk,ocd-division/country:us/state:ar/county:sevier,Sevier County AR,,(870) 642-2852,sevierclerk@arkansasclerks.com,"115 North 3rd St., Room 102",De Queen,AR,71832,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Sevier County,County Clerk,ocd-division/country:us/state:ar/county:sevier,Sevier County AR,,(870) 642-2852,sevierclerk@arkansasclerks.com,"115 North 3rd St., Room 102",De Queen,AR,71832,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Sevier County,County Clerk,ocd-division/country:us/state:ar/county:sevier,Sevier County AR,,(870) 642-2852,sevierclerk@arkansasclerks.com,"115 North 3rd St., Room 102",De Queen,AR,71832,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Sevier County,County Clerk,ocd-division/country:us/state:ar/county:sevier,Sevier County AR,,(870) 642-2852,sevierclerk@arkansasclerks.com,"115 North 3rd St., Room 102",De Queen,AR,71832,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Sevier County,County Clerk,ocd-division/country:us/state:ar/county:sevier,Sevier County AR,,(870) 642-2852,sevierclerk@arkansasclerks.com,"115 North 3rd St., Room 102",De Queen,AR,71832,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Sharp County,County Clerk,ocd-division/country:us/state:ar/county:sharp,Sharp County AR,,(870) 994-7361,sharpclerk@arkansasclerks.com,718 Ash Flat Drive,Ash Flat,AR,72513,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Sharp County,County Clerk,ocd-division/country:us/state:ar/county:sharp,Sharp County AR,,(870) 994-7361,sharpclerk@arkansasclerks.com,718 Ash Flat Drive,Ash Flat,AR,72513,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Sharp County,County Clerk,ocd-division/country:us/state:ar/county:sharp,Sharp County AR,,(870) 994-7361,sharpclerk@arkansasclerks.com,718 Ash Flat Drive,Ash Flat,AR,72513,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Sharp County,County Clerk,ocd-division/country:us/state:ar/county:sharp,Sharp County AR,,(870) 994-7361,sharpclerk@arkansasclerks.com,718 Ash Flat Drive,Ash Flat,AR,72513,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Sharp County,County Clerk,ocd-division/country:us/state:ar/county:sharp,Sharp County AR,,(870) 994-7361,sharpclerk@arkansasclerks.com,718 Ash Flat Drive,Ash Flat,AR,72513,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
St. Francis County,County Clerk,ocd-division/country:us/state:ar/county:st_francis,St. Francis County AR,,(870) 261-1725,stfrancisclerk@arkansasclerks.com,313 South Izard,Forrest City,AR,72335,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
St. Francis County,County Clerk,ocd-division/country:us/state:ar/county:st_francis,St. Francis County AR,,(870) 261-1725,stfrancisclerk@arkansasclerks.com,313 South Izard,Forrest City,AR,72335,08:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16
St. Francis County,County Clerk,ocd-division/country:us/state:ar/county:st_francis,St. Francis County AR,,(870) 261-1725,stfrancisclerk@arkansasclerks.com,313 South Izard,Forrest City,AR,72335,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
St. Francis County,County Clerk,ocd-division/country:us/state:ar/county:st_francis,St. Francis County AR,,(870) 261-1725,stfrancisclerk@arkansasclerks.com,313 South Izard,Forrest City,AR,72335,08:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16
St. Francis County,County Clerk,ocd-division/country:us/state:ar/county:st_francis,St. Francis County AR,,(870) 261-1725,stfrancisclerk@arkansasclerks.com,313 South Izard,Forrest City,AR,72335,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Stone County,Stone County Main Election Office,ocd-division/country:us/state:ar/county:stone,Stone County AR,,(870) 269-5550,stoneclerk@arkansasclerks.com,111 N Peabody Ave,Mountain View,AR,72560,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Stone County,Stone County Main Election Office,ocd-division/country:us/state:ar/county:stone,Stone County AR,,(870) 269-5550,stoneclerk@arkansasclerks.com,111 N Peabody Ave,Mountain View,AR,72560,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Stone County,Stone County Main Election Office,ocd-division/country:us/state:ar/county:stone,Stone County AR,,(870) 269-5550,stoneclerk@arkansasclerks.com,111 N Peabody Ave,Mountain View,AR,72560,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Stone County,Stone County Main Election Office,ocd-division/country:us/state:ar/county:stone,Stone County AR,,(870) 269-5550,stoneclerk@arkansasclerks.com,111 N Peabody Ave,Mountain View,AR,72560,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Stone County,Stone County Main Election Office,ocd-division/country:us/state:ar/county:stone,Stone County AR,,(870) 269-5550,stoneclerk@arkansasclerks.com,111 N Peabody Ave,Mountain View,AR,72560,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Union County,County Clerk,ocd-division/country:us/state:ar/county:union,Union County AR,,(870) 864-1910,unionclerk@arkansasclerks.com,"101 North Washington, Suite 102",El Dorado,AR,71730,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Union County,County Clerk,ocd-division/country:us/state:ar/county:union,Union County AR,,(870) 864-1910,unionclerk@arkansasclerks.com,"101 North Washington, Suite 102",El Dorado,AR,71730,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Union County,County Clerk,ocd-division/country:us/state:ar/county:union,Union County AR,,(870) 864-1910,unionclerk@arkansasclerks.com,"101 North Washington, Suite 102",El Dorado,AR,71730,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Union County,County Clerk,ocd-division/country:us/state:ar/county:union,Union County AR,,(870) 864-1910,unionclerk@arkansasclerks.com,"101 North Washington, Suite 102",El Dorado,AR,71730,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Union County,County Clerk,ocd-division/country:us/state:ar/county:union,Union County AR,,(870) 864-1910,unionclerk@arkansasclerks.com,"101 North Washington, Suite 102",El Dorado,AR,71730,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Washington County,County Clerk,ocd-division/country:us/state:ar/county:washington,Washington County AR,,(479) 444-1711,washingtonclerk@arkansasclerks.com,"280 North College, Suite 300",Fayetteville,AR,72701,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Washington County,County Clerk,ocd-division/country:us/state:ar/county:washington,Washington County AR,,(479) 444-1711,washingtonclerk@arkansasclerks.com,"280 North College, Suite 300",Fayetteville,AR,72701,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Washington County,County Clerk,ocd-division/country:us/state:ar/county:washington,Washington County AR,,(479) 444-1711,washingtonclerk@arkansasclerks.com,"280 North College, Suite 300",Fayetteville,AR,72701,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Washington County,County Clerk,ocd-division/country:us/state:ar/county:washington,Washington County AR,,(479) 444-1711,washingtonclerk@arkansasclerks.com,"280 North College, Suite 300",Fayetteville,AR,72701,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Washington County,County Clerk,ocd-division/country:us/state:ar/county:washington,Washington County AR,,(479) 444-1711,washingtonclerk@arkansasclerks.com,"280 North College, Suite 300",Fayetteville,AR,72701,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
White County,County Clerk,ocd-division/country:us/state:ar/county:white,White County AR,,(501) 279-6204,whiteclerk@arkansasclerks.com,315 North Spruce St,Searcy,AR,72143,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
White County,County Clerk,ocd-division/country:us/state:ar/county:white,White County AR,,(501) 279-6204,whiteclerk@arkansasclerks.com,315 North Spruce St,Searcy,AR,72143,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
White County,County Clerk,ocd-division/country:us/state:ar/county:white,White County AR,,(501) 279-6204,whiteclerk@arkansasclerks.com,315 North Spruce St,Searcy,AR,72143,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
White County,County Clerk,ocd-division/country:us/state:ar/county:white,White County AR,,(501) 279-6204,whiteclerk@arkansasclerks.com,315 North Spruce St,Searcy,AR,72143,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
White County,County Clerk,ocd-division/country:us/state:ar/county:white,White County AR,,(501) 279-6204,whiteclerk@arkansasclerks.com,315 North Spruce St,Searcy,AR,72143,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Woodruff County,County Clerk,ocd-division/country:us/state:ar/county:woodruff,Woodruff County AR,,(870) 347-2871,woodruffclerk@arkansasclerks.com,500 North Third St.,Augusta,AR,72006,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Woodruff County,County Clerk,ocd-division/country:us/state:ar/county:woodruff,Woodruff County AR,,(870) 347-2871,woodruffclerk@arkansasclerks.com,500 North Third St.,Augusta,AR,72006,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Woodruff County,County Clerk,ocd-division/country:us/state:ar/county:woodruff,Woodruff County AR,,(870) 347-2871,woodruffclerk@arkansasclerks.com,500 North Third St.,Augusta,AR,72006,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Woodruff County,County Clerk,ocd-division/country:us/state:ar/county:woodruff,Woodruff County AR,,(870) 347-2871,woodruffclerk@arkansasclerks.com,500 North Third St.,Augusta,AR,72006,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Woodruff County,County Clerk,ocd-division/country:us/state:ar/county:woodruff,Woodruff County AR,,(870) 347-2871,woodruffclerk@arkansasclerks.com,500 North Third St.,Augusta,AR,72006,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Yell County,County Clerk,ocd-division/country:us/state:ar/county:yell,Yell County AR,,(479) 495-4850,yellclerk@arkansasclerks.com,108 Union Street,Dardanell,AR,72834,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Yell County,County Clerk,ocd-division/country:us/state:ar/county:yell,Yell County AR,,(479) 495-4850,yellclerk@arkansasclerks.com,108 Union Street,Dardanell,AR,72834,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Yell County,County Clerk,ocd-division/country:us/state:ar/county:yell,Yell County AR,,(479) 495-4850,yellclerk@arkansasclerks.com,108 Union Street,Dardanell,AR,72834,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Yell County,County Clerk,ocd-division/country:us/state:ar/county:yell,Yell County AR,,(479) 495-4850,yellclerk@arkansasclerks.com,108 Union Street,Dardanell,AR,72834,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Yell County,County Clerk,ocd-division/country:us/state:ar/county:yell,Yell County AR,,(479) 495-4850,yellclerk@arkansasclerks.com,108 Union Street,Dardanell,AR,72834,08:00:00 - 05:00,18:00:00 - 05:00,11/7/16,11/7/16
Yell County,Election Office,ocd-division/country:us/state:ar/county:yell,Yell County AR,,,,710 boston plaza,Danville,AR,72833,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Yell County,Election Office,ocd-division/country:us/state:ar/county:yell,Yell County AR,,,,710 boston plaza,Danville,AR,72833,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Yell County,Election Office,ocd-division/country:us/state:ar/county:yell,Yell County AR,,,,710 boston plaza,Danville,AR,72833,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Yell County,Election Office,ocd-division/country:us/state:ar/county:yell,Yell County AR,,,,710 boston plaza,Danville,AR,72833,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Yell County,Election Office,ocd-division/country:us/state:ar/county:yell,Yell County AR,,,,710 boston plaza,Danville,AR,72833,08:00:00 - 05:00,18:00:00 - 05:00,11/7/16,11/7/16
