office-name,official-title,,homepage-url,phone,email,PRECINCT,location name,address1,directions,city,state,zip,start time,end time,start_date,end_date
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP05,Brandon City Hall (ward 1),304 Main St,,Sioux Falls,SD,57005,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP06,Maricar Community Center,400 N. Valley View Road,,Sioux Falls,SD,57107,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP07,Hartford City Hall,125 N Main Ave,,Sioux Falls,SD,57033,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP08,Humboldt Community Center,201 S Main St,,Sioux Falls,SD,57035,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP09,Baltic Elementary School,500 3rd St,,Baltic,SD,57003,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP10,Garretson Senior Citizens Center,528 Main Ave,,Garretson,SD,57030,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP11,Lutheran Church of Dell Rapids,701 Orleans st,,Dell Rapids,SD,57022,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP12,Dale Heesch Farm,24883 481st Ave,,Sioux Falls,SD,57005,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP13,Taopi Community Hall,102 E 3rd,,Colton,SD,57018,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP15,Brandon Fire Station (ward 2),401 N Sioux Blvd,,Sioux Falls,SD,57005,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP16,Crooks Community Center,701 S Western Ave,,Crooks,SD,57020,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP17,Wall Lake Township Hall,26452 463rd Ave,,Hartford,SD,57033,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,VP21,Lutheran Church of Dell Rapids,701 Orleans st,,Dell Rapids,SD,57022,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Moody County,Deputy Auditor,ocd-division/country:us/state:sd/county:moody,,(605) 997-3161,mcaud1@moodycounty.net,1,Flandreau Extension Bldg,500 W 1st Ave,,Flandreau,SD,57028,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Moody County,Deputy Auditor,ocd-division/country:us/state:sd/county:moody,,(605) 997-3161,mcaud1@moodycounty.net,2,Courthouse,101 E Pipestone Ave,1st Floor,Flandreau,SD,57028,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Moody County,Deputy Auditor,ocd-division/country:us/state:sd/county:moody,,(605) 997-3161,mcaud1@moodycounty.net,3,Trent Fire Hall,101 E 3rd St,,Trent,SD ,57065,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Moody County,Deputy Auditor,ocd-division/country:us/state:sd/county:moody,,(605) 997-3161,mcaud1@moodycounty.net,34,Flandreau Extension Bldg,500 W 1st Ave,,Flandreau,SD,57028,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Moody County,Deputy Auditor,ocd-division/country:us/state:sd/county:moody,,(605) 997-3161,mcaud1@moodycounty.net,4,Egan Senior Citizens Bldg,200 W 3rd St,,Egan,SD ,57024,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Moody County,Deputy Auditor,ocd-division/country:us/state:sd/county:moody,,(605) 997-3161,mcaud1@moodycounty.net,5,Colman Community Center,126 N Main,,Colman,SD ,57017,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Oglala Lakota County,Oglala Lakota County Auditor,ocd-division/country:us/state:sd/county:oglala_lakota,,(605) 745-5130,sue.ganje@state.sd.us,BATESLAND,Oglala Lakota County School District,206 School St,,Batesland,SD ,57716,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Oglala Lakota County,Oglala Lakota County Auditor,ocd-division/country:us/state:sd/county:oglala_lakota,,(605) 745-5130,sue.ganje@state.sd.us,CUNY TABLE,Red Shirt School,,"Turn East into Hermosa, SD and follow HWY 40 to the school – approximately 22 miles",Hermosa,SD ,57744,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Oglala Lakota County,Oglala Lakota County Auditor,ocd-division/country:us/state:sd/county:oglala_lakota,,(605) 745-5130,sue.ganje@state.sd.us,KYLE,Kyle CAP Office,,"Located in Kyle, SD on Big Foot Trail Rd",Kyle,SD ,57752,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Oglala Lakota County,Oglala Lakota County Auditor,ocd-division/country:us/state:sd/county:oglala_lakota,,(605) 745-5130,sue.ganje@state.sd.us,MANDERSON,Manderson CAP Office,"241 White Horse Creek Rd, BIA 33",,Manderson,SD ,57756,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Oglala Lakota County,Oglala Lakota County Auditor,ocd-division/country:us/state:sd/county:oglala_lakota,,(605) 745-5130,sue.ganje@state.sd.us,OGLALA,Brother Renee Hall,,Located in Oglala on HWY 18 across from the turn off to Governor’s Dr,Oglala,SD ,57764,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Oglala Lakota County,Oglala Lakota County Auditor,ocd-division/country:us/state:sd/county:oglala_lakota,,(605) 745-5130,sue.ganje@state.sd.us,PINE RIDGE 1,Billy Mills Hall,,Located in Pine Ridge at the intersection of HWY 18 and HWY 407,Pine Ridge,SD ,57770,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Oglala Lakota County,Oglala Lakota County Auditor,ocd-division/country:us/state:sd/county:oglala_lakota,,(605) 745-5130,sue.ganje@state.sd.us,PINE RIDGE 3,Billy Mills Hall,,Located in Pine Ridge at the intersection of HWY 18 and HWY 407,Pine Ridge,SD ,57770,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Oglala Lakota County,Oglala Lakota County Auditor,ocd-division/country:us/state:sd/county:oglala_lakota,,(605) 745-5130,sue.ganje@state.sd.us,PORCUPINE,"Christ the King Parish, Bill Pauly Hall",500 Our Lady of Lourdes Ln,,Porcupine,SD ,57772,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Oglala Lakota County,Oglala Lakota County Auditor,ocd-division/country:us/state:sd/county:oglala_lakota,,(605) 745-5130,sue.ganje@state.sd.us,ROCKYFORD,Singing Horse Trading Post,,"Located on HWY 33, approximately 6 miles north of Manderson, SD on the east side of the highway.",Manderson,SD ,57756,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,11,First Assembly Church,4905 S Highway 16,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,12,St Paul's Lutheran School,835 E Fairmont Blvd,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,13,Grandview School Gym,3301 Grandview Dr,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,14,West River Elec Association,3250 E Highway 44,,Rapid City,SD,57703,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,21,Rapid City Public Library,610 Quincy St,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,22,Bethel Assembly Atrium,1202 N Maple Ave,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,23,Walter Taylor 4H Building,601 Centre St,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,24,South Middle School Gym,2 Indiana St,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,25,Rapid City Public Library,610 Quincy St,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,31,Jackson Heights Highrise,1805 W Fulton St,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,32,Calvary Lutheran Church,5311 Sheridan Lake Rd,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,33,Calvary Lutheran Church,5311 Sheridan Lake Rd,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,34,Southwest Middle School Gym,4501 Park Dr,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,35,Whispering Pines Fire District,7980 Clarkson Rd,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,WP,Whispering Pines Fire District,7980 Clarkson Rd,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,41,General Beadle School,10 Van Buren St,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,42,Bethel Assembly Atrium,1202 N Maple Ave,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,43,Lakota Homes-Oyate Community Ctr,2430 Gnugnuska Dr,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,44,General Beadle School,10 Van Buren St,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,45,Atonement Lutheran Church,602 Auburn Dr,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,51,General Beadle School,10 Van Buren St,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,52,Canyon Lake Senior Center,2900 Canyon Lake Dr,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,CL,Canyon Lake Senior Center,2900 Canyon Lake Dr,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,53,Pinedale School Gym,4901 W Chicago St,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,54,West Park Apartments,1018 11th Street,,Rapid City,SD,57701,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,55,Pinedale School Gym,4901 W Chicago St,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,AW,Box Elder Event Center,420 Villa Dr,,Box Elder,SD,57719,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,BE,Box Elder Event Center,420 Villa Dr,,Box Elder,SD,57719,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,CA,Caputa Store,15350 E Highway 44,,Caputa,SD,57725,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,CR,Creighton Community Hall,21939 Creighton Rd,,Creighton,SD,57729,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,DT,Doty Fire District,8623 N Emerald Ridge Rd,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,EL,Box Elder Event Center,420 Villa Dr,,Box Elder,SD,57719,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,HC,Hill City Senior Citizen Center,227 Walnut Ave,,Hill City,SD,57745,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,HR,RC Christian School at Hart Ranch,23757 Arena Dr,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,JS,Rimrock Community Center,12270 W Highway 44,,Rapid City,SD,57702,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,KY,Keystone Community Center,1101 Madill St,,Keystone,SD,57751,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,NH,Box Elder Event Center,420 Villa Dr,,Box Elder,SD,57719,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,NU,New Underwood Community Hall,500 S A Ave,,New Underwood,SD,57761,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,QU,Quinn Community Center,37 Main St,,Quinn,SD,57775,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,RH,Rochford Fire District,11696 Rochford Rd,,Rochford,SD,57778,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,RV,Rapid Valley School,2601 Covington St,,Rapid City,SD,57703,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,VF,Rapid Valley Fire District,3760 Reservoir Rd,,Rapid City,SD,57703,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,VV,Valley View School,4840 Homestead St,,Rapid City,SD,57703,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,WL,Wall Community Center,501 Main St,,Wall,SD,57790,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Pennington County,Auditor's Office,ocd-division/country:us/state:sd/county:pennington,,(605) 394-2153,loris@pennco.org,WS,Wasta Community Center,34 A Street,,Wasta,SD,57791,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Perkins County,Auditor,ocd-division/country:us/state:sd/county:perkins,,(605) 244-5624,pkaud@sdplains.com,1,Beeler Community Center,203 Main Avenue,,Lemmon,SD ,57638,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Perkins County,Auditor,ocd-division/country:us/state:sd/county:perkins,,(605) 244-5624,pkaud@sdplains.com,12,Bentley Memorial Building,400 W Carr St,,Bison,SD ,57620,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Perkins County,Auditor, ocd-division/country:us/state:sd/county:perkins,,(605) 244-5624,pkaud@sdplains.com,2,Lodgepole Hall,11006 SD Hwy 75,,Lodgepole,SD ,57640,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Perkins County,Auditor,ocd-division/country:us/state:sd/county:perkins,,(605) 244-5624,pkaud@sdplains.com,3,Beeler Community Center,203 Main Avenue,,Lemmon,SD ,57638,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Perkins County,Auditor,ocd-division/country:us/state:sd/county:perkins,,(605) 244-5624,pkaud@sdplains.com,4,Beeler Community Center,203 Main Avenue,,Lemmon,SD ,57638,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Perkins County,Auditor,ocd-division/country:us/state:sd/county:perkins,,(605) 244-5624,pkaud@sdplains.com,5,Beeler Community Center,203 Main Avenue,,Lemmon,SD ,57638,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Perkins County,Auditor,ocd-division/country:us/state:sd/county:perkins,,(605) 244-5624,pkaud@sdplains.com,6,Indian Creek Church,13506 SD Hwy 73,,Meadow,SD ,57644,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Perkins County,Auditor,ocd-division/country:us/state:sd/county:perkins,,(605) 244-5624,pkaud@sdplains.com,7,Beckman Memorial Church,303 1st St E,,Prarie City,SD ,57649,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Perkins County,Auditor,ocd-division/country:us/state:sd/county:perkins,,(605) 244-5624,pkaud@sdplains.com,8,Faith Community Center,204 N Main St,,Faith,SD ,57626,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Perkins County,Auditor,ocd-division/country:us/state:sd/county:perkins,,(605) 244-5624,pkaud@sdplains.com,9,Zeona Church,15263 Zeona Rd,,Zeona,SD ,57795,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Potter County,Potter County Auditor,ocd-division/country:us/state:sd/county:potter,,(605) 765-9408,pcaudit@venturecomm.net,VOTE CENTER,Gettysburg Legion Annex,112 S Exene,,Gettysburg,SD,57442,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Potter County,Potter County Auditor,ocd-division/country:us/state:sd/county:potter,,(605) 765-9408,pcaudit@venturecomm.net,VOTE CENTER,Hoven American Legion,102 Main St,,Hoven,SD,57450,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Sanborn County,Town Clerk,ocd-division/country:us/state:sd/county:sanborn,,(605) 796-4513,sancoaud@santel.net,1,Artesian Community Center,209 S 2nd St,,Artesian ,SD,57314,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Sanborn County,Town Clerk,ocd-division/country:us/state:sd/county:sanborn,,(605) 796-4513,sancoaud@santel.net,2,Letcher Community Center,104 E Main St.,,Letcher,SD,57359,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Sanborn County,Town Clerk,ocd-division/country:us/state:sd/county:sanborn,,(605) 796-4513,sancoaud@santel.net,4,Woonsocket Community Center,302 Dumont Ave,,Woonsocket,SD,57385,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Sanborn County,Town Clerk,ocd-division/country:us/state:sd/county:sanborn,,(605) 796-4513,sancoaud@santel.net,5,Woonsocket Community Center,302 Dumont Ave,,Woonsocket,SD,57385,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Spink County,County Auditor,ocd-division/country:us/state:sd/county:spink,,(605) 472-4580,spinkcoauditor@nrctv.com,6,Ashton Community Hall,102 East Main St,,Ashton,SD ,57424,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Spink County,County Auditor,ocd-division/country:us/state:sd/county:spink,,(605) 472-4580,spinkcoauditor@nrctv.com,3,Tulare Community Hall,112 Main St,,Tulare,SD ,57476,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Spink County,County Auditor,ocd-division/country:us/state:sd/county:spink,,(605) 472-4580,spinkcoauditor@nrctv.com,8,Conde Community Center,125 Broadway St SW,,Conde,SD ,57434,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Spink County,County Auditor,ocd-division/country:us/state:sd/county:spink,,(605) 472-4580,spinkcoauditor@nrctv.com,1,Doland Senior Citizen Center,215 Humphrey Drive N,,Doland,SD ,57436,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Spink County,County Auditor,ocd-division/country:us/state:sd/county:spink,,(605) 472-4580,spinkcoauditor@nrctv.com,7,Northwestern United Methodist Church,232 4th Ave,,Mellette,SD ,57461,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Spink County,County Auditor,ocd-division/country:us/state:sd/county:spink,,(605) 472-4580,spinkcoauditor@nrctv.com,9,Redfield National Guard Armory,309 West 3rd St,,Redfield,SD ,57469,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Spink County,County Auditor,ocd-division/country:us/state:sd/county:spink,,(605) 472-4580,spinkcoauditor@nrctv.com,10,Redfield National Guard Armory,309 West 3rd St,,Redfield,SD ,57469,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Spink County,County Auditor,ocd-division/country:us/state:sd/county:spink,,(605) 472-4580,spinkcoauditor@nrctv.com,4,Redfield National Guard Armory,309 West 3rd St,,Redfield,SD ,57469,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Spink County,County Auditor,ocd-division/country:us/state:sd/county:spink,,(605) 472-4580,spinkcoauditor@nrctv.com,5,Frankfort Community Center,602 Jefferson Ave,,Frankfort,SD ,57440,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Stanley County,Auditor,ocd-division/country:us/state:sd/county:stanley,,(605) 223-7780,scauditor@midconetwork.com,1,,19 East Main Ave,,Fort Pierre,SD,57532,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Stanley County,Auditor,ocd-division/country:us/state:sd/county:stanley,,(605) 223-7780,scauditor@midconetwork.com,2,,25426 US Highway 14/34,,Hayes,SD,57537,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Stanley County,Auditor,ocd-division/country:us/state:sd/county:stanley,,(605) 223-7780,scauditor@midconetwork.com,3,,28082 SD Highway 1806,,Fort Pierre,SD,57532,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Sully County,Sully County Auditor,ocd-division/country:us/state:sd/county:sully,,(605) 258-2541,sullyaud@venturecomm.net,VOTE CENTER,Sully County Phoenix Center,110 S MAIN ST,,ONIDA,SD,57564,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Sully County,Sully County Auditor,ocd-division/country:us/state:sd/county:sully,,(605) 258-2541,sullyaud@venturecomm.net,VOTE CENTER,Agar Fire Department,210 Ash ST,,Agar,SD,57520,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Sully County,Sully County Auditor,ocd-division/country:us/state:sd/county:sully,,(605) 258-2541,sullyaud@venturecomm.net,VOTE CENTER,Floyd County Shop,28342 188th St,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Todd County,Town Clerk,ocd-division/country:us/state:sd/county:todd,,(605) 842-3727,bdesersa@trippcounty.us,LAKEVIEW,Lakeview School,6886 269th Ave,,Crookston,SD,,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Todd County,Town Clerk,ocd-division/country:us/state:sd/county:todd,,(605) 842-3727,bdesersa@trippcounty.us,JEANETTE,Littleburg School,28406 301st St.,,Valentine,SD,,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
