office-name,official-title,types,ocd-division,division-description,homepage-url,phone,email,Directions,precinct,Address 2,city,state,zip,start_time,end_time,notes
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,LUTHERAN CHURCH OF THE FOOTHILLS,Pima 239,5102 N CRAYCROFT ROAD,Tucson,AZ,85718,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,MT LEMMON COMMUNITY CENTER,Pima 240,12949 N SABINO CANYON PARKWAY,Tucson,AZ,85619,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,RINCON MOUNTAIN PRESBYTERIAN CHURCH,Pima 241,8445 E TANQUE VERDE ROAD,Tucson,AZ,85749,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,CONTINENTAL RANCH COMMUNITY CENTER,Pima 242,8877 N COACHLINE BL,Tucson,AZ,85743,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,TANQUE VERDE BAPTIST CHURCH,Pima 243,2200 N TANQUE VERDE LOOP ROAD,Tucson,AZ,85749,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,IGLESIA BAUTISTA KAIROS,Pima 244,4502 S 12TH AVENUE,Tucson,AZ,85714,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,PIMA COUNTY DEPARTMENT OF TRANSPORTATION,Pima 245,1313 S MISSION ROAD,Tucson,AZ,85713,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SANTA ROSA BRANCH LIBRARY,Pima 246,1075 S 10TH AVENUE,Tucson,AZ,85701,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,PIMA COUNTY DEPARTMENT OF TRANSPORTATION,Pima 247,1313 S MISSION ROAD,Tucson,AZ,85713,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,MARANATHA CHRISTIAN CENTER,Pima 248,334 W LOS REALES ROAD,Tucson,AZ,85756,06:00:00 - 07:00,19:00:00 - 07:00,
