office-name,official-title,types,ocd-division,division-description,homepage-url,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appt,notes,notes for hand collection
Rangeley Plantation,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rangeley_plantation,Rangeley Plantation ME,,(207) 864-5155,,293 S Shore Drive,Rangeley,ME,4970,14:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/24/16,,,
Rangeley Plantation,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rangeley_plantation,Rangeley Plantation ME,,(207) 864-5155,,293 S Shore Drive,Rangeley,ME,4970,09:00:00 - 04:00,16:00:00 - 04:00,10/25/16,10/26/16,,,
Rangeley Plantation,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rangeley_plantation,Rangeley Plantation ME,,(207) 864-5155,,293 S Shore Drive,Rangeley,ME,4970,09:00:00 - 04:00,16:00:00 - 04:00,10/28/16,10/28/16,,,
Rangeley Plantation,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rangeley_plantation,Rangeley Plantation ME,,(207) 864-5155,,293 S Shore Drive,Rangeley,ME,4970,14:00:00 - 04:00,18:00:00 - 04:00,10/31/16,10/31/16,,,
Rangeley Plantation,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rangeley_plantation,Rangeley Plantation ME,,(207) 864-5155,,293 S Shore Drive,Rangeley,ME,4970,09:00:00 - 04:00,16:00:00 - 04:00,11/1/16,11/2/16,,,
Raymond Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:raymond,Raymond Town ME,,(207) 655-4742,,401 Webbs Mills Rd,Raymond,ME,4071,08:30:00 - 04:00,19:00:00 - 04:00,10/11/16,10/11/16,,Ballots: Oct 11-Nov 3 // Office hours: T 8:30-7; WRF 8:30-4,
Raymond Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:raymond,Raymond Town ME,,(207) 655-4742,,401 Webbs Mills Rd,Raymond,ME,4071,08:30:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,,,
Raymond Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:raymond,Raymond Town ME,,(207) 655-4742,,401 Webbs Mills Rd,Raymond,ME,4071,08:30:00 - 04:00,19:00:00 - 04:00,10/18/16,10/18/16,,,
Raymond Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:raymond,Raymond Town ME,,(207) 655-4742,,401 Webbs Mills Rd,Raymond,ME,4071,08:30:00 - 04:00,16:00:00 - 04:00,10/19/16,10/21/16,,,
Raymond Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:raymond,Raymond Town ME,,(207) 655-4742,,401 Webbs Mills Rd,Raymond,ME,4071,08:30:00 - 04:00,19:00:00 - 04:00,10/25/16,10/25/16,,,
Raymond Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:raymond,Raymond Town ME,,(207) 655-4742,,401 Webbs Mills Rd,Raymond,ME,4071,08:30:00 - 04:00,16:00:00 - 04:00,10/26/16,10/28/16,,,
Raymond Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:raymond,Raymond Town ME,,(207) 655-4742,,401 Webbs Mills Rd,Raymond,ME,4071,08:30:00 - 04:00,19:00:00 - 04:00,11/1/16,11/1/16,,,
Raymond Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:raymond,Raymond Town ME,,(207) 655-4742,,401 Webbs Mills Rd,Raymond,ME,4071,08:30:00 - 04:00,16:00:00 - 04:00,11/2/16,11/3/16,,,
Robbinston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:robbinston,Robbinston Town ME,,(207) 454-3220,,886 US Route 1,Robbinston,ME,0,16:00:00 - 04:00,18:00:00 - 04:00,10/11/16,10/11/16,,11/3 IS A THURSDAY - Ballots available Oct 11-Nov 3. Only open Mondays and Tuesdays. M 7a-9a; T 4p-6p,
Robbinston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:robbinston,Robbinston Town ME,,(207) 454-3220,,886 US Route 1,Robbinston,ME,0,07:00:00 - 04:00,09:00:00 - 04:00,10/17/16,10/17/16,,,
Robbinston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:robbinston,Robbinston Town ME,,(207) 454-3220,,886 US Route 1,Robbinston,ME,0,16:00:00 - 04:00,18:00:00 - 04:00,10/18/16,10/18/16,,,
Robbinston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:robbinston,Robbinston Town ME,,(207) 454-3220,,886 US Route 1,Robbinston,ME,0,07:00:00 - 04:00,09:00:00 - 04:00,10/24/16,10/24/16,,,
Robbinston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:robbinston,Robbinston Town ME,,(207) 454-3220,,886 US Route 1,Robbinston,ME,0,16:00:00 - 04:00,18:00:00 - 04:00,10/25/16,10/25/16,,,
Robbinston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:robbinston,Robbinston Town ME,,(207) 454-3220,,886 US Route 1,Robbinston,ME,0,07:00:00 - 04:00,09:00:00 - 04:00,10/31/16,10/31/16,,,
Robbinston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:robbinston,Robbinston Town ME,,(207) 454-3220,,886 US Route 1,Robbinston,ME,0,16:00:00 - 04:00,18:00:00 - 04:00,11/1/16,11/1/16,,,
Rome Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rome,Rome Town ME,,(207) 397-4011,,8 Mercer Road,Rome,ME,4963,14:00:00 - 04:00,18:00:00 - 04:00,10/11/16,10/11/16,,Ballots available Oct 11-Nov 3. Office hours: Mon/Tuesd 2pm to 6p; Thursday 4p-7p; 1st and 3rd Sat 9a-11a,
Rome Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rome,Rome Town ME,,(207) 397-4011,,8 Mercer Road,Rome,ME,4963,16:00:00 - 04:00,19:00:00 - 04:00,10/13/16,10/13/16,,,
Rome Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rome,Rome Town ME,,(207) 397-4011,,8 Mercer Road,Rome,ME,4963,09:00:00 - 04:00,11:00:00 - 04:00,10/15/16,10/15/16,,,
Rome Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rome,Rome Town ME,,(207) 397-4011,,8 Mercer Road,Rome,ME,4963,14:00:00 - 04:00,18:00:00 - 04:00,10/17/16,10/18/16,,,
Rome Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rome,Rome Town ME,,(207) 397-4011,,8 Mercer Road,Rome,ME,4963,16:00:00 - 04:00,19:00:00 - 04:00,10/20/16,10/20/16,,,
Rome Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rome,Rome Town ME,,(207) 397-4011,,8 Mercer Road,Rome,ME,4963,14:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/25/16,,,
Rome Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rome,Rome Town ME,,(207) 397-4011,,8 Mercer Road,Rome,ME,4963,16:00:00 - 04:00,19:00:00 - 04:00,10/27/16,10/27/16,,,
Rome Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rome,Rome Town ME,,(207) 397-4011,,8 Mercer Road,Rome,ME,4963,14:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/1/16,,,
Rome Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:rome,Rome Town ME,,(207) 397-4011,,8 Mercer Road,Rome,ME,4963,16:00:00 - 04:00,19:00:00 - 04:00,11/3/16,11/3/16,,,
Searsport Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:searsport,Searsport Town ME,,(207) 548-6372,,1 Union Street,Searsport,ME,4974,08:30:00 - 04:00,16:00:00 - 04:00,10/11/16,10/14/16,,oct 11-nov 3 // 8:30-4 M-F,
Searsport Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:searsport,Searsport Town ME,,(207) 548-6372,,1 Union Street,Searsport,ME,4974,08:30:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,,,
Searsport Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:searsport,Searsport Town ME,,(207) 548-6372,,1 Union Street,Searsport,ME,4974,08:30:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,,,
Searsport Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:searsport,Searsport Town ME,,(207) 548-6372,,1 Union Street,Searsport,ME,4974,08:30:00 - 04:00,16:00:00 - 04:00,10/31/16,11/3/16,,,
Garland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:garland,Garland Town ME,,(207) 924-3163,,108 Corinth Road,Garland,ME,4939,10:00:00 - 04:00,16:30:00 - 04:00,10/11/16,10/11/16,,Oct 11 - Nov 3 T/TH/F 10-4:30 W 10-6 PM,
Garland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:garland,Garland Town ME,,(207) 924-3163,,108 Corinth Road,Garland,ME,4939,10:00:00 - 04:00,18:00:00 - 04:00,10/12/16,10/12/16,,,
Garland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:garland,Garland Town ME,,(207) 924-3163,,108 Corinth Road,Garland,ME,4939,10:00:00 - 04:00,16:30:00 - 04:00,10/13/16,10/14/16,,,
Garland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:garland,Garland Town ME,,(207) 924-3163,,108 Corinth Road,Garland,ME,4939,10:00:00 - 04:00,16:30:00 - 04:00,10/18/16,10/18/16,,,
Garland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:garland,Garland Town ME,,(207) 924-3163,,108 Corinth Road,Garland,ME,4939,10:00:00 - 04:00,18:00:00 - 04:00,10/19/16,10/19/16,,,
Garland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:garland,Garland Town ME,,(207) 924-3163,,108 Corinth Road,Garland,ME,4939,10:00:00 - 04:00,16:30:00 - 04:00,10/20/16,10/21/16,,,
Garland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:garland,Garland Town ME,,(207) 924-3163,,108 Corinth Road,Garland,ME,4939,10:00:00 - 04:00,16:30:00 - 04:00,10/25/16,10/25/16,,,
Garland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:garland,Garland Town ME,,(207) 924-3163,,108 Corinth Road,Garland,ME,4939,10:00:00 - 04:00,18:00:00 - 04:00,10/26/16,10/26/16,,,
Garland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:garland,Garland Town ME,,(207) 924-3163,,108 Corinth Road,Garland,ME,4939,10:00:00 - 04:00,16:30:00 - 04:00,10/27/16,10/28/16,,,
Garland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:garland,Garland Town ME,,(207) 924-3163,,108 Corinth Road,Garland,ME,4939,10:00:00 - 04:00,16:30:00 - 04:00,11/1/16,11/1/16,,,
Garland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:garland,Garland Town ME,,(207) 924-3163,,108 Corinth Road,Garland,ME,4939,10:00:00 - 04:00,18:00:00 - 04:00,11/2/16,11/2/16,,,
Garland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:garland,Garland Town ME,,(207) 924-3163,,108 Corinth Road,Garland,ME,4939,10:00:00 - 04:00,16:30:00 - 04:00,11/3/16,11/3/16,,,
Fort Kent Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:fort_kent,Fort Kent Town ME,,(207) 834-3090,,416 West Main Street,Fort Kent,ME,4743,08:30:00 - 04:00,16:30:00 - 04:00,10/11/16,10/14/16,,"Oct 11 - Nov 3, 8:30-4:30 M-F",
Fort Kent Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:fort_kent,Fort Kent Town ME,,(207) 834-3090,,416 West Main Street,Fort Kent,ME,4743,08:30:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16,,,
Fort Kent Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:fort_kent,Fort Kent Town ME,,(207) 834-3090,,416 West Main Street,Fort Kent,ME,4743,08:30:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16,,,
Fort Kent Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:fort_kent,Fort Kent Town ME,,(207) 834-3090,,416 West Main Street,Fort Kent,ME,4743,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/3/16,,,
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,08:00:00 - 04:00,17:00:00 - 04:00,10/11/16,10/13/16,,"Oct 11 - Nov 3, M 8-12 and 6-9  t/w/th 8-5, f 9-3",
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,09:00:00 - 04:00,15:00:00 - 04:00,10/14/16,10/14/16,,,
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,08:00:00 - 04:00,12:00:00 - 04:00,10/17/16,10/17/16,,,
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,18:00:00 - 04:00,21:00:00 - 04:00,10/17/16,10/17/16,,,
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,08:00:00 - 04:00,17:00:00 - 04:00,10/18/16,10/20/16,,,
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,09:00:00 - 04:00,15:00:00 - 04:00,10/21/16,10/21/16,,,
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,08:00:00 - 04:00,12:00:00 - 04:00,10/24/16,10/24/16,,,
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,18:00:00 - 04:00,21:00:00 - 04:00,10/24/16,10/24/16,,,
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,08:00:00 - 04:00,17:00:00 - 04:00,10/25/16,10/27/16,,,
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,09:00:00 - 04:00,15:00:00 - 04:00,10/28/16,10/28/16,,,
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,08:00:00 - 04:00,12:00:00 - 04:00,10/31/16,10/31/16,,,
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,18:00:00 - 04:00,21:00:00 - 04:00,10/31/16,10/31/16,,,
Frankfort Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:frankfort,Frankfort Town ME,,(207) 223-5546,,112 N. Searsport Road,Frankfort,ME,4438,08:00:00 - 04:00,17:00:00 - 04:00,11/1/16,11/3/16,,,
Freedom Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:freedom,Freedom Town ME,,(207) 382-6177,,71 Pleasant Street,Freedom,ME,4941,09:00:00 - 04:00,14:00:00 - 04:00,10/11/16,10/14/16,,"Oct 11 - Nov 3 M 9-6, T-F 9-2",
Freedom Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:freedom,Freedom Town ME,,(207) 382-6177,,71 Pleasant Street,Freedom,ME,4941,09:00:00 - 04:00,18:00:00 - 04:00,10/17/16,10/17/16,,,
Freedom Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:freedom,Freedom Town ME,,(207) 382-6177,,71 Pleasant Street,Freedom,ME,4941,09:00:00 - 04:00,14:00:00 - 04:00,10/18/16,10/21/16,,,
Freedom Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:freedom,Freedom Town ME,,(207) 382-6177,,71 Pleasant Street,Freedom,ME,4941,09:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/24/16,,,
Freedom Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:freedom,Freedom Town ME,,(207) 382-6177,,71 Pleasant Street,Freedom,ME,4941,09:00:00 - 04:00,14:00:00 - 04:00,10/25/16,10/28/16,,,
Freedom Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:freedom,Freedom Town ME,,(207) 382-6177,,71 Pleasant Street,Freedom,ME,4941,09:00:00 - 04:00,18:00:00 - 04:00,10/31/16,10/31/16,,,
Freedom Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:freedom,Freedom Town ME,,(207) 382-6177,,71 Pleasant Street,Freedom,ME,4941,09:00:00 - 04:00,14:00:00 - 04:00,11/1/16,11/3/16,,,
Gorham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,(207) 222-1670,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/12/16,,"Oct 3 - Nov 3, M-W 8-4, TH 8-6:30, F 8-1",
Gorham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,(207) 222-1670,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,18:30:00 - 04:00,10/13/16,10/13/16,,,
Gorham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,(207) 222-1670,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,13:00:00 - 04:00,10/14/16,10/14/16,,,
Gorham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,(207) 222-1670,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/19/16,,,
Gorham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,(207) 222-1670,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,18:30:00 - 04:00,10/20/16,10/20/16,,,
Gorham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,(207) 222-1670,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,13:00:00 - 04:00,10/21/16,10/21/16,,,
Gorham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,(207) 222-1670,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/26/16,,,
Gorham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,(207) 222-1670,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,18:30:00 - 04:00,10/27/16,10/27/16,,,
Gorham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,(207) 222-1670,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,13:00:00 - 04:00,10/28/16,10/28/16,,,
Gorham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,(207) 222-1670,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/2/16,,,
Gorham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,(207) 222-1670,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,18:30:00 - 04:00,11/3/16,11/3/16,,,
Gorham Town,Gorham Middle School,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/12/16,,,
Gorham Town,Gorham Middle School,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,18:30:00 - 04:00,10/13/16,10/13/16,,,
Gorham Town,Gorham Middle School,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,13:00:00 - 04:00,10/14/16,10/14/16,,,
Gorham Town,Gorham Middle School,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/19/16,,,
Gorham Town,Gorham Middle School,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,18:30:00 - 04:00,10/20/16,10/20/16,,,
Gorham Town,Gorham Middle School,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,13:00:00 - 04:00,10/21/16,10/21/16,,,
Gorham Town,Gorham Middle School,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/26/16,,,
Gorham Town,Gorham Middle School,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,18:30:00 - 04:00,10/27/16,10/27/16,,,
Gorham Town,Gorham Middle School,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,13:00:00 - 04:00,10/28/16,10/28/16,,,
Gorham Town,Gorham Middle School,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/2/16,,,
Gorham Town,Gorham Middle School,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,18:30:00 - 04:00,11/3/16,11/3/16,,,
Gorham Town,Little Falls Recreation Center,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/12/16,,,
Gorham Town,Little Falls Recreation Center,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,18:30:00 - 04:00,10/13/16,10/13/16,,,
Gorham Town,Little Falls Recreation Center,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,13:00:00 - 04:00,10/14/16,10/14/16,,,
Gorham Town,Little Falls Recreation Center,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/19/16,,,
Gorham Town,Little Falls Recreation Center,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,18:30:00 - 04:00,10/20/16,10/20/16,,,
Gorham Town,Little Falls Recreation Center,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,13:00:00 - 04:00,10/21/16,10/21/16,,,
Gorham Town,Little Falls Recreation Center,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/26/16,,,
Gorham Town,Little Falls Recreation Center,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,18:30:00 - 04:00,10/27/16,10/27/16,,,
Gorham Town,Little Falls Recreation Center,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,13:00:00 - 04:00,10/28/16,10/28/16,,,
Gorham Town,Little Falls Recreation Center,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/2/16,,,
Gorham Town,Little Falls Recreation Center,":election,:registration",ocd-division/country:us/state:me/place:gorham,Gorham Town ME,,,,75 South Street,Gorham,ME,4038,08:00:00 - 04:00,18:30:00 - 04:00,11/3/16,11/3/16,,,
Guilford Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:guilford,Guilford Town ME,,(207) 876-2202,,4 School Street,Guilford,ME,4443,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/14/16,,"Oct 11 - Nov 3, M-F 8-4 pm",
Guilford Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:guilford,Guilford Town ME,,(207) 876-2202,,4 School Street,Guilford,ME,4443,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,,,
Guilford Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:guilford,Guilford Town ME,,(207) 876-2202,,4 School Street,Guilford,ME,4443,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,,,
Guilford Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:guilford,Guilford Town ME,,(207) 876-2202,,4 School Street,Guilford,ME,4443,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/3/16,,,
Greenbush Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:greenbush,Greenbush Town ME,,(207) 826-2050,,132 Military Rd,Greenbush,ME,4418,08:30:00 - 04:00,16:30:00 - 04:00,10/11/16,10/12/16,,"Oct 11 - Nov 3, M/TH 12-6:30, T/W/F 8:30-4:30",
Greenbush Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:greenbush,Greenbush Town ME,,(207) 826-2050,,132 Military Rd,Greenbush,ME,4418,12:00:00 - 04:00,18:30:00 - 04:00,10/13/16,10/13/16,,,
Greenbush Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:greenbush,Greenbush Town ME,,(207) 826-2050,,132 Military Rd,Greenbush,ME,4418,08:30:00 - 04:00,16:30:00 - 04:00,10/14/16,10/14/16,,,
Greenbush Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:greenbush,Greenbush Town ME,,(207) 826-2050,,132 Military Rd,Greenbush,ME,4418,12:00:00 - 04:00,18:30:00 - 04:00,10/17/16,10/17/16,,,
Greenbush Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:greenbush,Greenbush Town ME,,(207) 826-2050,,132 Military Rd,Greenbush,ME,4418,08:30:00 - 04:00,16:30:00 - 04:00,10/18/16,10/19/16,,,
