office_name,ocd_division,homepage_url,phone,email,directions,location_name,address1,address2,city,state,zip_code,start_time,end_time,start_date,end_date,index,address_line,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Parmer County,ocd-division/country:us/state:tx/county:parmer,http://parmercounty.org/county-courts/county-clerk/voting-information/,(806) 481-3691,gbowers@parmercounty.net,,First Bank Bovina,101 3rd St,,Bovina,TX,79009,09:00:00,15:00:00,10-25-2016,10-25-2016,2438,"101 3rd St, Bovina, TX , 79009",09:00 AM-03:00 PM,,ho20946578,false,true,,,,poll17208341
Parmer County,ocd-division/country:us/state:tx/county:parmer,http://parmercounty.org/county-courts/county-clerk/voting-information/,(806) 481-3691,gbowers@parmercounty.net,,First Bank Bovina,101 3rd St,,Bovina,TX,79009,09:00:00,15:00:00,11-01-2016,11-01-2016,2439,"101 3rd St, Bovina, TX , 79009",09:00 AM-03:00 PM,,ho20946578,false,true,,,,poll17208341
Parmer County,ocd-division/country:us/state:tx/county:parmer,http://parmercounty.org/county-courts/county-clerk/voting-information/,(806) 481-3691,gbowers@parmercounty.net,,Inter Bank Friona,1105 N Cleveland,,Friona,TX,79035,08:00:00,16:00:00,10-24-2016,10-24-2016,2440,"1105 N Cleveland, Friona, TX , 79035",08:00 AM-04:00 PM,,ho43234028,false,true,,,,poll47309233
Parmer County,ocd-division/country:us/state:tx/county:parmer,http://parmercounty.org/county-courts/county-clerk/voting-information/,(806) 481-3691,gbowers@parmercounty.net,,Inter Bank Friona,1105 N Cleveland,,Friona,TX,79035,08:00:00,16:00:00,10-27-2016,10-27-2016,2441,"1105 N Cleveland, Friona, TX , 79035",08:00 AM-04:00 PM,,ho43234028,false,true,,,,poll47309233
Parmer County,ocd-division/country:us/state:tx/county:parmer,http://parmercounty.org/county-courts/county-clerk/voting-information/,(806) 481-3691,gbowers@parmercounty.net,,Inter Bank Friona,1105 N Cleveland,,Friona,TX,79035,08:00:00,16:00:00,10-31-2016,10-31-2016,2442,"1105 N Cleveland, Friona, TX , 79035",08:00 AM-04:00 PM,,ho43234028,false,true,,,,poll47309233
Parmer County,ocd-division/country:us/state:tx/county:parmer,http://parmercounty.org/county-courts/county-clerk/voting-information/,(806) 481-3691,gbowers@parmercounty.net,,Inter Bank Friona,1105 N Cleveland,,Friona,TX,79035,08:00:00,16:00:00,11-03-2016,11-03-2016,2443,"1105 N Cleveland, Friona, TX , 79035",08:00 AM-04:00 PM,,ho43234028,false,true,,,,poll47309233
Pecos County,ocd-division/country:us/state:tx/county:pecos,http://www.co.pecos.tx.us/,(432) 336-7555,sophia.franco@pecos.co.tx.us,,Community Center,500 S Oak St,,Pecos,TX,79772,08:00:00,17:00:00,10-24-2016,10-28-2016,2444,"500 S Oak St, Pecos, TX , 79772",08:00 AM-05:00 PM,,ho41545819,false,true,,,,poll78301936
Pecos County,ocd-division/country:us/state:tx/county:pecos,http://www.co.pecos.tx.us/,(432) 336-7555,sophia.franco@pecos.co.tx.us,,Community Center,500 S Oak St,,Pecos,TX,79772,08:00:00,17:00:00,10-31-2016,11-02-2016,2445,"500 S Oak St, Pecos, TX , 79772",08:00 AM-05:00 PM,,ho41545819,false,true,,,,poll78301936
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Santa Fe Ticket Office,"900 South Polk Street, Ste 320",,Amarillo,TX,79101,08:00:00,17:00:00,10-24-2016,10-28-2016,2446,"900 South Polk Street, Ste 320, Amarillo, TX , 79101",08:00 AM-05:00 PM,,ho52282927,false,true,,,,poll89280939
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Santa Fe Ticket Office,"900 South Polk Street, Ste 320",,Amarillo,TX,79101,07:00:00,19:00:00,10-29-2016,10-29-2016,2447,"900 South Polk Street, Ste 320, Amarillo, TX , 79101",07:00 AM-07:00 PM,,ho52282927,false,true,,,,poll89280939
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Santa Fe Ticket Office,"900 South Polk Street, Ste 320",,Amarillo,TX,79101,12:00:00,17:00:00,10-30-2016,10-30-2016,2448,"900 South Polk Street, Ste 320, Amarillo, TX , 79101",12:00 PM-05:00 PM,,ho52282927,false,true,,,,poll89280939
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Santa Fe Ticket Office,"900 South Polk Street, Ste 320",,Amarillo,TX,79101,07:00:00,19:00:00,10-31-2016,11-04-2016,2449,"900 South Polk Street, Ste 320, Amarillo, TX , 79101",07:00 AM-07:00 PM,,ho52282927,false,true,,,,poll89280939
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Casey Carpet One,"W, 3500 I-40 Frontage Rd",,Amarillo,TX,79102,12:00:00,17:00:00,10-24-2016,10-28-2016,2450,"W, 3500 I-40 Frontage Rd, Amarillo, TX , 79102",12:00 PM-05:00 PM,,ho83807774,false,true,,,,poll13572996
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Casey Carpet One,"W, 3500 I-40 Frontage Rd",,Amarillo,TX,79102,12:00:00,17:00:00,10-29-2016,10-29-2016,2451,"W, 3500 I-40 Frontage Rd, Amarillo, TX , 79102",12:00 PM-05:00 PM,,ho83807774,false,true,,,,poll13572996
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Casey Carpet One,"W, 3500 I-40 Frontage Rd",,Amarillo,TX,79102,12:00:00,17:00:00,10-30-2016,10-30-2016,2452,"W, 3500 I-40 Frontage Rd, Amarillo, TX , 79102",12:00 PM-05:00 PM,,ho83807774,false,true,,,,poll13572996
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Casey Carpet One,"W, 3500 I-40 Frontage Rd",,Amarillo,TX,79102,12:00:00,19:00:00,10-31-2016,11-04-2016,2453,"W, 3500 I-40 Frontage Rd, Amarillo, TX , 79102",12:00 PM-07:00 PM,,ho83807774,false,true,,,,poll13572996
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,"Coffee Memorial Blood Center Inc,",7500 Wallace Blvd,,Amarillo,TX,79124,12:00:00,17:00:00,10-24-2016,10-28-2016,2454,"7500 Wallace Blvd, Amarillo, TX , 79124",12:00 PM-05:00 PM,,ho59015933,false,true,,,,poll70670292
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,"Coffee Memorial Blood Center Inc,",7500 Wallace Blvd,,Amarillo,TX,79124,12:00:00,17:00:00,10-29-2016,10-29-2016,2455,"7500 Wallace Blvd, Amarillo, TX , 79124",12:00 PM-05:00 PM,,ho59015933,false,true,,,,poll70670292
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,"Coffee Memorial Blood Center Inc,",7500 Wallace Blvd,,Amarillo,TX,79124,12:00:00,17:00:00,10-30-2016,10-30-2016,2456,"7500 Wallace Blvd, Amarillo, TX , 79124",12:00 PM-05:00 PM,,ho59015933,false,true,,,,poll70670292
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,"Coffee Memorial Blood Center Inc,",7500 Wallace Blvd,,Amarillo,TX,79124,12:00:00,19:00:00,10-31-2016,11-04-2016,2457,"7500 Wallace Blvd, Amarillo, TX , 79124",12:00 PM-07:00 PM,,ho59015933,false,true,,,,poll70670292
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,United Amigos,3300 E I-40,,Amarillo,TX,79103,12:00:00,17:00:00,10-24-2016,10-28-2016,2458,"3300 E I-40, Amarillo, TX , 79103",12:00 PM-05:00 PM,,ho51819664,false,true,,,,poll21600858
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,United Amigos,3300 E I-40,,Amarillo,TX,79103,12:00:00,17:00:00,10-29-2016,10-29-2016,2459,"3300 E I-40, Amarillo, TX , 79103",12:00 PM-05:00 PM,,ho51819664,false,true,,,,poll21600858
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,United Amigos,3300 E I-40,,Amarillo,TX,79103,12:00:00,17:00:00,10-30-2016,10-30-2016,2460,"3300 E I-40, Amarillo, TX , 79103",12:00 PM-05:00 PM,,ho51819664,false,true,,,,poll21600858
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,United Amigos,3300 E I-40,,Amarillo,TX,79103,12:00:00,19:00:00,10-31-2016,11-04-2016,2461,"3300 E I-40, Amarillo, TX , 79103",12:00 PM-07:00 PM,,ho51819664,false,true,,,,poll21600858
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Cornerstone Outreach,1111 N Buchanan St,,Amarillo,TX,79107,12:00:00,17:00:00,10-24-2016,10-28-2016,2462,"1111 N Buchanan St, Amarillo, TX , 79107",12:00 PM-05:00 PM,,ho35241631,false,true,,,,poll25448125
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Cornerstone Outreach,1111 N Buchanan St,,Amarillo,TX,79107,12:00:00,17:00:00,10-29-2016,10-29-2016,2463,"1111 N Buchanan St, Amarillo, TX , 79107",12:00 PM-05:00 PM,,ho35241631,false,true,,,,poll25448125
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Cornerstone Outreach,1111 N Buchanan St,,Amarillo,TX,79107,12:00:00,17:00:00,10-30-2016,10-30-2016,2464,"1111 N Buchanan St, Amarillo, TX , 79107",12:00 PM-05:00 PM,,ho35241631,false,true,,,,poll25448125
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Cornerstone Outreach,1111 N Buchanan St,,Amarillo,TX,79107,12:00:00,19:00:00,10-31-2016,11-04-2016,2465,"1111 N Buchanan St, Amarillo, TX , 79107",12:00 PM-07:00 PM,,ho35241631,false,true,,,,poll25448125
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Bivins Village,3201 Tee Anchor Blvd,,Amarillo,TX,79104,12:00:00,19:00:00,10-31-2016,10-31-2016,2466,"3201 Tee Anchor Blvd, Amarillo, TX , 79104",12:00 PM-07:00 PM,,ho90299217,false,true,,,,poll75288295
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Park Central,1300 S Harrison St,,Amarillo,TX,79101,12:00:00,19:00:00,11-02-2016,11-02-2016,2467,"1300 S Harrison St, Amarillo, TX , 79101",12:00 PM-07:00 PM,,ho49348878,false,true,,,,poll88065976
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,Canyons Retirement Community,2200 SW 7th Ave,,Amarillo,TX,79106,12:00:00,19:00:00,11-01-2016,11-01-2016,2468,"2200 SW 7th Ave, Amarillo, TX , 79106",12:00 PM-07:00 PM,,ho12966041,false,true,,,,poll19404542
Potter County,ocd-division/country:us/state:tx/county:potter,http://www.co.potter.tx.us/default.aspx?Potter_County/Elections,(806) 379-2298,vote@mypottercounty.com,,The Craig,5500 SW 9th Ave,,Amarillo,TX,79106,12:00:00,19:00:00,11-03-2016,11-03-2016,2469,"5500 SW 9th Ave, Amarillo, TX , 79106",12:00 PM-07:00 PM,,ho67784626,false,true,,,,poll28359586
Rains County,ocd-division/country:us/state:tx/county:rains,http://www.co.rains.tx.us/default.aspx?Rains_County/Elections,"(903) 473-5000, ext. 109",rains.early.voting@co.rains.tx.us,,,"220 W. Quitman St., Ste B",,Emory,TX,75440,08:30:00,16:30:00,10-24-2016,10-28-2016,2470,"220 W. Quitman St., Ste B, Emory, TX , 75440",08:30 AM-04:30 PM,,ho91256017,false,true,,,,poll93829679
Rains County,ocd-division/country:us/state:tx/county:rains,http://www.co.rains.tx.us/default.aspx?Rains_County/Elections,"(903) 473-5000, ext. 109",rains.early.voting@co.rains.tx.us,,,"220 W. Quitman St., Ste B",,Emory,TX,75440,08:30:00,16:30:00,10-31-2016,11-04-2016,2471,"220 W. Quitman St., Ste B, Emory, TX , 75440",08:30 AM-04:30 PM,,ho91256017,false,true,,,,poll93829679
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,,1604 5th Ave,,Canyon,TX,79015,08:00:00,17:00:00,10-24-2016,10-28-2016,2472,"1604 5th Ave, Canyon, TX , 79015",08:00 AM-05:00 PM,,ho87619379,false,true,,,,poll94152088
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,,1604 5th Ave,,Canyon,TX,79015,07:00:00,19:00:00,10-29-2016,10-29-2016,2473,"1604 5th Ave, Canyon, TX , 79015",07:00 AM-07:00 PM,,ho87619379,false,true,,,,poll94152088
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,,1604 5th Ave,,Canyon,TX,79015,12:00:00,17:00:00,10-30-2016,10-30-2016,2474,"1604 5th Ave, Canyon, TX , 79015",12:00 PM-05:00 PM,,ho87619379,false,true,,,,poll94152088
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,,1604 5th Ave,,Canyon,TX,79015,07:00:00,19:00:00,10-31-2016,11-04-2016,2475,"1604 5th Ave, Canyon, TX , 79015",07:00 AM-07:00 PM,,ho87619379,false,true,,,,poll94152088
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,Randall County Annex,4111 S. Georgia,,Amarillo,TX,79110,08:00:00,17:00:00,10-24-2016,10-28-2016,2476,"4111 S. Georgia, Amarillo, TX , 79110",08:00 AM-05:00 PM,,ho1683124,false,true,,,,poll72342693
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,Randall County Annex,4111 S. Georgia,,Amarillo,TX,79110,07:00:00,19:00:00,10-29-2016,10-29-2016,2477,"4111 S. Georgia, Amarillo, TX , 79110",07:00 AM-07:00 PM,,ho1683124,false,true,,,,poll72342693
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,Randall County Annex,4111 S. Georgia,,Amarillo,TX,79110,12:00:00,17:00:00,10-30-2016,10-30-2016,2478,"4111 S. Georgia, Amarillo, TX , 79110",12:00 PM-05:00 PM,,ho1683124,false,true,,,,poll72342693
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,Randall County Annex,4111 S. Georgia,,Amarillo,TX,79110,07:00:00,19:00:00,10-31-2016,11-04-2016,2479,"4111 S. Georgia, Amarillo, TX , 79110",07:00 AM-07:00 PM,,ho1683124,false,true,,,,poll72342693
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,Randall County Justice Center,2309 Russell Long Blvd,,Canyon,TX,79015,08:00:00,17:00:00,10-24-2016,10-28-2016,2480,"2309 Russell Long Blvd, Canyon, TX , 79015",08:00 AM-05:00 PM,,ho56547932,false,true,,,,poll26549889
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,Randall County Justice Center,2309 Russell Long Blvd,,Canyon,TX,79015,07:00:00,19:00:00,10-31-2016,11-04-2016,2481,"2309 Russell Long Blvd, Canyon, TX , 79015",07:00 AM-07:00 PM,,ho56547932,false,true,,,,poll26549889
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,Region 16 Education Service Center,5800 Bell Street,,Amarillo,TX,79109,08:00:00,17:00:00,10-24-2016,10-28-2016,2482,"5800 Bell Street, Amarillo, TX , 79109",08:00 AM-05:00 PM,,ho36010811,false,true,,,,poll67566568
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,Region 16 Education Service Center,5800 Bell Street,,Amarillo,TX,79109,07:00:00,19:00:00,10-31-2016,11-04-2016,2483,"5800 Bell Street, Amarillo, TX , 79109",07:00 AM-07:00 PM,,ho36010811,false,true,,,,poll67566568
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,Comanche Trail Church of Christ,2700 E. 34th,,Amarillo,TX,79103,08:00:00,17:00:00,10-24-2016,10-28-2016,2484,"2700 E. 34th, Amarillo, TX , 79103",08:00 AM-05:00 PM,,ho88338494,false,true,,,,poll71110780
Randall County,ocd-division/country:us/state:tx/county:randall,http://www.randallcounty.org/elections/general/default.htm,(806) 468-5510,electionadmin@randallcounty.org,,Comanche Trail Church of Christ,2700 E. 34th,,Amarillo,TX,79103,07:00:00,19:00:00,10-31-2016,11-04-2016,2485,"2700 E. 34th, Amarillo, TX , 79103",07:00 AM-07:00 PM,,ho88338494,false,true,,,,poll71110780
Reagan County,ocd-division/country:us/state:tx/county:reagan,,(325) 884-2442,rcclerk@reagancounty.org,,,300 N Plaza,,Big Lake,TX,76932,08:00:00,17:00:00,10-24-2016,10-27-2016,2486,"300 N Plaza, Big Lake, TX , 76932",08:00 AM-05:00 PM,,ho48409807,false,true,,,,poll51128302
Reagan County,ocd-division/country:us/state:tx/county:reagan,,(325) 884-2442,rcclerk@reagancounty.org,,,300 N Plaza,,Big Lake,TX,76932,08:00:00,16:00:00,10-28-2016,10-28-2016,2487,"300 N Plaza, Big Lake, TX , 76932",08:00 AM-04:00 PM,,ho48409807,false,true,,,,poll51128302
Reagan County,ocd-division/country:us/state:tx/county:reagan,,(325) 884-2442,rcclerk@reagancounty.org,,,300 N Plaza,,Big Lake,TX,76932,08:00:00,17:00:00,10-31-2016,11-03-2016,2488,"300 N Plaza, Big Lake, TX , 76932",08:00 AM-05:00 PM,,ho48409807,false,true,,,,poll51128302
Reagan County,ocd-division/country:us/state:tx/county:reagan,,(325) 884-2442,rcclerk@reagancounty.org,,,300 N Plaza,,Big Lake,TX,76932,08:00:00,16:00:00,11-04-2016,11-04-2016,2489,"300 N Plaza, Big Lake, TX , 76932",08:00 AM-04:00 PM,,ho48409807,false,true,,,,poll51128302
Real County,ocd-division/country:us/state:tx/county:real,http://www.co.real.tx.us/,(830) 232-5202,realcl@hctc.net,,REAL COUNTY COURTHOUSE,146 SOUTH US HWY 83,,Leakey,TX,78873,08:00:00,17:00:00,10-24-2016,10-28-2016,2490,"146 SOUTH US HWY 83, Leakey, TX , 78873",08:00 AM-05:00 PM,,ho37886336,false,true,,,,poll32737975
Real County,ocd-division/country:us/state:tx/county:real,http://www.co.real.tx.us/,(830) 232-5202,realcl@hctc.net,,REAL COUNTY COURTHOUSE,146 SOUTH US HWY 83,,Leakey,TX,78873,08:00:00,17:00:00,10-31-2016,11-04-2016,2491,"146 SOUTH US HWY 83, Leakey, TX , 78873",08:00 AM-05:00 PM,,ho37886336,false,true,,,,poll32737975
Real County,ocd-division/country:us/state:tx/county:real,http://www.co.real.tx.us/,(830) 232-5202,realcl@hctc.net,,COUNTY HOUSE,107 E. 5TH STREET,,Camp Wood,TX,78833,14:00:00,18:00:00,10-25-2016,10-25-2016,2492,"107 E. 5TH STREET, Camp Wood, TX , 78833",02:00 PM-06:00 PM,,ho34147986,false,true,,,,poll83870173
Real County,ocd-division/country:us/state:tx/county:real,http://www.co.real.tx.us/,(830) 232-5202,realcl@hctc.net,,COUNTY HOUSE,107 E. 5TH STREET,,Camp Wood,TX,78833,14:00:00,18:00:00,10-27-2016,10-27-2016,2493,"107 E. 5TH STREET, Camp Wood, TX , 78833",02:00 PM-06:00 PM,,ho34147986,false,true,,,,poll83870173
Real County,ocd-division/country:us/state:tx/county:real,http://www.co.real.tx.us/,(830) 232-5202,realcl@hctc.net,,COUNTY HOUSE,107 E. 5TH STREET,,Camp Wood,TX,78833,14:00:00,18:00:00,11-01-2016,11-01-2016,2494,"107 E. 5TH STREET, Camp Wood, TX , 78833",02:00 PM-06:00 PM,,ho34147986,false,true,,,,poll83870173
Real County,ocd-division/country:us/state:tx/county:real,http://www.co.real.tx.us/,(830) 232-5202,realcl@hctc.net,,COUNTY HOUSE,107 E. 5TH STREET,,Camp Wood,TX,78833,14:00:00,18:00:00,11-03-2016,11-03-2016,2495,"107 E. 5TH STREET, Camp Wood, TX , 78833",02:00 PM-06:00 PM,,ho34147986,false,true,,,,poll83870173
Real County,ocd-division/country:us/state:tx/county:real,http://www.co.real.tx.us/,(830) 232-5202,realcl@hctc.net,,GARVEN STORE,27304 N US HIGHWAY 83,,Mountain Home,TX,78058,14:00:00,18:00:00,10-26-2016,10-26-2016,2496,"27304 N US HIGHWAY 83, Mountain Home, TX , 78058",02:00 PM-06:00 PM,,ho84834117,false,true,,,,poll36880152
Red River County,ocd-division/country:us/state:tx/county:red_river,http://www.co.red-river.tx.us/,(903) 427-2401,coclerk@co.red-river.tx.us,,,200 N. Walnut Street,,Clarksville,TX,75426,08:00:00,17:00:00,10-24-2016,10-28-2016,2497,"200 N. Walnut Street, Clarksville, TX , 75426",08:00 AM-05:00 PM,,ho57049973,false,true,,,,poll73978458
Red River County,ocd-division/country:us/state:tx/county:red_river,http://www.co.red-river.tx.us/,(903) 427-2401,coclerk@co.red-river.tx.us,,,200 N. Walnut Street,,Clarksville,TX,75426,08:00:00,17:00:00,10-31-2016,11-04-2016,2498,"200 N. Walnut Street, Clarksville, TX , 75426",08:00 AM-05:00 PM,,ho57049973,false,true,,,,poll73978458
Refugio County,ocd-division/country:us/state:tx/county:refugio,http://www.co.refugio.tx.us/default.aspx?Refugio_County/Elections,(361) 526-2151,rachael.garcia@co.refugio.tx.us,,,414 C North Alamo Street,,Refugio,TX,78377,08:00:00,18:00:00,10-24-2016,10-28-2016,2499,"414 C North Alamo Street, Refugio, TX , 78377",08:00 AM-06:00 PM,,ho29339067,false,true,,,,poll98889455
Refugio County,ocd-division/country:us/state:tx/county:refugio,http://www.co.refugio.tx.us/default.aspx?Refugio_County/Elections,(361) 526-2151,rachael.garcia@co.refugio.tx.us,,,414 C North Alamo Street,,Refugio,TX,78377,08:00:00,12:00:00,10-29-2016,10-29-2016,2500,"414 C North Alamo Street, Refugio, TX , 78377",08:00 AM-12:00 PM,,ho29339067,false,true,,,,poll98889455
Refugio County,ocd-division/country:us/state:tx/county:refugio,http://www.co.refugio.tx.us/default.aspx?Refugio_County/Elections,(361) 526-2151,rachael.garcia@co.refugio.tx.us,,,414 C North Alamo Street,,Refugio,TX,78377,08:00:00,18:00:00,10-31-2016,11-04-2016,2501,"414 C North Alamo Street, Refugio, TX , 78377",08:00 AM-06:00 PM,,ho29339067,false,true,,,,poll98889455
Roberts County,ocd-division/country:us/state:tx/county:roberts,,(806) 868-2341,toni.rankin@co.roberts.tx.us,,,300 E. Commercial,,Miami,TX,79059,08:00:00,12:00:00,10-24-2016,10-28-2016,2502,"300 E. Commercial, Miami, TX , 79059",08:00 AM-12:00 PM,,ho22728162,false,true,,,,poll39948375
Roberts County,ocd-division/country:us/state:tx/county:roberts,,(806) 868-2341,toni.rankin@co.roberts.tx.us,,,300 E. Commercial,,Miami,TX,79059,13:00:00,17:00:00,10-24-2016,10-28-2016,2503,"300 E. Commercial, Miami, TX , 79059",01:00 PM-05:00 PM,,ho22728162,false,true,,,,poll39948375
Roberts County,ocd-division/country:us/state:tx/county:roberts,,(806) 868-2341,toni.rankin@co.roberts.tx.us,,,300 E. Commercial,,Miami,TX,79059,08:00:00,12:00:00,10-31-2016,11-04-2016,2504,"300 E. Commercial, Miami, TX , 79059",08:00 AM-12:00 PM,,ho22728162,false,true,,,,poll39948375
Roberts County,ocd-division/country:us/state:tx/county:roberts,,(806) 868-2341,toni.rankin@co.roberts.tx.us,,,300 E. Commercial,,Miami,TX,79059,13:00:00,17:00:00,10-31-2016,11-04-2016,2505,"300 E. Commercial, Miami, TX , 79059",01:00 PM-05:00 PM,,ho22728162,false,true,,,,poll39948375
Robertson County,ocd-division/country:us/state:tx/county:robertson,http://www.co.robertson.tx.us/default.aspx?Robertson_County/Elections,(979) 828-5726,elections.dept@co.robertson.tx.us,,,601 North Hearne Street,,Franklin,TX,77856,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,2506,"601 North Hearne Street, Franklin, TX , 77856",08:00 AM-05:00 PM,,ho22043605,false,true,,,,poll16878898
Robertson County,ocd-division/country:us/state:tx/county:robertson,http://www.co.robertson.tx.us/default.aspx?Robertson_County/Elections,(979) 828-5726,elections.dept@co.robertson.tx.us,,,601 North Hearne Street,,Franklin,TX,77856,08:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,2507,"601 North Hearne Street, Franklin, TX , 77856",08:00 AM-07:00 PM,,ho22043605,false,true,,,,poll16878898
Robertson County,ocd-division/country:us/state:tx/county:robertson,http://www.co.robertson.tx.us/default.aspx?Robertson_County/Elections,(979) 828-5726,elections.dept@co.robertson.tx.us,,,601 North Hearne Street,,Franklin,TX,77856,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,2508,"601 North Hearne Street, Franklin, TX , 77856",07:00 AM-07:00 PM,,ho22043605,false,true,,,,poll16878898
Robertson County,ocd-division/country:us/state:tx/county:robertson,http://www.co.robertson.tx.us/default.aspx?Robertson_County/Elections,(979) 828-5726,elections.dept@co.robertson.tx.us,,,309 N Market Street,,Hearne,TX,77859,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,2509,"309 N Market Street, Hearne, TX , 77859",08:00 AM-05:00 PM,,ho30225939,false,true,,,,poll56900640
