county,officer,email,blank,phone,fax,address_one,address_two,city,state,zip,times,start_date,end_date,time_zone,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
LABETTE,Peggy Minor,pminor@labettecounty.com,,6207952138,6207952928,501 Merchant St #9,,Oswego,KS,67356,8:00-5:00,11/7/2016,11/7/2016,central,286,"501 Merchant St #9, Oswego, KS 67356",,8:00 AM-5:00 PM,,ho87186618,false,True,,,,poll0286
LANE,Stephanie M. Benzel,LE_county_clerk@wan.kdor.state.ks.us,,6203975356,6203975419,144 S Lane St,,Dighton,KS,67839,8:00-5:00,10/11/2016,10/14/2016,central,287,"144 S Lane St, Dighton, KS 67839",,8:00 AM-5:00 PM,,ho25637587,false,True,,,,poll0287
LANE,Stephanie M. Benzel,LE_county_clerk@wan.kdor.state.ks.us,,6203975356,6203975419,144 S Lane St,,Dighton,KS,67839,8:00-5:00,10/17/2016,10/21/2016,central,288,"144 S Lane St, Dighton, KS 67839",,8:00 AM-5:00 PM,,ho25637587,false,True,,,,poll0288
LANE,Stephanie M. Benzel,LE_county_clerk@wan.kdor.state.ks.us,,6203975356,6203975419,144 S Lane St,,Dighton,KS,67839,8:00-5:00,10/24/2016,10/28/2016,central,289,"144 S Lane St, Dighton, KS 67839",,8:00 AM-5:00 PM,,ho25637587,false,True,,,,poll0289
LANE,Stephanie M. Benzel,LE_county_clerk@wan.kdor.state.ks.us,,6203975356,6203975419,144 S Lane St,,Dighton,KS,67839,8:00-5:00,10/31/2016,11/4/2016,central,290,"144 S Lane St, Dighton, KS 67839",,8:00 AM-5:00 PM,,ho25637587,false,True,,,,poll0290
LANE,Stephanie M. Benzel,LE_county_clerk@wan.kdor.state.ks.us,,6203975356,6203975419,144 S Lane St,,Dighton,KS,67839,8:00-5:00,11/7/2016,11/7/2016,central,291,"144 S Lane St, Dighton, KS 67839",,8:00 AM-5:00 PM,,ho25637587,false,True,,,,poll0291
LEAVENWORTH,Janet Klasinski,jklasinski@leavenworthcounty.org,,9136840422,9136801489,300 Walnut,,Leavenworth,KS,66048,8:00-5:00,10/11/2016,10/14/2016,central,292,"300 Walnut, Leavenworth, KS 66048",,8:00 AM-5:00 PM,,ho99781800,false,True,,,,poll0292
LEAVENWORTH,Janet Klasinski,jklasinski@leavenworthcounty.org,,9136840422,9136801489,300 Walnut,,Leavenworth,KS,66048,8:00-5:00,10/17/2016,10/21/2016,central,293,"300 Walnut, Leavenworth, KS 66048",,8:00 AM-5:00 PM,,ho99781800,false,True,,,,poll0293
LEAVENWORTH,Janet Klasinski,jklasinski@leavenworthcounty.org,,9136840422,9136801489,300 Walnut,,Leavenworth,KS,66048,8:00-5:00,10/24/2016,10/28/2016,central,294,"300 Walnut, Leavenworth, KS 66048",,8:00 AM-5:00 PM,,ho99781800,false,True,,,,poll0294
LEAVENWORTH,Janet Klasinski,jklasinski@leavenworthcounty.org,,9136840422,9136801489,300 Walnut,,Leavenworth,KS,66048,8:00-5:00,10/31/2016,11/4/2016,central,295,"300 Walnut, Leavenworth, KS 66048",,8:00 AM-5:00 PM,,ho99781800,false,True,,,,poll0295
LEAVENWORTH,Janet Klasinski,jklasinski@leavenworthcounty.org,,9136840422,9136801489,300 Walnut,,Leavenworth,KS,66048,8:00-5:00,11/7/2016,11/7/2016,central,296,"300 Walnut, Leavenworth, KS 66048",,8:00 AM-5:00 PM,,ho99781800,false,True,,,,poll0296
LINCOLN,Dawn Harlow,lcclerk@lincolncoks.org,,7855244757,7855245008,216 E Lincoln Ave,,Lincoln,KS,67455,8:00-5:00,10/11/2016,10/14/2016,central,297,"216 E Lincoln Ave, Lincoln, KS 67455",,8:00 AM-5:00 PM,,ho10791726,false,True,,,,poll0297
LINCOLN,Dawn Harlow,lcclerk@lincolncoks.org,,7855244757,7855245008,216 E Lincoln Ave,,Lincoln,KS,67455,8:00-5:00,10/17/2016,10/21/2016,central,298,"216 E Lincoln Ave, Lincoln, KS 67455",,8:00 AM-5:00 PM,,ho10791726,false,True,,,,poll0298
LINCOLN,Dawn Harlow,lcclerk@lincolncoks.org,,7855244757,7855245008,216 E Lincoln Ave,,Lincoln,KS,67455,8:00-5:00,10/24/2016,10/28/2016,central,299,"216 E Lincoln Ave, Lincoln, KS 67455",,8:00 AM-5:00 PM,,ho10791726,false,True,,,,poll0299
LINCOLN,Dawn Harlow,lcclerk@lincolncoks.org,,7855244757,7855245008,216 E Lincoln Ave,,Lincoln,KS,67455,8:00-5:00,10/31/2016,11/4/2016,central,300,"216 E Lincoln Ave, Lincoln, KS 67455",,8:00 AM-5:00 PM,,ho10791726,false,True,,,,poll0300
LINCOLN,Dawn Harlow,lcclerk@lincolncoks.org,,7855244757,7855245008,216 E Lincoln Ave,,Lincoln,KS,67455,8:00-5:00,11/7/2016,11/7/2016,central,301,"216 E Lincoln Ave, Lincoln, KS 67455",,8:00 AM-5:00 PM,,ho10791726,false,True,,,,poll0301
LINN,David L. Lamb,dlamb@linncountyks.com,,9137952668,9137952889,315 Main St,,Mound City,KS,66056,8:00-4:00,10/11/2016,10/14/2016,central,302,"315 Main St, Mound City, KS 66056",,8:00 AM-4:00 PM,,ho53208996,false,True,,,,poll0302
LINN,David L. Lamb,dlamb@linncountyks.com,,9137952668,9137952889,315 Main St,,Mound City,KS,66056,8:00-4:00,10/17/2016,10/21/2016,central,303,"315 Main St, Mound City, KS 66056",,8:00 AM-4:00 PM,,ho53208996,false,True,,,,poll0303
LINN,David L. Lamb,dlamb@linncountyks.com,,9137952668,9137952889,315 Main St,,Mound City,KS,66056,8:00-4:00,10/24/2016,10/28/2016,central,304,"315 Main St, Mound City, KS 66056",,8:00 AM-4:00 PM,,ho53208996,false,True,,,,poll0304
LINN,David L. Lamb,dlamb@linncountyks.com,,9137952668,9137952889,315 Main St,,Mound City,KS,66056,8:00-4:00,10/31/2016,11/4/2016,central,305,"315 Main St, Mound City, KS 66056",,8:00 AM-4:00 PM,,ho53208996,false,True,,,,poll0305
LINN,David L. Lamb,dlamb@linncountyks.com,,9137952668,9137952889,315 Main St,,Mound City,KS,66056,8:00-4:00,11/7/2016,11/7/2016,central,306,"315 Main St, Mound City, KS 66056",,8:00 AM-4:00 PM,,ho53208996,false,True,,,,poll0306
LOGAN,Crystal Rucker,LG_County_Clerk@wan.kdor.state.ks.us,,7856714244,7856713341,710 W 2nd,,Oakley,KS,67748,8:00-5:00,10/11/2016,10/14/2016,central,307,"710 W 2nd, Oakley, KS 67748",,8:00 AM-5:00 PM,,ho35937091,false,True,,,,poll0307
LOGAN,Crystal Rucker,LG_County_Clerk@wan.kdor.state.ks.us,,7856714244,7856713341,710 W 2nd,,Oakley,KS,67748,8:00-5:00,10/17/2016,10/21/2016,central,308,"710 W 2nd, Oakley, KS 67748",,8:00 AM-5:00 PM,,ho35937091,false,True,,,,poll0308
LOGAN,Crystal Rucker,LG_County_Clerk@wan.kdor.state.ks.us,,7856714244,7856713341,710 W 2nd,,Oakley,KS,67748,8:00-5:00,10/24/2016,10/28/2016,central,309,"710 W 2nd, Oakley, KS 67748",,8:00 AM-5:00 PM,,ho35937091,false,True,,,,poll0309
LOGAN,Crystal Rucker,LG_County_Clerk@wan.kdor.state.ks.us,,7856714244,7856713341,710 W 2nd,,Oakley,KS,67748,8:00-5:00,10/31/2016,11/4/2016,central,310,"710 W 2nd, Oakley, KS 67748",,8:00 AM-5:00 PM,,ho35937091,false,True,,,,poll0310
LOGAN,Crystal Rucker,LG_County_Clerk@wan.kdor.state.ks.us,,7856714244,7856713341,710 W 2nd,,Oakley,KS,67748,8:00-5:00,11/7/2016,11/7/2016,central,311,"710 W 2nd, Oakley, KS 67748",,8:00 AM-5:00 PM,,ho35937091,false,True,,,,poll0311
LYON,Tammy Vopat,lyclerk@lyoncounty.org,,6203413245,6203413415,430 Commercial,,Emporia,KS,66801,8:00-5:00,10/11/2016,10/14/2016,central,312,"430 Commercial, Emporia, KS 66801",,8:00 AM-5:00 PM,,ho91932231,false,True,,,,poll0312
LYON,Tammy Vopat,lyclerk@lyoncounty.org,,6203413245,6203413415,430 Commercial,,Emporia,KS,66801,8:00-5:00,10/17/2016,10/21/2016,central,313,"430 Commercial, Emporia, KS 66801",,8:00 AM-5:00 PM,,ho91932231,false,True,,,,poll0313
LYON,Tammy Vopat,lyclerk@lyoncounty.org,,6203413245,6203413415,430 Commercial,,Emporia,KS,66801,8:00-5:00,10/24/2016,10/28/2016,central,314,"430 Commercial, Emporia, KS 66801",,8:00 AM-5:00 PM,,ho91932231,false,True,,,,poll0314
LYON,Tammy Vopat,lyclerk@lyoncounty.org,,6203413245,6203413415,430 Commercial,,Emporia,KS,66801,8:00-5:00,10/31/2016,11/4/2016,central,315,"430 Commercial, Emporia, KS 66801",,8:00 AM-5:00 PM,,ho91932231,false,True,,,,poll0315
LYON,Tammy Vopat,lyclerk@lyoncounty.org,,6203413245,6203413415,430 Commercial,,Emporia,KS,66801,8:00-5:00,11/7/2016,11/7/2016,central,316,"430 Commercial, Emporia, KS 66801",,8:00 AM-5:00 PM,,ho91932231,false,True,,,,poll0316
MCPHERSON,Cathy Schmidt,cschmidt@mcphersoncountyks.us,,6202413656,6202411168,117 N. Maple,,McPherson,KS,67460,8:00-5:00,10/11/2016,10/14/2016,central,317,"117 N. Maple, McPherson, KS 67460",,8:00 AM-5:00 PM,,ho93723938,false,True,,,,poll0317
MCPHERSON,Cathy Schmidt,cschmidt@mcphersoncountyks.us,,6202413656,6202411168,117 N. Maple,,McPherson,KS,67460,8:00-5:00,10/17/2016,10/21/2016,central,318,"117 N. Maple, McPherson, KS 67460",,8:00 AM-5:00 PM,,ho93723938,false,True,,,,poll0318
MCPHERSON,Cathy Schmidt,cschmidt@mcphersoncountyks.us,,6202413656,6202411168,117 N. Maple,,McPherson,KS,67460,8:00-5:00,10/24/2016,10/28/2016,central,319,"117 N. Maple, McPherson, KS 67460",,8:00 AM-5:00 PM,,ho93723938,false,True,,,,poll0319
MCPHERSON,Cathy Schmidt,cschmidt@mcphersoncountyks.us,,6202413656,6202411168,117 N. Maple,,McPherson,KS,67460,8:00-5:00,10/31/2016,11/4/2016,central,320,"117 N. Maple, McPherson, KS 67460",,8:00 AM-5:00 PM,,ho93723938,false,True,,,,poll0320
MCPHERSON,Cathy Schmidt,cschmidt@mcphersoncountyks.us,,6202413656,6202411168,117 N. Maple,,McPherson,KS,67460,8:00-5:00,11/7/2016,11/7/2016,central,321,"117 N. Maple, McPherson, KS 67460",,8:00 AM-5:00 PM,,ho93723938,false,True,,,,poll0321
MARION,Tina Spencer,tspencer@marioncoks.net,,6203822185,6203828815,Marion County Courthouse,"200 South Third, Suite 104",Marion,KS,66861,8:30-5:00,10/11/2016,10/14/2016,central,322,"Marion County Courthouse 200 South Third, Suite 104, Marion, KS 66861",,8:30 AM-5:00 PM,,ho14727303,false,True,,,,poll0322
MARION,Tina Spencer,tspencer@marioncoks.net,,6203822185,6203828815,Marion County Courthouse,"200 South Third, Suite 104",Marion,KS,66861,8:30-5:00,10/17/2016,10/21/2016,central,323,"Marion County Courthouse 200 South Third, Suite 104, Marion, KS 66861",,8:30 AM-5:00 PM,,ho14727303,false,True,,,,poll0323
MARION,Tina Spencer,tspencer@marioncoks.net,,6203822185,6203828815,Marion County Courthouse,"200 South Third, Suite 104",Marion,KS,66861,8:30-5:00,10/24/2016,10/28/2016,central,324,"Marion County Courthouse 200 South Third, Suite 104, Marion, KS 66861",,8:30 AM-5:00 PM,,ho14727303,false,True,,,,poll0324
MARION,Tina Spencer,tspencer@marioncoks.net,,6203822185,6203828815,Marion County Courthouse,"200 South Third, Suite 104",Marion,KS,66861,8:30-5:00,10/31/2016,11/4/2016,central,325,"Marion County Courthouse 200 South Third, Suite 104, Marion, KS 66861",,8:30 AM-5:00 PM,,ho14727303,false,True,,,,poll0325
MARION,Tina Spencer,tspencer@marioncoks.net,,6203822185,6203828815,Marion County Courthouse,"200 South Third, Suite 104",Marion,KS,66861,8:30-5:00,11/7/2016,11/7/2016,central,326,"Marion County Courthouse 200 South Third, Suite 104, Marion, KS 66861",,8:30 AM-5:00 PM,,ho14727303,false,True,,,,poll0326
MARSHALL,Sonya L. Stohs,msctyclk@bluevalley.net,,7855625361,7855625262,1201 Broadway,,Marysville,KS,66508,8:30-5:00,10/11/2016,10/14/2016,central,327,"1201 Broadway, Marysville, KS 66508",,8:30 AM-5:00 PM,,ho43927063,false,True,,,,poll0327
MARSHALL,Sonya L. Stohs,msctyclk@bluevalley.net,,7855625361,7855625262,1201 Broadway,,Marysville,KS,66508,8:30-5:00,10/17/2016,10/21/2016,central,328,"1201 Broadway, Marysville, KS 66508",,8:30 AM-5:00 PM,,ho43927063,false,True,,,,poll0328
MARSHALL,Sonya L. Stohs,msctyclk@bluevalley.net,,7855625361,7855625262,1201 Broadway,,Marysville,KS,66508,8:30-5:00,10/24/2016,10/28/2016,central,329,"1201 Broadway, Marysville, KS 66508",,8:30 AM-5:00 PM,,ho43927063,false,True,,,,poll0329
MARSHALL,Sonya L. Stohs,msctyclk@bluevalley.net,,7855625361,7855625262,1201 Broadway,,Marysville,KS,66508,8:30-5:00,10/31/2016,11/4/2016,central,330,"1201 Broadway, Marysville, KS 66508",,8:30 AM-5:00 PM,,ho43927063,false,True,,,,poll0330
MARSHALL,Sonya L. Stohs,msctyclk@bluevalley.net,,7855625361,7855625262,1201 Broadway,,Marysville,KS,66508,8:30-5:00,11/7/2016,11/7/2016,central,331,"1201 Broadway, Marysville, KS 66508",,8:30 AM-5:00 PM,,ho43927063,false,True,,,,poll0331
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,Meade,KS,67864,8:00-12:00,10/11/2016,10/14/2016,central,332,"200 N Fowler St, Meade, KS 67864",,8:00 AM-12:00 PM,,ho19823926,false,True,,,,poll0332
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,Meade,KS,67864,1:00-5:00,10/11/2016,10/14/2016,central,333,"200 N Fowler St, Meade, KS 67864",,1:00 AM-5:00 PM,,ho19823926,false,True,,,,poll0333
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,Meade,KS,67864,8:00-12:00,10/17/2016,10/21/2016,central,334,"200 N Fowler St, Meade, KS 67864",,8:00 AM-12:00 PM,,ho19823926,false,True,,,,poll0334
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,Meade,KS,67864,1:00-5:00,10/17/2016,10/21/2016,central,335,"200 N Fowler St, Meade, KS 67864",,1:00 AM-5:00 PM,,ho19823926,false,True,,,,poll0335
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,Meade,KS,67864,8:00-12:00,10/24/2016,10/28/2016,central,336,"200 N Fowler St, Meade, KS 67864",,8:00 AM-12:00 PM,,ho19823926,false,True,,,,poll0336
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,Meade,KS,67864,1:00-5:00,10/24/2016,10/28/2016,central,337,"200 N Fowler St, Meade, KS 67864",,1:00 AM-5:00 PM,,ho19823926,false,True,,,,poll0337
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,Meade,KS,67864,8:00-12:00,10/31/2016,11/4/2016,central,338,"200 N Fowler St, Meade, KS 67864",,8:00 AM-12:00 PM,,ho19823926,false,True,,,,poll0338
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,Meade,KS,67864,1:00-5:00,10/31/2016,11/4/2016,central,339,"200 N Fowler St, Meade, KS 67864",,1:00 AM-5:00 PM,,ho19823926,false,True,,,,poll0339
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,Meade,KS,67864,8:00-12:00,11/7/2016,11/7/2016,central,340,"200 N Fowler St, Meade, KS 67864",,8:00 AM-12:00 PM,,ho19823926,false,True,,,,poll0340
MEADE,Janet Hale,jhale@meadeco.org,,6208738700,6208738713,200 N Fowler St,,Meade,KS,67864,1:00-5:00,11/7/2016,11/7/2016,central,341,"200 N Fowler St, Meade, KS 67864",,1:00 AM-5:00 PM,,ho19823926,false,True,,,,poll0341
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,Paola,KS,66071,8:00-4:30,10/11/2016,10/14/2016,central,342,"201 S. Pearl Suite 102, Paola, KS 66071",,8:00 AM-4:30 PM,,ho35035398,false,True,,,,poll0342
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,Paola,KS,66071,8:00-4:30,10/17/2016,10/21/2016,central,343,"201 S. Pearl Suite 102, Paola, KS 66071",,8:00 AM-4:30 PM,,ho35035398,false,True,,,,poll0343
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,Paola,KS,66071,8:00-4:30,10/24/2016,10/28/2016,central,344,"201 S. Pearl Suite 102, Paola, KS 66071",,8:00 AM-4:30 PM,,ho35035398,false,True,,,,poll0344
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,Paola,KS,66071,8:00-4:30,10/31/2016,11/4/2016,central,345,"201 S. Pearl Suite 102, Paola, KS 66071",,8:00 AM-4:30 PM,,ho35035398,false,True,,,,poll0345
MIAMI,Janet White,countyclerk@miamicountyks.org,,9132943976,9132949544,201 S. Pearl,Suite 102,Paola,KS,66071,8:00-4:30,11/7/2016,11/7/2016,central,346,"201 S. Pearl Suite 102, Paola, KS 66071",,8:00 AM-4:30 PM,,ho35035398,false,True,,,,poll0346
MITCHELL,Chris Treaster,mitchell_co@nckcn.com,,7857383652,7857385524,111 S Hersey,,Beloit,KS,67420,8:30-5:00,10/11/2016,10/14/2016,central,347,"111 S Hersey, Beloit, KS 67420",,8:30 AM-5:00 PM,,ho39808350,false,True,,,,poll0347
MITCHELL,Chris Treaster,mitchell_co@nckcn.com,,7857383652,7857385524,111 S Hersey,,Beloit,KS,67420,8:30-5:00,10/17/2016,10/21/2016,central,348,"111 S Hersey, Beloit, KS 67420",,8:30 AM-5:00 PM,,ho39808350,false,True,,,,poll0348
MITCHELL,Chris Treaster,mitchell_co@nckcn.com,,7857383652,7857385524,111 S Hersey,,Beloit,KS,67420,8:30-5:00,10/24/2016,10/28/2016,central,349,"111 S Hersey, Beloit, KS 67420",,8:30 AM-5:00 PM,,ho39808350,false,True,,,,poll0349
MITCHELL,Chris Treaster,mitchell_co@nckcn.com,,7857383652,7857385524,111 S Hersey,,Beloit,KS,67420,8:30-5:00,10/31/2016,11/4/2016,central,350,"111 S Hersey, Beloit, KS 67420",,8:30 AM-5:00 PM,,ho39808350,false,True,,,,poll0350
MITCHELL,Chris Treaster,mitchell_co@nckcn.com,,7857383652,7857385524,111 S Hersey,,Beloit,KS,67420,8:30-5:00,11/7/2016,11/7/2016,central,351,"111 S Hersey, Beloit, KS 67420",,8:30 AM-5:00 PM,,ho39808350,false,True,,,,poll0351
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,Independence,KS,67301,8:30-12:00,10/11/2016,10/14/2016,central,352,"217 E Myrtle St, Independence, KS 67301",,8:30 AM-12:00 PM,,ho606214,false,True,,,,poll0352
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,Independence,KS,67301,1:00-5:00,10/11/2016,10/14/2016,central,353,"217 E Myrtle St, Independence, KS 67301",,1:00 AM-5:00 PM,,ho606214,false,True,,,,poll0353
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,Independence,KS,67301,8:30-12:00,10/17/2016,10/21/2016,central,354,"217 E Myrtle St, Independence, KS 67301",,8:30 AM-12:00 PM,,ho606214,false,True,,,,poll0354
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,Independence,KS,67301,1:00-5:00,10/17/2016,10/21/2016,central,355,"217 E Myrtle St, Independence, KS 67301",,1:00 AM-5:00 PM,,ho606214,false,True,,,,poll0355
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,Independence,KS,67301,8:30-12:00,10/24/2016,10/28/2016,central,356,"217 E Myrtle St, Independence, KS 67301",,8:30 AM-12:00 PM,,ho606214,false,True,,,,poll0356
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,Independence,KS,67301,1:00-5:00,10/24/2016,10/28/2016,central,357,"217 E Myrtle St, Independence, KS 67301",,1:00 AM-5:00 PM,,ho606214,false,True,,,,poll0357
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,Independence,KS,67301,8:30-12:00,10/31/2016,11/4/2016,central,358,"217 E Myrtle St, Independence, KS 67301",,8:30 AM-12:00 PM,,ho606214,false,True,,,,poll0358
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,Independence,KS,67301,1:00-5:00,10/31/2016,11/4/2016,central,359,"217 E Myrtle St, Independence, KS 67301",,1:00 AM-5:00 PM,,ho606214,false,True,,,,poll0359
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,Independence,KS,67301,8:30-12:00,11/7/2016,11/7/2016,central,360,"217 E Myrtle St, Independence, KS 67301",,8:30 AM-12:00 PM,,ho606214,false,True,,,,poll0360
MONTGOMERY,Charlotte A. Scott-Schmidt,cassschmidt@mgcountyks.org,,6203301200,6203301202,217 E Myrtle St,,Independence,KS,67301,1:00-5:00,11/7/2016,11/7/2016,central,361,"217 E Myrtle St, Independence, KS 67301",,1:00 AM-5:00 PM,,ho606214,false,True,,,,poll0361
MORRIS,Michelle Garrett,morris@cgtelco.net,,6207675518,6207676861,501 West Main,,Council Grove,KS,66846,8:00-5:00,10/11/2016,10/14/2016,central,362,"501 West Main, Council Grove, KS 66846",,8:00 AM-5:00 PM,,ho29403476,false,True,,,,poll0362
MORRIS,Michelle Garrett,morris@cgtelco.net,,6207675518,6207676861,501 West Main,,Council Grove,KS,66846,8:00-5:00,10/17/2016,10/21/2016,central,363,"501 West Main, Council Grove, KS 66846",,8:00 AM-5:00 PM,,ho29403476,false,True,,,,poll0363
MORRIS,Michelle Garrett,morris@cgtelco.net,,6207675518,6207676861,501 West Main,,Council Grove,KS,66846,8:00-5:00,10/24/2016,10/28/2016,central,364,"501 West Main, Council Grove, KS 66846",,8:00 AM-5:00 PM,,ho29403476,false,True,,,,poll0364
MORRIS,Michelle Garrett,morris@cgtelco.net,,6207675518,6207676861,501 West Main,,Council Grove,KS,66846,8:00-5:00,10/31/2016,11/4/2016,central,365,"501 West Main, Council Grove, KS 66846",,8:00 AM-5:00 PM,,ho29403476,false,True,,,,poll0365
MORRIS,Michelle Garrett,morris@cgtelco.net,,6207675518,6207676861,501 West Main,,Council Grove,KS,66846,8:00-5:00,11/7/2016,11/7/2016,central,366,"501 West Main, Council Grove, KS 66846",,8:00 AM-5:00 PM,,ho29403476,false,True,,,,poll0366
MORTON,Gina Castillo,mortoncountyclerk@elkhart.com,,6206972157,6206972159,1025 Morton St,,Elkhart,KS,67950,9:00-5:00,10/11/2016,10/14/2016,central,367,"1025 Morton St, Elkhart, KS 67950",,9:00 AM-5:00 PM,,ho10227693,false,True,,,,poll0367
MORTON,Gina Castillo,mortoncountyclerk@elkhart.com,,6206972157,6206972159,1025 Morton St,,Elkhart,KS,67950,9:00-5:00,10/17/2016,10/21/2016,central,368,"1025 Morton St, Elkhart, KS 67950",,9:00 AM-5:00 PM,,ho10227693,false,True,,,,poll0368
MORTON,Gina Castillo,mortoncountyclerk@elkhart.com,,6206972157,6206972159,1025 Morton St,,Elkhart,KS,67950,9:00-5:00,10/24/2016,10/28/2016,central,369,"1025 Morton St, Elkhart, KS 67950",,9:00 AM-5:00 PM,,ho10227693,false,True,,,,poll0369
MORTON,Gina Castillo,mortoncountyclerk@elkhart.com,,6206972157,6206972159,1025 Morton St,,Elkhart,KS,67950,9:00-5:00,10/31/2016,11/4/2016,central,370,"1025 Morton St, Elkhart, KS 67950",,9:00 AM-5:00 PM,,ho10227693,false,True,,,,poll0370
MORTON,Gina Castillo,mortoncountyclerk@elkhart.com,,6206972157,6206972159,1025 Morton St,,Elkhart,KS,67950,9:00-5:00,11/7/2016,11/7/2016,central,371,"1025 Morton St, Elkhart, KS 67950",,9:00 AM-5:00 PM,,ho10227693,false,True,,,,poll0371
NEMAHA,Mary Kay Schultejans,nmclerk@carsoncomm.com,,7853362170,7853363373,607 Nemaha,,Seneca,KS,66538,8:00-4:30,10/11/2016,10/14/2016,central,372,"607 Nemaha, Seneca, KS 66538",,8:00 AM-4:30 PM,,ho13473456,false,True,,,,poll0372
NEMAHA,Mary Kay Schultejans,nmclerk@carsoncomm.com,,7853362170,7853363373,607 Nemaha,,Seneca,KS,66538,8:00-4:30,10/17/2016,10/21/2016,central,373,"607 Nemaha, Seneca, KS 66538",,8:00 AM-4:30 PM,,ho13473456,false,True,,,,poll0373
NEMAHA,Mary Kay Schultejans,nmclerk@carsoncomm.com,,7853362170,7853363373,607 Nemaha,,Seneca,KS,66538,8:00-4:30,10/24/2016,10/28/2016,central,374,"607 Nemaha, Seneca, KS 66538",,8:00 AM-4:30 PM,,ho13473456,false,True,,,,poll0374
NEMAHA,Mary Kay Schultejans,nmclerk@carsoncomm.com,,7853362170,7853363373,607 Nemaha,,Seneca,KS,66538,8:00-4:30,10/31/2016,11/4/2016,central,375,"607 Nemaha, Seneca, KS 66538",,8:00 AM-4:30 PM,,ho13473456,false,True,,,,poll0375
NEMAHA,Mary Kay Schultejans,nmclerk@carsoncomm.com,,7853362170,7853363373,607 Nemaha,,Seneca,KS,66538,8:00-4:30,11/7/2016,11/7/2016,central,376,"607 Nemaha, Seneca, KS 66538",,8:00 AM-4:30 PM,,ho13473456,false,True,,,,poll0376
NEOSHO,Randal E. Neely,NO_county_clerk@wan.kdor.state.ks.us,,6202443811,6202443810,100 S Main St.,,Erie,KS,66733,8:00-4:30,10/11/2016,10/14/2016,central,377,"100 S Main St., Erie, KS 66733",,8:00 AM-4:30 PM,,ho10592309,false,True,,,,poll0377
NEOSHO,Randal E. Neely,NO_county_clerk@wan.kdor.state.ks.us,,6202443811,6202443810,100 S Main St.,,Erie,KS,66733,8:00-4:30,10/17/2016,10/21/2016,central,378,"100 S Main St., Erie, KS 66733",,8:00 AM-4:30 PM,,ho10592309,false,True,,,,poll0378
NEOSHO,Randal E. Neely,NO_county_clerk@wan.kdor.state.ks.us,,6202443811,6202443810,100 S Main St.,,Erie,KS,66733,8:00-4:30,10/24/2016,10/28/2016,central,379,"100 S Main St., Erie, KS 66733",,8:00 AM-4:30 PM,,ho10592309,false,True,,,,poll0379
NEOSHO,Randal E. Neely,NO_county_clerk@wan.kdor.state.ks.us,,6202443811,6202443810,100 S Main St.,,Erie,KS,66733,8:00-4:30,10/31/2016,11/4/2016,central,380,"100 S Main St., Erie, KS 66733",,8:00 AM-4:30 PM,,ho10592309,false,True,,,,poll0380
