spr,title,ocd_division,description,homepage,phone,email,name,adr_1,adr_2,dirs,city,state,zip,start_time,end_time,start_date,end_date,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jess Odom Community Center, 1100 Edgewood Dr,,, Maumelle ,AR,72113,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,391,"1100 Edgewood Dr,  Maumelle , AR 72113",,10:00 AM - 04:00 PM,,ho27721642,false,true,,,,poll69937095
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jess Odom Community Center, 1100 Edgewood Dr,,, Maumelle ,AR,72113,10:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,392,"1100 Edgewood Dr,  Maumelle , AR 72113",,10:00 AM - 06:00 PM,,ho27721642,false,true,,,,poll69937095
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jess Odom Community Center, 1100 Edgewood Dr,,, Maumelle ,AR,72113,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,393,"1100 Edgewood Dr,  Maumelle , AR 72113",,10:00 AM - 04:00 PM,,ho27721642,false,true,,,,poll69937095
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jack Evans Senior Citizen Center, 2301 Thornhill Dr,,,Sherwood ,AR,72120,10:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,,394,"2301 Thornhill Dr, Sherwood , AR 72120",,10:00 AM - 06:00 PM,,ho38136722,false,true,,,,poll39677425
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jack Evans Senior Citizen Center, 2301 Thornhill Dr,,,Sherwood ,AR,72120,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,395,"2301 Thornhill Dr, Sherwood , AR 72120",,10:00 AM - 04:00 PM,,ho38136722,false,true,,,,poll39677425
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jack Evans Senior Citizen Center, 2301 Thornhill Dr,,,Sherwood ,AR,72120,10:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,396,"2301 Thornhill Dr, Sherwood , AR 72120",,10:00 AM - 06:00 PM,,ho38136722,false,true,,,,poll39677425
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jack Evans Senior Citizen Center, 2301 Thornhill Dr,,,Sherwood ,AR,72120,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,397,"2301 Thornhill Dr, Sherwood , AR 72120",,10:00 AM - 04:00 PM,,ho38136722,false,true,,,,poll39677425
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,,511 W Church St,,,Pocahontas,AR,72455,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"No, Early Voting does not take place directly in the county clerk's office. It will take place at First Baptist Church between the hours of 8:00 a.m. and 6:00 p.m., Monday through Friday, and 10:00 a.m. - 04:00 p.m. on Saturday. Early Voting ends at 5:00 p.m. on the Monday prior to the election.",398,"511 W Church St, Pocahontas, AR 72455",,08:00 AM - 06:00 PM,,ho46002914,false,true,,,,poll94525702
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,,511 W Church St,,,Pocahontas,AR,72455,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,"No, Early Voting does not take place directly in the county clerk's office. It will take place at First Baptist Church between the hours of 8:00 a.m. and 6:00 p.m., Monday through Friday, and 10:00 a.m. - 04:00 p.m. on Saturday. Early Voting ends at 5:00 p.m. on the Monday prior to the election.",399,"511 W Church St, Pocahontas, AR 72455",,10:00 AM - 04:00 PM,,ho46002914,false,true,,,,poll94525702
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,,511 W Church St,,,Pocahontas,AR,72455,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,"No, Early Voting does not take place directly in the county clerk's office. It will take place at First Baptist Church between the hours of 8:00 a.m. and 6:00 p.m., Monday through Friday, and 10:00 a.m. - 04:00 p.m. on Saturday. Early Voting ends at 5:00 p.m. on the Monday prior to the election.",400,"511 W Church St, Pocahontas, AR 72455",,08:00 AM - 06:00 PM,,ho46002914,false,true,,,,poll94525702
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,,511 W Church St,,,Pocahontas,AR,72455,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,"No, Early Voting does not take place directly in the county clerk's office. It will take place at First Baptist Church between the hours of 8:00 a.m. and 6:00 p.m., Monday through Friday, and 10:00 a.m. - 04:00 p.m. on Saturday. Early Voting ends at 5:00 p.m. on the Monday prior to the election.",401,"511 W Church St, Pocahontas, AR 72455",,10:00 AM - 04:00 PM,,ho46002914,false,true,,,,poll94525702
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,,511 W Church St,,,Pocahontas,AR,72455,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,"No, Early Voting does not take place directly in the county clerk's office. It will take place at First Baptist Church between the hours of 8:00 a.m. and 6:00 p.m., Monday through Friday, and 10:00 a.m. - 04:00 p.m. on Saturday. Early Voting ends at 5:00 p.m. on the Monday prior to the election.",402,"511 W Church St, Pocahontas, AR 72455",,08:00 AM - 05:00 PM,,ho46002914,false,true,,,,poll94525702
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Benton Early Voting Center,221 North Main,,,Benton,AR,72015,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,,403,"221 North Main, Benton, AR 72015",,08:00 AM - 06:00 PM,,ho42612220,false,true,,,,poll52814874
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Benton Early Voting Center,221 North Main,,,Benton,AR,72015,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,404,"221 North Main, Benton, AR 72015",,10:00 AM - 04:00 PM,,ho42612220,false,true,,,,poll52814874
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Benton Early Voting Center,221 North Main,,,Benton,AR,72015,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,405,"221 North Main, Benton, AR 72015",,08:00 AM - 06:00 PM,,ho42612220,false,true,,,,poll52814874
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Benton Early Voting Center,221 North Main,,,Benton,AR,72015,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,406,"221 North Main, Benton, AR 72015",,10:00 AM - 04:00 PM,,ho42612220,false,true,,,,poll52814874
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Benton Early Voting Center,221 North Main,,,Benton,AR,72015,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,407,"221 North Main, Benton, AR 72015",,08:00 AM - 05:00 PM,,ho42612220,false,true,,,,poll52814874
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Grace Church,4200 Hwy 5 North,,,Bryant,AR,72022,10:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,,408,"4200 Hwy 5 North, Bryant, AR 72022",,10:00 AM - 06:00 PM,,ho38525273,false,true,,,,poll41684952
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Grace Church,4200 Hwy 5 North,,,Bryant,AR,72022,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,409,"4200 Hwy 5 North, Bryant, AR 72022",,10:00 AM - 04:00 PM,,ho38525273,false,true,,,,poll41684952
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Grace Church,4200 Hwy 5 North,,,Bryant,AR,72022,10:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,410,"4200 Hwy 5 North, Bryant, AR 72022",,10:00 AM - 06:00 PM,,ho38525273,false,true,,,,poll41684952
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Grace Church,4200 Hwy 5 North,,,Bryant,AR,72022,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,411,"4200 Hwy 5 North, Bryant, AR 72022",,10:00 AM - 04:00 PM,,ho38525273,false,true,,,,poll41684952
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Bank of the Ozarks,24705 Hwy 5,,,Lonsdale,AR,72087,10:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,,412,"24705 Hwy 5, Lonsdale, AR 72087",,10:00 AM - 06:00 PM,,ho44100486,false,true,,,,poll25800490
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Bank of the Ozarks,24705 Hwy 5,,,Lonsdale,AR,72087,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,413,"24705 Hwy 5, Lonsdale, AR 72087",,10:00 AM - 04:00 PM,,ho44100486,false,true,,,,poll25800490
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Bank of the Ozarks,24705 Hwy 5,,,Lonsdale,AR,72087,10:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,414,"24705 Hwy 5, Lonsdale, AR 72087",,10:00 AM - 06:00 PM,,ho44100486,false,true,,,,poll25800490
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,Bank of the Ozarks,24705 Hwy 5,,,Lonsdale,AR,72087,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,415,"24705 Hwy 5, Lonsdale, AR 72087",,10:00 AM - 04:00 PM,,ho44100486,false,true,,,,poll25800490
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,East Union Baptist Church,20422 North Springlake Road,,,Helsey,AR,72065,10:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,,416,"20422 North Springlake Road, Helsey, AR 72065",,10:00 AM - 06:00 PM,,ho26118243,false,true,,,,poll70592049
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,East Union Baptist Church,20422 North Springlake Road,,,Helsey,AR,72065,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,417,"20422 North Springlake Road, Helsey, AR 72065",,10:00 AM - 04:00 PM,,ho26118243,false,true,,,,poll70592049
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,East Union Baptist Church,20422 North Springlake Road,,,Helsey,AR,72065,10:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,418,"20422 North Springlake Road, Helsey, AR 72065",,10:00 AM - 06:00 PM,,ho26118243,false,true,,,,poll70592049
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,East Union Baptist Church,20422 North Springlake Road,,,Helsey,AR,72065,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,419,"20422 North Springlake Road, Helsey, AR 72065",,10:00 AM - 04:00 PM,,ho26118243,false,true,,,,poll70592049
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,FORT SMITH COURTHOUSE,30 S 6th St,#10308,,Fort Smith,AR,72901,10:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,,420,"30 S 6th St, #10308, Fort Smith, AR 72901",,10:00 AM - 06:00 PM,,ho70119077,false,true,,,,poll7855777
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,FORT SMITH COURTHOUSE,30 S 6th St,#10308,,Fort Smith,AR,72901,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,421,"30 S 6th St, #10308, Fort Smith, AR 72901",,10:00 AM - 04:00 PM,,ho70119077,false,true,,,,poll7855777
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,FORT SMITH COURTHOUSE,30 S 6th St,#10308,,Fort Smith,AR,72901,10:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,422,"30 S 6th St, #10308, Fort Smith, AR 72901",,10:00 AM - 06:00 PM,,ho70119077,false,true,,,,poll7855777
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,FORT SMITH COURTHOUSE,30 S 6th St,#10308,,Fort Smith,AR,72901,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,423,"30 S 6th St, #10308, Fort Smith, AR 72901",,10:00 AM - 04:00 PM,,ho70119077,false,true,,,,poll7855777
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,GREENWOOD COURTHOUSE,301 E Center St,,,Greenwood,AR,72936,10:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,,424,"301 E Center St, Greenwood, AR 72936",,10:00 AM - 06:00 PM,,ho51593231,false,true,,,,poll88795119
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,GREENWOOD COURTHOUSE,301 E Center St,,,Greenwood,AR,72936,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,425,"301 E Center St, Greenwood, AR 72936",,10:00 AM - 04:00 PM,,ho51593231,false,true,,,,poll88795119
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,GREENWOOD COURTHOUSE,301 E Center St,,,Greenwood,AR,72936,10:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,426,"301 E Center St, Greenwood, AR 72936",,10:00 AM - 06:00 PM,,ho51593231,false,true,,,,poll88795119
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,GREENWOOD COURTHOUSE,301 E Center St,,,Greenwood,AR,72936,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,427,"301 E Center St, Greenwood, AR 72936",,10:00 AM - 04:00 PM,,ho51593231,false,true,,,,poll88795119
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,EASTSIDE BAPTIST,2710 Massard Rd,,,Fort Smith,AR,72903,10:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,,428,"2710 Massard Rd, Fort Smith, AR 72903",,10:00 AM - 06:00 PM,,ho53740544,false,true,,,,poll63363529
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,EASTSIDE BAPTIST,2710 Massard Rd,,,Fort Smith,AR,72903,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,429,"2710 Massard Rd, Fort Smith, AR 72903",,10:00 AM - 04:00 PM,,ho53740544,false,true,,,,poll63363529
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,EASTSIDE BAPTIST,2710 Massard Rd,,,Fort Smith,AR,72903,10:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,430,"2710 Massard Rd, Fort Smith, AR 72903",,10:00 AM - 06:00 PM,,ho53740544,false,true,,,,poll63363529
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,EASTSIDE BAPTIST,2710 Massard Rd,,,Fort Smith,AR,72903,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,431,"2710 Massard Rd, Fort Smith, AR 72903",,10:00 AM - 04:00 PM,,ho53740544,false,true,,,,poll63363529
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,HARVEST TIME TABERNACLE,3100 Briarcliff,,,Fort Smith,AR,72908,10:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,,432,"3100 Briarcliff, Fort Smith, AR 72908",,10:00 AM - 06:00 PM,,ho66794638,false,true,,,,poll69882073
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,HARVEST TIME TABERNACLE,3100 Briarcliff,,,Fort Smith,AR,72908,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,433,"3100 Briarcliff, Fort Smith, AR 72908",,10:00 AM - 04:00 PM,,ho66794638,false,true,,,,poll69882073
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,HARVEST TIME TABERNACLE,3100 Briarcliff,,,Fort Smith,AR,72908,10:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,434,"3100 Briarcliff, Fort Smith, AR 72908",,10:00 AM - 06:00 PM,,ho66794638,false,true,,,,poll69882073
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,HARVEST TIME TABERNACLE,3100 Briarcliff,,,Fort Smith,AR,72908,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,435,"3100 Briarcliff, Fort Smith, AR 72908",,10:00 AM - 04:00 PM,,ho66794638,false,true,,,,poll69882073
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,CREEKMORE PARK,"3301 South ""M"" St",,,Fort Smith,AR,72901,10:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,,436,"3301 South ""M"" St, Fort Smith, AR 72901",,10:00 AM - 06:00 PM,,ho52384048,false,true,,,,poll59638482
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,CREEKMORE PARK,"3301 South ""M"" St",,,Fort Smith,AR,72901,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,437,"3301 South ""M"" St, Fort Smith, AR 72901",,10:00 AM - 04:00 PM,,ho52384048,false,true,,,,poll59638482
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,CREEKMORE PARK,"3301 South ""M"" St",,,Fort Smith,AR,72901,10:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,438,"3301 South ""M"" St, Fort Smith, AR 72901",,10:00 AM - 06:00 PM,,ho52384048,false,true,,,,poll59638482
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,CREEKMORE PARK,"3301 South ""M"" St",,,Fort Smith,AR,72901,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,439,"3301 South ""M"" St, Fort Smith, AR 72901",,10:00 AM - 04:00 PM,,ho52384048,false,true,,,,poll59638482
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,,190 West 1st St.,,,Waldron,AR,72958,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"M-F 8-6, Sat 10-4, Nov 7th 8-5 pm",440,"190 West 1st St., Waldron, AR 72958",,08:00 AM - 06:00 PM,,ho94591064,false,true,,,,poll5782240
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,,190 West 1st St.,,,Waldron,AR,72958,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,441,"190 West 1st St., Waldron, AR 72958",,10:00 AM - 04:00 PM,,ho94591064,false,true,,,,poll5782240
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,,190 West 1st St.,,,Waldron,AR,72958,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,442,"190 West 1st St., Waldron, AR 72958",,08:00 AM - 06:00 PM,,ho94591064,false,true,,,,poll5782240
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,,190 West 1st St.,,,Waldron,AR,72958,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,443,"190 West 1st St., Waldron, AR 72958",,10:00 AM - 04:00 PM,,ho94591064,false,true,,,,poll5782240
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,,190 West 1st St.,,,Waldron,AR,72958,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,444,"190 West 1st St., Waldron, AR 72958",,08:00 AM - 05:00 PM,,ho94591064,false,true,,,,poll5782240
Searcy County,County Clerk,ocd-division/country:us/state:ar/county:searcy,Searcy County AR,,(870) 448-3807,searcyclerk@arkansasclerks.com,,200 South Highway 27,,,Marshall,AR,72650,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"8-6 M-F, 10-4 S, 11/7 8-5pm",445,"200 South Highway 27, Marshall, AR 72650",,08:00 AM - 06:00 PM,,ho97171536,false,true,,,,poll80966298
Searcy County,County Clerk,ocd-division/country:us/state:ar/county:searcy,Searcy County AR,,(870) 448-3807,searcyclerk@arkansasclerks.com,,200 South Highway 27,,,Marshall,AR,72650,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,446,"200 South Highway 27, Marshall, AR 72650",,10:00 AM - 04:00 PM,,ho97171536,false,true,,,,poll80966298
Searcy County,County Clerk,ocd-division/country:us/state:ar/county:searcy,Searcy County AR,,(870) 448-3807,searcyclerk@arkansasclerks.com,,200 South Highway 27,,,Marshall,AR,72650,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,447,"200 South Highway 27, Marshall, AR 72650",,08:00 AM - 06:00 PM,,ho97171536,false,true,,,,poll80966298
Searcy County,County Clerk,ocd-division/country:us/state:ar/county:searcy,Searcy County AR,,(870) 448-3807,searcyclerk@arkansasclerks.com,,200 South Highway 27,,,Marshall,AR,72650,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,448,"200 South Highway 27, Marshall, AR 72650",,10:00 AM - 04:00 PM,,ho97171536,false,true,,,,poll80966298
Searcy County,County Clerk,ocd-division/country:us/state:ar/county:searcy,Searcy County AR,,(870) 448-3807,searcyclerk@arkansasclerks.com,,200 South Highway 27,,,Marshall,AR,72650,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,449,"200 South Highway 27, Marshall, AR 72650",,08:00 AM - 05:00 PM,,ho97171536,false,true,,,,poll80966298
Sevier County,County Clerk,ocd-division/country:us/state:ar/county:sevier,Sevier County AR,,(870) 642-2852,sevierclerk@arkansasclerks.com,,115 North 3rd St., Room 102,,De Queen,AR,71832,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,Hours are 8:00 a.m. - 6:00 p.m. Monday through Friday and 10:00 a.m. - 04:00 p.m. on Saturdays,450,"115 North 3rd St.,  Room 102, De Queen, AR 71832",,08:00 AM - 06:00 PM,,ho96482294,false,true,,,,poll20936344
Sevier County,County Clerk,ocd-division/country:us/state:ar/county:sevier,Sevier County AR,,(870) 642-2852,sevierclerk@arkansasclerks.com,,115 North 3rd St., Room 102,,De Queen,AR,71832,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,Hours are 8:00 a.m. - 6:00 p.m. Monday through Friday and 10:00 a.m. - 04:00 p.m. on Saturdays,451,"115 North 3rd St.,  Room 102, De Queen, AR 71832",,10:00 AM - 04:00 PM,,ho96482294,false,true,,,,poll20936344
Sevier County,County Clerk,ocd-division/country:us/state:ar/county:sevier,Sevier County AR,,(870) 642-2852,sevierclerk@arkansasclerks.com,,115 North 3rd St., Room 102,,De Queen,AR,71832,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,Hours are 8:00 a.m. - 6:00 p.m. Monday through Friday and 10:00 a.m. - 04:00 p.m. on Saturdays,452,"115 North 3rd St.,  Room 102, De Queen, AR 71832",,08:00 AM - 06:00 PM,,ho96482294,false,true,,,,poll20936344
Sevier County,County Clerk,ocd-division/country:us/state:ar/county:sevier,Sevier County AR,,(870) 642-2852,sevierclerk@arkansasclerks.com,,115 North 3rd St., Room 102,,De Queen,AR,71832,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,Hours are 8:00 a.m. - 6:00 p.m. Monday through Friday and 10:00 a.m. - 04:00 p.m. on Saturdays,453,"115 North 3rd St.,  Room 102, De Queen, AR 71832",,10:00 AM - 04:00 PM,,ho96482294,false,true,,,,poll20936344
Sevier County,County Clerk,ocd-division/country:us/state:ar/county:sevier,Sevier County AR,,(870) 642-2852,sevierclerk@arkansasclerks.com,,115 North 3rd St., Room 102,,De Queen,AR,71832,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,Hours are 8:00 a.m. - 6:00 p.m. Monday through Friday and 10:00 a.m. - 04:00 p.m. on Saturdays,454,"115 North 3rd St.,  Room 102, De Queen, AR 71832",,08:00 AM - 05:00 PM,,ho96482294,false,true,,,,poll20936344
Sharp County,County Clerk,ocd-division/country:us/state:ar/county:sharp,Sharp County AR,,(870) 994-7361,sharpclerk@arkansasclerks.com,,718 Ash Flat Drive,,,Ash Flat,AR,72513,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"8-6 M-F, 10-4 sat, 7th 8-5 pm, ALSO Community center -220 E Center St, Cave City, AR 72521",455,"718 Ash Flat Drive, Ash Flat, AR 72513",,08:00 AM - 06:00 PM,,ho14513419,false,true,,,,poll66200501
