countyname,sitename,location_name,address,address2,address3,city,state,zip,directions,voterservices,start_date,end_date,days_times_open
Seminole County,Oviedo Aquatic Center,Oviedo Aquatic Center,148 Oviedo Blvd.,,,Oviedo,FL,32765,"On Oviedo Blvd., north of Mitchell Hammock, and south of Broadway.",VoteSeminole.org,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Seminole County,Oviedo Library,East Branch Library,310 Division St.,,,Oviedo,FL,32765,Just northeast of downtown Oviedo,VoteSeminole.org,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Seminole County,Sanford Library,North Branch Library,150 N. Palmetto Ave.,,,Sanford,FL,32771,"Downtown Sanford, just north of First St.",VoteSeminole.org,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
Seminole County,Supervisor of Elections Office,Supervisor of Elections Office,1500 East Airport Blvd.,,,Sanford,FL,32773,On the corner of Airport Blvd and Mellonville.,VoteSeminole.org,10/24/16,11/6/16,From 2016-10-24 to 2016-11-06 - 07:00 AM EDT to 07:00 PM EDT
St. Johns County,Hastings Town Hall, ,6195 South Main St.,,,Hastings,FL,32145,,https://www.votesjc.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:00 AM EDT to 06:00 PM EDT
St. Johns County,Julington Creek Annex - Conference Room, ,725 Flora Branch Blvd.,,,Saint Johns,FL,32259,,https://www.votesjc.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:00 AM EDT to 06:00 PM EDT
St. Johns County,Ponte Vedra Branch Library, ,101 Library Blvd.,,,Ponte Vedra Beach,FL,32082,,https://www.votesjc.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:00 AM EDT to 06:00 PM EDT
St. Johns County,Southeast Branch Library, ,6670 US 1 South,,,St. Augustine,FL,32086,,https://www.votesjc.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:00 AM EDT to 06:00 PM EDT
St. Johns County,St. Augustine Beach City Hall, ,2200 A1A South,,,St. Augustine,FL,32080,,https://www.votesjc.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:00 AM EDT to 06:00 PM EDT
St. Johns County,Supervisor of Elections Office, ,4455 Avenue A #101,,,St. Augustine,FL,32095,,https://www.votesjc.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:00 AM EDT to 06:00 PM EDT
St. Johns County,Watson Realty - St. Johns (Upstairs Community Room),,175 Hampton Point Dr.,,,St. Augustine,FL,32092,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:00 AM EDT to 06:00 PM EDT
St. Lucie County,Orange Blossom Business Center,Orange Blossom Business Center,4132 Okeechobee Road,,,Ft Pierce,FL,34947,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-05 - 10:00 AM EDT to 7:00 PM EDTFrom 2016-11-06 to 2016-11-06 - 7:00 AM EDT to 3:00 PM EDT
St. Lucie County,"Parks Edge POA, INC ","Parks Edge POA, INC",3201 Landale Blvd,,,Port St. Lucie,FL,34953,,,10/24/16,11/6/16,From 2016-11-06 to 2016-11-06 - 7:00 AM EDT to 3:00 PM EDTFrom 2016-10-24 to 2016-11-05 - 10:00 AM EDT to 7:00 PM EDT
St. Lucie County,Port St Lucie Civic Center,Port St Lucie Civic Center,9221 SE Civic Center Place,,,Port St Lucie,FL,34952,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-05 - 10:00 AM EDT to 7:00 PM EDTFrom 2016-11-06 to 2016-11-06 - 7:00 AM EDT to 3:00 PM EDT
St. Lucie County,Port St Lucie Community Center,Port St Lucie Community Center,2195 SE Airoso Blvd,,,Port St Lucie,FL,34984,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-05 - 10:00 AM EDT to 7:00 PM EDTFrom 2016-11-06 to 2016-11-06 - 7:00 AM EDT to 3:00 PM EDT
St. Lucie County,Zora Neale Hurston Library,Zora Neale Hurston Library,3008 Avenue D,,,Ft Pierce,FL,34947,,,10/24/16,11/6/16,From 2016-10-24 to 2016-11-05 - 10:00 AM EDT to 7:00 PM EDTFrom 2016-11-06 to 2016-11-06 - 7:00 AM EDT to 3:00 PM EDT
Sumter County,Bushnell,Bushnell Main Office,900 N Main Street,,,Bushnell,FL,33513,,,10/25/16,11/5/16,From 2016-10-25 to 2016-11-05 - 8:00 AM EDT to 6:00 PM EDT
Sumter County,The Villages,Allamanda Rec. Ctr.,1515 St. Charles Place,,,The Villages,FL,32162,,,10/25/16,11/5/16,From 2016-10-25 to 2016-11-05 - 8:00 AM EDT to 6:00 PM EDT
Sumter County,The Villages,Laurel Manor Rec. Ctr.,1985 Laurel Manor Dr.,,,The Villages,FL,32162,,,10/25/16,11/5/16,From 2016-10-25 to 2016-11-05 - 8:00 AM EDT to 6:00 PM EDT
Sumter County,The Villages,Rohan Rec. Ctr.,850 Kristine Way,,,The Villages,FL,32163,,,10/25/16,11/5/16,From 2016-10-25 to 2016-11-05 - 8:00 AM EDT to 6:00 PM EDT
Sumter County,The Villages,Tierra Del Sol Rec. Ctr.,808 San Marino Drive,,,The Villages,FL,32162,,,10/25/16,11/5/16,From 2016-10-25 to 2016-11-05 - 8:00 AM EDT to 6:00 PM EDT
Sumter County,Wildwood,Sumter Co. Gov. Service Ctr.,7375 Powell Road,,,Wildwood,FL,34785,,,10/25/16,11/5/16,From 2016-10-25 to 2016-11-05 - 8:00 AM EDT to 6:00 PM EDT
Suwannee County,,Branford Library,"703 N.W. Suwannee Ave., ",,,Branford,FL,32008,,,10/29/16,11/6/16,From 2016-10-29 to 2016-11-06 - 8:30 AM to 4:30 PM
Suwannee County,,J Ralph Smith Center,23728 Park Center Dr.,,,"Dowling Park, ",FL,32060,,,10/29/16,11/6/16,From 2016-10-29 to 2016-11-06 - 8:30 AM to 4:30 PM
Suwannee County, ,Judicial Annex,218 Parshley St.,,,Live Oak,FL,32064,,,10/29/16,11/6/16,From 2016-10-29 to 2016-11-06 - 8:30 AM to 4:30 PM
Taylor County,Supervisor of Elections Office,Taylor County Courthouse,"108 N Jefferson St, Suite 202",2nd Floor ,,Perry,FL,32347,"2nd floor, turn left off the elevator",www.taylorelections.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Union County,Union County Supervisor of Elections Office,SOE Office,175 W. Main St,,,Lake Butler,FL,32054,,,10/29/16,11/5/16,From 2016-10-29 to 2016-11-05 - 8:00 to 6:00 PM EDTFrom 2016-10-30 to 2016-10-30 - 8:00 AM EDT to 4:00 PM EDT
Volusia County,Daytona,City Island Library,105 E. Magnolia Ave,,,Daytona Beach,FL,32114,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Volusia County,Deltona,Deltona Regional Library,2150 Eustace Ave,,,Deltona,FL,32725,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Volusia County,Department of Elections,Historic Courthouse,125 W. New York Ave.,,,DeLand,FL,32720,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Volusia County,New Smyrna Beach,New Smyrna Beach Regional Library,1001 S. Dixie Freeway,,,New Smyrna Beach,FL,32168,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Volusia County,Ormond Beach,Ormond Beach Regional Library,30 S. Beach St,,,Ormond Beach,FL,32174,,,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 07:00 AM EDT to 07:00 PM EDT
Wakulla County,Wakulla County Elections,SOE Office,3115-B Crawfordville Highway,PO Box 305 - 32326 ,Crawfordville,Crawfordville,FL,32327,Across street from Bevis Funeral Home,www.wakullaelection.com,10/24/16,11/5/16,From 2016-10-24 to 2016-11-05 - 08:00 AM EDT to 06:00 PM EDT
Walton County,Early Voting Freeport,Freeport City Hall,112 St Hwy 20 West,,,Freeport,FL,32439,Just west of Hwy 331 Business and Public Library,www.votewalton.com,10/29/16,11/5/16,From 2016-10-29 to 2016-11-05 - 08:30 AM CDT to 04:30 PM CDT
Walton County,SOE Branch Office,South Walton Courthouse Annex,31 Coastal Centre Boulevard,Suite 300,,Santa Rosa Beach,FL,32459,US Hwy 331 South across from Sheriff`s Substation,www.votewalton.com,10/29/16,11/5/16,From 2016-10-29 to 2016-11-05 - 08:30 AM CDT to 04:30 PM CDT
Walton County,SOE Main Office,Walton Co Courthouse,571 US Hwy 90 East,,,DeFuniak Springs,FL,32433,Parking and entrance on 6th Street side,www.votewalton.com,10/29/16,11/5/16,From 2016-10-29 to 2016-11-05 - 08:300 AM CDT to 04:30 PM CDT
Washington County,Supervisor of Elections office,County Annex,"1331 South BLVD, Suite 900",,,Chipley,FL,32428,,www.wcsoe.org,10/24/16,11/5/16,From 2016-10-24 to 2016-10-29 - 08:00 AM CST to 06:00 PM CSTFrom 2016-10-30 to 2016-10-30 - 10:00 AM CST to 06:00 PM CSTFrom 2016-10-31 to 2016-11-05 - 08:00 AM CST to 06:00 PM CST
