countyne,sitene,location_ne,address,address2,address3,city,state,zip,directions,voterservices,start_date,end_date,start_time,end_time
Orange County,Southeast Branch Library,Southeast Branch Library,5575 S. Semoran Blvd.,,,Orlando,FL,32822,Corner of SR. 436 and Hoffner,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Southwest Branch Library,Southwest Branch Library,7255 Della Drive ,,,Orlando,FL,32819,"Off Dr. Phillips Blvd., north of Sand Lake Road",Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Southwest Branch Library,Southwest Branch Library,7255 Della Drive ,,,Orlando,FL,32819,"Off Dr. Phillips Blvd., north of Sand Lake Road",Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Supervisor of Elections Office,Supervisor of Elections Office,119 W. Kaley Street,,,Orlando,FL,32806,Between Orange Ave. and I-4.,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Supervisor of Elections Office,Supervisor of Elections Office,119 W. Kaley Street,,,Orlando,FL,32806,Between Orange Ave. and I-4.,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Washington Park Branch Library,Washington Park Branch Library,"5151 Raleigh Street, Suite A ",,,Orlando,FL,32811,In the Lila Mitchell Community Center,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Washington Park Branch Library,Washington Park Branch Library,"5151 Raleigh Street, Suite A ",,,Orlando,FL,32811,In the Lila Mitchell Community Center,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,West Oaks Branch Library,West Oaks Branch Library,1821 E. Silver Star Road ,,,Ocoee,FL,34761,East of Clarke Road,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,West Oaks Branch Library,West Oaks Branch Library,1821 E. Silver Star Road ,,,Ocoee,FL,34761,East of Clarke Road,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Orange County,Winter Park Library,Winter Park Library,460 East New England Avenue ,,,Winter Park,FL,32789,Across from Rollins College,Early voting is available,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Orange County,Winter Park Library,Winter Park Library,460 East New England Avenue ,,,Winter Park,FL,32789,Across from Rollins College,Early voting is available,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Osceola County,17th Street Civic Center,St Cloud,3001 17th Street,,,St Cloud,FL,34769,,,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Osceola County,17th Street Civic Center,St Cloud,3001 17th Street,,,St Cloud,FL,34769,,,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Osceola County,Kissimmee Civic Center,Downtown Kissimmee,201 E Dakin Avenue,,,Kissimmee,FL,34741,,,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Osceola County,Kissimmee Civic Center,Downtown Kissimmee,201 E Dakin Avenue,,,Kissimmee,FL,34741,,,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Osceola County,Poinciana Branch Library,Poinciana,101 N Doverplum Avenue,,,Kissimmee,FL,34758,,,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Osceola County,Poinciana Branch Library,Poinciana,101 N Doverplum Avenue,,,Kissimmee,FL,34758,,,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Osceola County,Robert Guevara Community Center,Buenaventura Lakes,501 Florida Parkway,,,Kissimmee,FL,34743,,,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Osceola County,Robert Guevara Community Center,Buenaventura Lakes,501 Florida Parkway,,,Kissimmee,FL,34743,,,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Osceola County,Supervisor of Elections Office,Main Office,2509 E Irlo Bronson Memorial Highway,,,Kissimmee,FL,34744,,,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Osceola County,Supervisor of Elections Office,Main Office,2509 E Irlo Bronson Memorial Highway,,,Kissimmee,FL,34744,,,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Osceola County,West Osceola Branch Library,Celebration,305 Cpus Street,,,Celebration,FL,34747,,,10/24/16,11/5/16,8:00  - 04:00,20:00 - 04:00
Osceola County,West Osceola Branch Library,Celebration,305 Cpus Street,,,Celebration,FL,34747,,,11/6/16,11/6/16,8:00  - 05:00,20:00 - 05:00
Palm Beach County,,Acreage Branch Library,15801 Orange Boulevard,,,Loxahatchee,FL,33470,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,Acreage Branch Library,15801 Orange Boulevard,,,Loxahatchee,FL,33470,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,Belle Glade Branch Library,725 NW 4th Street,,,Belle Glade,FL,33430,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,Belle Glade Branch Library,725 NW 4th Street,,,Belle Glade,FL,33430,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,Boca Raton Downtown Library,400 NW 2nd Avenue,,,Boca Raton,FL,33432,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,Boca Raton Downtown Library,400 NW 2nd Avenue,,,Boca Raton,FL,33432,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,City of West Palm Beach Police Community Room,600 Banyan Boulevard,,,West Palm Beach,FL,33401,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,City of West Palm Beach Police Community Room,600 Banyan Boulevard,,,West Palm Beach,FL,33401,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,Ezell Hester Community Center,1901 N Seacrest Boulevard ,,,Boynton Beach,FL,33435,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,Ezell Hester Community Center,1901 N Seacrest Boulevard ,,,Boynton Beach,FL,33435,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,Gardens Branch Library,11303 Cpus Drive,,,Palm Beach Gardens,FL,33410,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,Gardens Branch Library,11303 Cpus Drive,,,Palm Beach Gardens,FL,33410,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,Hagen Ranch Road Library,14350 Hagen Ranch Road,,,Delray Beach,FL,33446,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,Hagen Ranch Road Library,14350 Hagen Ranch Road,,,Delray Beach,FL,33446,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,Jupiter Community Center,200 Military Trail,,,Jupiter,FL,33458,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,Jupiter Community Center,200 Military Trail,,,Jupiter,FL,33458,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,Lantana Branch Library,4020 Lantana Road,,,Lantana,FL,33462,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,Lantana Branch Library,4020 Lantana Road,,,Lantana,FL,33462,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,South County Civic Center,16700 Jog Road,,,Delray Beach,FL,33446,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,South County Civic Center,16700 Jog Road,,,Delray Beach,FL,33446,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,South Florida Fairgrounds,9067 Southern Boulevard,,,West Palm Beach,FL,33411,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,South Florida Fairgrounds,9067 Southern Boulevard,,,West Palm Beach,FL,33411,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,Supervisor of Elections Main Office,240 S Military Trail,,,West Palm Beach,FL,33415,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,Supervisor of Elections Main Office,240 S Military Trail,,,West Palm Beach,FL,33415,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,Wellington Branch Library,1951 Royal Fern Drive,,,Wellington,FL,33414,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,Wellington Branch Library,1951 Royal Fern Drive,,,Wellington,FL,33414,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,Wells Recreation and Community Center,2409 Avenue H West,,,Riviera Beach,FL,33404,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,Wells Recreation and Community Center,2409 Avenue H West,,,Riviera Beach,FL,33404,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Palm Beach County,,West Boca Branch Library,18685 State Road 7 (441),,,Boca Raton,FL,33498,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Palm Beach County,,West Boca Branch Library,18685 State Road 7 (441),,,Boca Raton,FL,33498,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Pasco County,Hudson Library,Hudson Library,8012 Library Rd ,,,Hudson,FL,34667,,http://www.pascovotes.com/Voter-Registration/-I-Registered,10/29/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Pasco County,Land O` Lakes Library,Land O` Lakes Library,2818 Collier Pky ,,,Land O` Lakes,FL,34639,,http://www.pascovotes.com/Voter-Registration/-I-Registered,10/29/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Pasco County,New River Library,New River Library,34043 State Road 54 ,,,Zephyrhills,FL,33543,,http://www.pascovotes.com/Voter-Registration/-I-Registered,10/29/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Pasco County,Quail Hollow Country Club,Quail Hollow Country Club,6225 Old Pasco Rd ,,,Wesley Chapel,FL,33544,,http://www.pascovotes.com/Voter-Registration/-I-Registered,10/29/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Pasco County,Regency Park Library,Regency Park Library,9701 Little Rd ,,,New Port Richey,FL,34654,,http://www.pascovotes.com/Voter-Registration/-I-Registered,10/29/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Pasco County,South Holiday Library,South Holiday Library,4649 Mile Stretch Dr ,,,Holiday,FL,34690,,http://www.pascovotes.com/Voter-Registration/-I-Registered,10/29/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Pasco County,West Pasco Government Center,West Pasco Government Center,8731 Citizens Dr ,,,New Port Richey,FL,34654,,http://www.pascovotes.com/Voter-Registration/-I-Registered,10/29/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Pinellas County,Centre of Palm Harbor,Centre of Palm Harbor,1500 16th St.,,,Palm Harbor,FL,34683,,VotePinellas.com,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Pinellas County,County Building,County Building,501 First Ave. N,,,St. Petersburg,FL,33701,,VotePinellas.com,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Pinellas County,County Courthouse,County Courthouse,315 Court St.,Room 117,,Clearwater,FL,33756,,VotePinellas.com,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Pinellas County,Election Service Center,Starkey Lakes Corporate Center,13001 Starkey Rd.,,,Largo,FL,33773,,VotePinellas.com,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Pinellas County,Gulfport Neighborhood Center,Gulfport Neighborhood Center,1617 49th St. S,,,Gulfport,FL,33707,,VotePinellas.com,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Polk County,Elections Branch Office at Deer Creek Crossings,,42653 Highway 27,,,Davenport,FL,33837,,,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Polk County,Elections Branch Office at Orange Grove Shopping Center,,1376 State Road 60 E,,,Lake Wales,FL,33853,,,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Polk County,Gill Jones Center NE Polk County Government Center,,3425 Lake Alfred Road,,,Winter Haven,FL,33881,,,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Polk County,Haines City Library,,111 N 6th Street,,,Haines City,FL,33844,,,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Polk County,Mulberry Civic Center,,901 NE 5th Street,,,Mulberry,FL,33860,,,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Polk County,Poinciana Community Center,,395 Marigold Avenue,,,Poinciana,FL,34759,,,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Polk County,Polk County Government Center,,930 E Parker Street,,,Lakeland,FL,33801,,,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Polk County,Polk Street Community Center,,1255 Polk Street,,,Bartow,FL,33830,,,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Polk County,Simpson Park Community Center,,1725 Martin L King Jr Avenue,,,Lakeland,FL,33805,,,10/24/16,11/6/16,07:00  - 04:00,19:00 - 04:00
Putnam County,Interlachen Community Center,EV2,135 S. CR 315,Former CB Club,,Interlachen,FL,32148,,,10/24/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Putnam County,South Putn Government Center,EV3,115 N. Summit St.,,,Crescent City,FL,32112,,,10/24/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Putnam County,Supervisor of Elections - Main Office,EV1,"2509 Crill Ave., Suite 900",,,Palatka,FL,32177,,,10/24/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Santa Rosa County,Main Elections Office,County Administrative Building,"6495 Caroline St, Suite F",Behind McDonalds on Hwy 90 in Milton,,Milton,FL,32570,,,10/24/16,11/5/16,7:00  - 05:00,19:00 - 05:00
Santa Rosa County,Pace Community Center,Pace Community Center,5976 Chumuckla Hwy,Just North of Five Points at Ball Field,,Pace,FL,32571,,,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Santa Rosa County,South Service Center,South Service Center,5841 Gulf Breeze Pkwy (Hwy 98),1 block east of the Zoo on Hwy 98,1 block east of the Zoo on Hwy 98,Gulf Breeze,FL,32563,,,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Santa Rosa County,Tiger Point Community Center,Tiger Point Community Center,1370 Tiger Park Lane,Next to Lowe`s at Ball Field,,Gulf Breeze,FL,32563,,,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Sarasota County,Fruitville Library,Fruitville Library,100 Coburn Road,Library Meeting Room,,Sarasota,FL,34240,East of I-75; Just of off Fruitville Rd,www.SarasotaVotes.com,10/24/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Sarasota County,Nokomis Park Community Center,Nokomis Park Community Center,234 Nippino Trail E.,Ge Room,,Nokomis,FL,34275,East of U.S. 41; Near Nippino Trail E. and Nash Ave ,www.SarasotaVotes.com,10/24/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Sarasota County,North Sarasota Library,North Sarasota Library,2801 Newtown Boulevard,Library Meeting Room,,Sarasota,FL,34234,East of U.S. 301; Near Dr. Martin Luther King Way and Newtown Blvd,www.SarasotaVotes.com,10/24/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Sarasota County,Supervisor of Elections Office - North Port,Biscayne Plaza,13640 Tii Trail,,,North Port,FL,34287,Near U.S. 41 and S. Biscayne Dr ,www.SarasotaVotes.com,10/24/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Sarasota County,Supervisor of Elections Office - Sarasota,Terrace Building,2001 Ads Lane,1st Floor,,Sarasota,FL,34237,Near S. Washington Blvd and Ads Ln,www.SarasotaVotes.com,10/24/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Sarasota County,Supervisor of Elections Office - Venice,R.L. Anderson Administration Building,4000 Tii Trail S.,Room 114,,Venice,FL,34293,Near U.S. 41 and Jacaranda Blvd ,www.SarasotaVotes.com,10/24/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Sarasota County,Westfield Sarasota Square Mall,Westfield Sarasota Square Mall,8201 S. Tii Trail,Center Court,,Sarasota,FL,34238,Near U.S. 41 and Beneva Rd; Early Voting location is near center court of mall ,www.SarasotaVotes.com,10/24/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Seminole County,Casselberry Library,Central Branch Library,215 N. Oxford Rd.,,,Casselberry,FL,32707,"On Oxford Road, just north of SR 436.",VoteSeminole.org,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Seminole County,Casselberry Library,Central Branch Library,215 N. Oxford Rd.,,,Casselberry,FL,32707,"On Oxford Road, just north of SR 436.",VoteSeminole.org,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Seminole County,Lake Mary Library,Northwest Branch Library,580 Greenway Blvd.,,,Lake Mary,FL,32746,On greenwood between the high school and the middle school,VoteSeminole.org,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Seminole County,Lake Mary Library,Northwest Branch Library,580 Greenway Blvd.,,,Lake Mary,FL,32746,On greenwood between the high school and the middle school,VoteSeminole.org,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Seminole County,Longwood Library,West Branch Library,245 N. Hunt Club Blvd.,,,Longwood,FL,32779,"On Hunt Club, south of Wekiva Springs Rd, north of Sand Lake Rd.",VoteSeminole.org,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Seminole County,Longwood Library,West Branch Library,245 N. Hunt Club Blvd.,,,Longwood,FL,32779,"On Hunt Club, south of Wekiva Springs Rd, north of Sand Lake Rd.",VoteSeminole.org,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Seminole County,Old Longwood Elementary School,Old Longwood Elementary School,840 Orange Ave.,,,Longwood,FL,32750,"On Orange Ave., just west of the Mazda dealership",VoteSeminole.org,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Seminole County,Old Longwood Elementary School,Old Longwood Elementary School,840 Orange Ave.,,,Longwood,FL,32750,"On Orange Ave., just west of the Mazda dealership",VoteSeminole.org,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Seminole County,Oviedo Aquatic Center,Oviedo Aquatic Center,148 Oviedo Blvd.,,,Oviedo,FL,32765,"On Oviedo Blvd., north of Mitchell Hmock, and south of Broadway.",VoteSeminole.org,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Seminole County,Oviedo Aquatic Center,Oviedo Aquatic Center,148 Oviedo Blvd.,,,Oviedo,FL,32765,"On Oviedo Blvd., north of Mitchell Hmock, and south of Broadway.",VoteSeminole.org,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Seminole County,Oviedo Library,East Branch Library,310 Division St.,,,Oviedo,FL,32765,Just northeast of downtown Oviedo,VoteSeminole.org,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Seminole County,Oviedo Library,East Branch Library,310 Division St.,,,Oviedo,FL,32765,Just northeast of downtown Oviedo,VoteSeminole.org,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Seminole County,Sanford Library,North Branch Library,150 N. Palmetto Ave.,,,Sanford,FL,32771,"Downtown Sanford, just north of First St.",VoteSeminole.org,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Seminole County,Sanford Library,North Branch Library,150 N. Palmetto Ave.,,,Sanford,FL,32771,"Downtown Sanford, just north of First St.",VoteSeminole.org,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
Seminole County,Supervisor of Elections Office,Supervisor of Elections Office,1500 East Airport Blvd.,,,Sanford,FL,32773,On the corner of Airport Blvd and Mellonville.,VoteSeminole.org,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Seminole County,Supervisor of Elections Office,Supervisor of Elections Office,1500 East Airport Blvd.,,,Sanford,FL,32773,On the corner of Airport Blvd and Mellonville.,VoteSeminole.org,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00
St. Johns County,Hastings Town Hall, ,6195 South Main St.,,,Hastings,FL,32145,,https://www.votesjc.com,10/24/16,11/5/16,08:00  - 04:00,18:00 - 04:00
St. Johns County,Julington Creek Annex - Conference Room, ,725 Flora Branch Blvd.,,,Saint Johns,FL,32259,,https://www.votesjc.com,10/24/16,11/5/16,08:00  - 04:00,18:00 - 04:00
St. Johns County,Ponte Vedra Branch Library, ,101 Library Blvd.,,,Ponte Vedra Beach,FL,32082,,https://www.votesjc.com,10/24/16,11/5/16,08:00  - 04:00,18:00 - 04:00
St. Johns County,Southeast Branch Library, ,6670 US 1 South,,,St. Augustine,FL,32086,,https://www.votesjc.com,10/24/16,11/5/16,08:00  - 04:00,18:00 - 04:00
St. Johns County,St. Augustine Beach City Hall, ,2200 A1A South,,,St. Augustine,FL,32080,,https://www.votesjc.com,10/24/16,11/5/16,08:00  - 04:00,18:00 - 04:00
St. Johns County,Supervisor of Elections Office, ,4455 Avenue A #101,,,St. Augustine,FL,32095,,https://www.votesjc.com,10/24/16,11/5/16,08:00  - 04:00,18:00 - 04:00
St. Johns County,Watson Realty - St. Johns (Upstairs Community Room),,175 Hpton Point Dr.,,,St. Augustine,FL,32092,,,10/24/16,11/5/16,08:00  - 04:00,18:00 - 04:00
Sumter County,Bushnell,Bushnell Main Office,900 N Main Street,,,Bushnell,FL,33513,,,10/25/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Sumter County,The Villages,Allanda Rec. Ctr.,1515 St. Charles Place,,,The Villages,FL,32162,,,10/25/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Sumter County,The Villages,Laurel Manor Rec. Ctr.,1985 Laurel Manor Dr.,,,The Villages,FL,32162,,,10/25/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Sumter County,The Villages,Rohan Rec. Ctr.,850 Kristine Way,,,The Villages,FL,32163,,,10/25/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Sumter County,The Villages,Tierra Del Sol Rec. Ctr.,808 San Marino Drive,,,The Villages,FL,32162,,,10/25/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Sumter County,Wildwood,Sumter Co. Gov. Service Ctr.,7375 Powell Road,,,Wildwood,FL,34785,,,10/25/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Suwannee County,,Branford Library,"703 N.W. Suwannee Ave., ",,,Branford,FL,32008,,,10/29/16,11/5/16,8:30  - 04:00,16:30 - 04:00
Suwannee County,,Branford Library,"703 N.W. Suwannee Ave., ",,,Branford,FL,32008,,,11/6/16,11/6/16,8:30  - 05:00,16:30 - 05:00
Suwannee County,,J Ralph Smith Center,23728 Park Center Dr.,,,"Dowling Park, ",FL,32060,,,10/29/16,11/5/16,8:30  - 04:00,16:30 - 04:00
Suwannee County,,J Ralph Smith Center,23728 Park Center Dr.,,,"Dowling Park, ",FL,32060,,,11/6/16,11/6/16,8:30  - 05:00,16:30 - 05:00
Suwannee County, ,Judicial Annex,218 Parshley St.,,,Live Oak,FL,32064,,,10/29/16,11/5/16,8:30  - 04:00,16:30 - 04:00
Suwannee County, ,Judicial Annex,218 Parshley St.,,,Live Oak,FL,32064,,,11/6/16,11/6/16,8:30  - 05:00,16:30 - 05:00
Taylor County,Supervisor of Elections Office,Taylor County Courthouse,"108 N Jefferson St, Suite 202",2nd Floor ,,Perry,FL,32347,"2nd floor, turn left off the elevator",www.taylorelections.com,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Volusia County,Daytona,City Island Library,105 E. Magnolia Ave,,,Daytona Beach,FL,32114,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Volusia County,Deltona,Deltona Regional Library,2150 Eustace Ave,,,Deltona,FL,32725,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Volusia County,Department of Elections,Historic Courthouse,125 W. New York Ave.,,,DeLand,FL,32720,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Volusia County,New Smyrna Beach,New Smyrna Beach Regional Library,1001 S. Dixie Freeway,,,New Smyrna Beach,FL,32168,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Volusia County,Ormond Beach,Ormond Beach Regional Library,30 S. Beach St,,,Ormond Beach,FL,32174,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Wakulla County,Wakulla County Elections,SOE Office,3115-B Crawfordville Highway,PO Box 305 - 32326 ,Crawfordville,Crawfordville,FL,32327,Across street from Bevis Funeral Home,www.wakullaelection.com,10/24/16,11/5/16,08:00  - 04:00,18:00 - 04:00
Walton County,Early Voting Freeport,Freeport City Hall,112 St Hwy 20 West,,,Freeport,FL,32439,Just west of Hwy 331 Business and Public Library,www.votewalton.com,10/29/16,11/5/16,08:30  - 05:00,16:30 - 05:00
Walton County,SOE Branch Office,South Walton Courthouse Annex,31 Coastal Centre Boulevard,Suite 300,,Santa Rosa Beach,FL,32459,US Hwy 331 South across from Sheriff`s Substation,www.votewalton.com,10/29/16,11/5/16,08:30  - 05:00,16:30 - 05:00
Walton County,SOE Main Office,Walton Co Courthouse,571 US Hwy 90 East,,,DeFuniak Springs,FL,32433,Parking and entrance on 6th Street side,www.votewalton.com,10/29/16,11/5/16,08:30  - 05:00,16:30 - 05:00
Madison County,Greenville Senior Citizens Building,Greenville Senior Citizens Building,166 S.W. Onslow St.,,,Greenville,FL,32331,,,10/29/16,11/5/16,07:00  - 04:00,15:00 - 04:00
Madison County,Greenville Senior Citizens Building,Greenville Senior Citizens Building,166 S.W. Onslow St.,,,Greenville,FL,32331,,,10/31/16,11/4/16,10:00  - 04:00,18:00 - 04:00
Madison County,Greenville Senior Citizens Building,Greenville Senior Citizens Building,166 S.W. Onslow St.,,,Greenville,FL,32331,,,11/5/16,11/5/16,07:00  - 04:00,15:00 - 04:00
Madison County,Lee City Hall,Lee City Hall,286 N.E. CR 255,,,Lee,FL,32059,,,10/29/16,10/30/16,07:00  - 04:00,15:00 - 04:00
Madison County,Lee City Hall,Lee City Hall,286 N.E. CR 255,,,Lee,FL,32059,,,10/31/16,11/4/16,10:00  - 04:00,18:00 - 04:00
Madison County,Madison County Board Room    Annex ,Madison County Board Room    Annex ,229 SW Pinckney St Rm.107 ,,,Madison,FL,32340,,,10/29/16,10/30/16,07:00  - 04:00,15:00 - 04:00
Madison County,Madison County Board Room    Annex ,Madison County Board Room    Annex ,229 SW Pinckney St Rm.107 ,,,Madison,FL,32340,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00
Madison County,Madison County Board Room    Annex ,Madison County Board Room    Annex ,229 SW Pinckney St Rm.107 ,,,Madison,FL,32340,,,11/5/16,11/5/16,07:00  - 04:00,15:00 - 04:00
Madison County,Pinetta Vol. Fire Dept,Pinetta Vol. Fire Dept,509 N.E. Persimmon Dr. ,,,Pinetta,FL,32350,,,10/31/16,11/4/16,10:00  - 04:00,18:00 - 04:00
Madison County,Pinetta Vol. Fire Dept,Pinetta Vol. Fire Dept,509 N.E. Persimmon Dr. ,,,Pinetta,FL,32350,,,10/29/16,10/30/16,07:00  - 04:00,15:00 - 04:00
Madison County,Pinetta Vol. Fire Dept,Pinetta Vol. Fire Dept,509 N.E. Persimmon Dr. ,,,Pinetta,FL,32350,,,11/5/16,11/5/16,07:00  - 04:00,15:00 - 04:00
Manatee County,Lakewood Ranch Town Hall,Lakewood Ranch Town Hall,8175 Lakewood Ranch Blvd,,,Lakewood Ranch,FL,34202,,,10/24/16,10/30/16,08:00  - 04:00,17:00 - 04:00
Manatee County,Lakewood Ranch Town Hall,Lakewood Ranch Town Hall,8175 Lakewood Ranch Blvd,,,Lakewood Ranch,FL,34202,,,10/31/16,11/5/16,07:00  - 04:00,19:00 - 04:00
