Spr,Name,ocd-division,division - description,homepage - url,phone,email,name,address1,address2,city,state,zip,start_time,end_time,start_date,end_date,notes
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,,#25 West Walnut St.,,Paris,AR,72855,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,M-F 8-6 Sat 10-4 Nov 7th 8-5
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,Lonoke,AR,72086,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats, 10-4, Nov 7th 8-5-- Courthouse annex, "
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,Lonoke,AR,72086,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,Lonoke,AR,72086,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,Lonoke,AR,72086,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,,301 North Center St,,Lonoke,AR,72086,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St.,Suite 202,Huntsville,AR,72740,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"Monday - Friday 8:00am till 6:00pm
 
 Saturday 10:00am till 4:00pm
 
 Only Exception is Monday, November 7th. 8:00am till 5:00pm"
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St.,Suite 202,Huntsville,AR,72740,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"Monday - Friday 8:00am till 6:00pm
 
 Saturday 10:00am till 4:00pm
 
 Only Exception is Monday, November 7th. 8:00am till 5:00pm"
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St.,Suite 202,Huntsville,AR,72740,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"Monday - Friday 8:00am till 6:00pm
 
 Saturday 10:00am till 4:00pm
 
 Only Exception is Monday, November 7th. 8:00am till 5:00pm"
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St.,Suite 202,Huntsville,AR,72740,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"Monday - Friday 8:00am till 6:00pm
 
 Saturday 10:00am till 4:00pm
 
 Only Exception is Monday, November 7th. 8:00am till 5:00pm"
Madison County,County Clerk,ocd-division/country:us/state:ar/county:madison,Madison County AR,,(479) 738-2747,madisonclerk@arkansasclerks.com,,201 West Main St.,Suite 202,Huntsville,AR,72740,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"Monday - Friday 8:00am till 6:00pm
 
 Saturday 10:00am till 4:00pm
 
 Only Exception is Monday, November 7th. 8:00am till 5:00pm"
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,Yellville,AR,72687,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, S 10-4, 11/7 IS 8-5"
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,Yellville,AR,72687,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,Yellville,AR,72687,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,Yellville,AR,72687,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Marion County,County Clerk,ocd-division/country:us/state:ar/county:marion,Marion County AR,,(870) 449-6226,marionclerk@arkansasclerks.com,,300 East Old Main,,Yellville,AR,72687,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St.,Room 105,Texarkana,AR,71854,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8-6 pm, M-F, Sats 10-4, Nov 8-5 pm"
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St.,Room 105,Texarkana,AR,71854,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St.,Room 105,Texarkana,AR,71854,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St.,Room 105,Texarkana,AR,71854,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Miller County,County Clerk,ocd-division/country:us/state:ar/county:miller,Miller County AR,,(870) 774-1501,millerclerk@arkansasclerks.com,,400 Laurel St.,Room 105,Texarkana,AR,71854,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,Osceola,AR,72370,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m. *Mississippi County Election Center in Blytheville. Satellite locations are Manila Depot for one week and the Leachville Library for one week.*"
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,Osceola,AR,72370,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m. *Mississippi County Election Center in Blytheville. Satellite locations are Manila Depot for one week and the Leachville Library for one week.*"
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,Osceola,AR,72370,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m. *Mississippi County Election Center in Blytheville. Satellite locations are Manila Depot for one week and the Leachville Library for one week.*"
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,Osceola,AR,72370,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m. *Mississippi County Election Center in Blytheville. Satellite locations are Manila Depot for one week and the Leachville Library for one week.*"
Mississippi County,Osceola Courthouse,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,200 West Hale,,Osceola,AR,72370,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"8 a.m. - 6 p.m. Monday - Friday, October 24 - November 4. Sat hours are 10 a.m. - 4 p.m., October 29 and November 5; Nov 7 are 8 a.m. - 5 p.m.  Satellite locations are Manila Depot for one week and the Leachville Library for one week.*"
Mississippi County,Manila Depot,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,105 NW Dewey,,Manila,AR,72442,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Mississippi County,Leachville Library,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,105 S Main St,,Leachville,AR,72438,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Mississippi County,Leachville Library,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,105 S Main St,,Leachville,AR,72438,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Mississippi County,Leachville Library,ocd-division/country:us/state:ar/county:mississippi,Mississippi County AR,,(870) 762-2411,mississippiclerk@arkansasclerks.com,,105 S Main St,,Leachville,AR,72438,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,Clarendon,AR,72029,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8-6 pm, M-F, Sats 10-4, Nov 8-5 pm"
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,Clarendon,AR,72029,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,Clarendon,AR,72029,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,Clarendon,AR,72029,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Monroe County,County Clerk,ocd-division/country:us/state:ar/county:monroe,Monroe County AR,,(870) 747-3632,monroeclerk@arkansasclerks.com,,123 Madison Street,,Clarendon,AR,72029,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,Mount Ida,AR,71957,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,Mount Ida,AR,71957,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,Mount Ida,AR,71957,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,Mount Ida,AR,71957,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm
Montgomery County,Montgomery County Annex,ocd-division/country:us/state:ar/county:montgomery,Montgomery County AR,,(870) 867-3521,montgomeryclerk@arkansasclerks.com,,117 Ray Drive,,Mount Ida,AR,71957,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,M-F 8am-6pm Sat10am-4pm and Monday Nov. 7 8am-5pm
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,Prescott,AR,71857,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat"
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,Prescott,AR,71857,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat"
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,Prescott,AR,71857,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat"
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,Prescott,AR,71857,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat"
Nevada County,County Clerk,ocd-division/country:us/state:ar/county:nevada,Nevada County AR,,(870) 887-2710,nevadaclerk@arkansasclerks.com,,215 East 2nd St. South,,Prescott,AR,71857,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"Not in the County Clerk's office but in the courthouse. 8:00 am to 6:00 m-f , 10:00 to 4:00 Sat"
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,Jasper,AR,72641,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8-6 M-F, 10-4 S, 11/7 until 5pm"
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,Jasper,AR,72641,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,Jasper,AR,72641,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,Jasper,AR,72641,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Newton County,County Clerk,ocd-division/country:us/state:ar/county:newton,Newton County AR,,(870) 446-5125,newtonclerk@arkansasclerks.com,,100 East Court St,,Jasper,AR,72641,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,Camden,AR,71701,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sat 10-4, Nov 7 8-5"
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,Camden,AR,71701,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,Camden,AR,71701,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,Camden,AR,71701,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Ouachita County,County Clerk,ocd-division/country:us/state:ar/county:ouachita,Ouachita County AR,,(870) 837-2220,ouachitaclerk@arkansasclerks.com,,145 Jefferson St. SW,,Camden,AR,71701,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,,204 West Main,,Perryville,AR,72126,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8-6 M-F, Sats 10-4, Nov 7th 8-5"
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,,204 West Main,,Perryville,AR,72126,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,,204 West Main,,Perryville,AR,72126,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,,204 West Main,,Perryville,AR,72126,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Perry County,County Clerk,ocd-division/country:us/state:ar/county:perry,Perry County AR,,(501) 889-5126,perryclerk@arkansasclerks.com,,204 West Main,,Perryville,AR,72126,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,,620 Cherry St.,Suite 202,Helena,AR,72342,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8-6 M-F, 10-4 saturdays, Nov 7th 8-5"
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,,620 Cherry St.,Suite 202,Helena,AR,72342,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,,620 Cherry St.,Suite 202,Helena,AR,72342,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,,620 Cherry St.,Suite 202,Helena,AR,72342,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Phillips County,County Clerk,ocd-division/country:us/state:ar/county:phillips,Phillips County AR,,(870) 338-5505,phillipsclerk@arkansasclerks.com,,620 Cherry St.,Suite 202,Helena,AR,72342,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Pike County,County Clerk,ocd-division/country:us/state:ar/county:pike,Pike County AR,,(870) 285-2743,pikeclerk@arkansasclerks.com,,112 North Washington,,Murfeesboro,AR,71958,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Pike County,County Clerk,ocd-division/country:us/state:ar/county:pike,Pike County AR,,(870) 285-2743,pikeclerk@arkansasclerks.com,,112 North Washington,,Murfeesboro,AR,71958,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Pike County,County Clerk,ocd-division/country:us/state:ar/county:pike,Pike County AR,,(870) 285-2743,pikeclerk@arkansasclerks.com,,112 North Washington,,Murfeesboro,AR,71958,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Pike County,County Clerk,ocd-division/country:us/state:ar/county:pike,Pike County AR,,(870) 285-2743,pikeclerk@arkansasclerks.com,,112 North Washington,,Murfeesboro,AR,71958,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Pike County,County Clerk,ocd-division/country:us/state:ar/county:pike,Pike County AR,,(870) 285-2743,pikeclerk@arkansasclerks.com,,112 North Washington,,Murfeesboro,AR,71958,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Pike County,"Fairgrounds, Martin Building",ocd-division/country:us/state:ar/county:pike,Pike County AR,,(870) 285-2743,pikeclerk@arkansasclerks.com,,510 N. 1st St.,,Glenwood,AR,79143,10:00:00 - 05:00,14:00:00 - 05:00,10/29/2016,10/29/2016,
Pike County,"Fairgrounds, Martin Building",ocd-division/country:us/state:ar/county:pike,Pike County AR,,(870) 285-2743,pikeclerk@arkansasclerks.com,,510 N. 1st St.,,Glenwood,AR,79143,11:30:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Pike County,"Fairgrounds, Martin Building",ocd-division/country:us/state:ar/county:pike,Pike County AR,,(870) 285-2743,pikeclerk@arkansasclerks.com,,510 N. 1st St.,,Glenwood,AR,79143,10:00:00 - 05:00,14:00:00 - 05:00,11/5/2016,11/5/2016,
Poinsett County,County Clerk,ocd-division/country:us/state:ar/county:poinsett,Poinsett County AR,,(870) 578-4412,poinsettclerk@arkansasclerks.com,,401 Market St.,,Harrisburg,AR,72432,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8-6 M-F, 10-4 Sat, Nov 7th 8-5 pm"
Poinsett County,County Clerk,ocd-division/country:us/state:ar/county:poinsett,Poinsett County AR,,(870) 578-4412,poinsettclerk@arkansasclerks.com,,401 Market St.,,Harrisburg,AR,72432,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Poinsett County,County Clerk,ocd-division/country:us/state:ar/county:poinsett,Poinsett County AR,,(870) 578-4412,poinsettclerk@arkansasclerks.com,,401 Market St.,,Harrisburg,AR,72432,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Poinsett County,County Clerk,ocd-division/country:us/state:ar/county:poinsett,Poinsett County AR,,(870) 578-4412,poinsettclerk@arkansasclerks.com,,401 Market St.,,Harrisburg,AR,72432,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Poinsett County,County Clerk,ocd-division/country:us/state:ar/county:poinsett,Poinsett County AR,,(870) 578-4412,poinsettclerk@arkansasclerks.com,,401 Market St.,,Harrisburg,AR,72432,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Polk County,Offsite,ocd-division/country:us/state:ar/county:polk,Polk County AR,,(479) 394-8123,polkclerk@arkansasclerks.com,,606 Pine Street,,Mena,AR,71953,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,8:00 a.m. -- 6:00 p.m. on weekdays and 10:00 a.m. -- 04:00 p.m. on the two Saturdays preceding the Election
Polk County,Offsite,ocd-division/country:us/state:ar/county:polk,Polk County AR,,(479) 394-8123,polkclerk@arkansasclerks.com,,606 Pine Street,,Mena,AR,71953,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,8:00 a.m. -- 6:00 p.m. on weekdays and 10:00 a.m. -- 04:00 p.m. on the two Saturdays preceding the Election
Polk County,Offsite,ocd-division/country:us/state:ar/county:polk,Polk County AR,,(479) 394-8123,polkclerk@arkansasclerks.com,,606 Pine Street,,Mena,AR,71953,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,8:00 a.m. -- 6:00 p.m. on weekdays and 10:00 a.m. -- 04:00 p.m. on the two Saturdays preceding the Election
Polk County,Offsite,ocd-division/country:us/state:ar/county:polk,Polk County AR,,(479) 394-8123,polkclerk@arkansasclerks.com,,606 Pine Street,,Mena,AR,71953,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,8:00 a.m. -- 6:00 p.m. on weekdays and 10:00 a.m. -- 04:00 p.m. on the two Saturdays preceding the Election
Polk County,Offsite,ocd-division/country:us/state:ar/county:polk,Polk County AR,,(479) 394-8123,polkclerk@arkansasclerks.com,,606 Pine Street,,Mena,AR,71953,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,8:00 a.m. -- 6:00 p.m. on weekdays and 10:00 a.m. -- 04:00 p.m. on the two Saturdays preceding the Election
Pope County,Election Commission,ocd-division/country:us/state:ar/county:pope,Pope County AR,,479-280-1905,popeclerk@arkansasclerks.com,,1509 East Main St,Suite 7,Russellville,AR,72801,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"Pope County Election Commission Head Quarters 1509 East Main St, Suite 7, Russellville, AR 72801 479-280-1905 PH 479-280-1907 Fax pcec@suddenlinkmail.com 
 Oct. 24 thru Oct. 28, 2016 8:00 AM to 6:00 PM
 Oct. 29, 2016 10:00 AM to 4:00 PM
 October 31 thru November 4, 2016 8:00 AM to 6:00 PM
 Nov. 5, 2016 10:00 AM to 4:00 PM
 Nov. 7, 2016 8:00 AM to 5:00 PM"
Pope County,Election Commission,ocd-division/country:us/state:ar/county:pope,Pope County AR,,479-280-1905,popeclerk@arkansasclerks.com,,1509 East Main St,Suite 7,Russellville,AR,72801,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Pope County,Election Commission,ocd-division/country:us/state:ar/county:pope,Pope County AR,,479-280-1905,popeclerk@arkansasclerks.com,,1509 East Main St,Suite 7,Russellville,AR,72801,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Pope County,Election Commission,ocd-division/country:us/state:ar/county:pope,Pope County AR,,479-280-1905,popeclerk@arkansasclerks.com,,1509 East Main St,Suite 7,Russellville,AR,72801,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Pope County,Election Commission,ocd-division/country:us/state:ar/county:pope,Pope County AR,,479-280-1905,popeclerk@arkansasclerks.com,,1509 East Main St,Suite 7,Russellville,AR,72801,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,,200 Courthouse Square,Suite 104,Des Arc,AR,72040,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,M-F 8:00am to 6:00pm and Saturday 10:00am- 04:00pm. November 7th at 8-5:00pm.
