office-name,official-title,types,ocd-division,division-description,homepage-url,phone,email,street,city,state,zip,owner,contacted?,start_time,end_time,start_date,end_date,notes
Turner Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:turner,Turner Town ME,,(207) 225-3414,,11 Turner Center Rd,Turner,ME,4282,,,7:30:00,18:00:00,10/10/16,10/10/16,
Turner Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:turner,Turner Town ME,,(207) 225-3414,,11 Turner Center Rd,Turner,ME,4282,,,8:00:00,16:30:00,10/11/16,10/14/16,
Turner Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:turner,Turner Town ME,,(207) 225-3414,,11 Turner Center Rd,Turner,ME,4282,,,7:30:00,18:00:00,10/17/16,10/17/16,
Turner Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:turner,Turner Town ME,,(207) 225-3414,,11 Turner Center Rd,Turner,ME,4282,,,8:00:00,16:30:00,10/18/16,10/21/16,
Turner Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:turner,Turner Town ME,,(207) 225-3414,,11 Turner Center Rd,Turner,ME,4282,,,7:30:00,18:00:00,10/24/16,10/24/16,
Turner Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:turner,Turner Town ME,,(207) 225-3414,,11 Turner Center Rd,Turner,ME,4282,,,8:00:00,16:30:00,10/25/16,10/28/16,
Turner Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:turner,Turner Town ME,,(207) 225-3414,,11 Turner Center Rd,Turner,ME,4282,,,7:30:00,18:00:00,10/31/16,10/31/16,
Turner Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:turner,Turner Town ME,,(207) 225-3414,,11 Turner Center Rd,Turner,ME,4282,,,8:00:00,16:30:00,11/3/16,11/3/16,
Veazie Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:veazie,Veazie Town ME,,(207) 947-2781,,1084 Main Street,Veazie,ME,4401,,yes,8:00:00,16:30:00,10/11/16,10/14/16,
Veazie Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:veazie,Veazie Town ME,,(207) 947-2781,,1084 Main Street,Veazie,ME,4401,,,8:00:00,16:30:00,10/17/16,10/21/16,
Veazie Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:veazie,Veazie Town ME,,(207) 947-2781,,1084 Main Street,Veazie,ME,4401,,,8:00:00,16:30:00,10/24/16,10/28/16,
Veazie Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:veazie,Veazie Town ME,,(207) 947-2781,,1084 Main Street,Veazie,ME,4401,,,8:00:00,16:30:00,10/31/16,11/3/16,
Vinalhaven Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:vinalhaven,Vinalhaven Town ME,,(207) 863-4343,,19 Washington School Road,Vinalhaven,ME,4863,,yes,8:00:00,17:00:00,10/7/16,10/7/16,
Vinalhaven Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:vinalhaven,Vinalhaven Town ME,,(207) 863-4343,,19 Washington School Road,Vinalhaven,ME,4863,,,8:00:00,17:00:00,10/10/16,10/14/16,
Vinalhaven Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:vinalhaven,Vinalhaven Town ME,,(207) 863-4343,,19 Washington School Road,Vinalhaven,ME,4863,,,8:00:00,17:00:00,10/17/16,10/21/16,
Vinalhaven Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:vinalhaven,Vinalhaven Town ME,,(207) 863-4343,,19 Washington School Road,Vinalhaven,ME,4863,,,8:00:00,17:00:00,10/24/16,10/28/16,
Vinalhaven Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:vinalhaven,Vinalhaven Town ME,,(207) 863-4343,,19 Washington School Road,Vinalhaven,ME,4863,,,8:00:00,17:00:00,10/31/16,11/3/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,yes,16:00:00,18:00:00,10/11/16,10/11/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,,9:00:00,12:00:00,10/13/16,10/13/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,,15:00:00,18:00:00,10/13/16,10/13/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,,16:00:00,18:00:00,10/18/16,10/18/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,,9:00:00,12:00:00,10/20/16,10/20/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,,15:00:00,18:00:00,10/20/16,10/20/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,,16:00:00,18:00:00,10/25/16,10/25/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,,9:00:00,12:00:00,10/27/16,10/27/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,,15:00:00,18:00:00,10/27/16,10/27/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,,9:00:00,13:00:00,10/29/16,10/29/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,,16:00:00,18:00:00,11/1/16,11/1/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,,9:00:00,12:00:00,11/3/16,11/3/16,
Waldo Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,4915,,,15:00:00,18:00:00,11/3/16,11/3/16,
Washburn Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,4786,,,7:00:00,16:00:00,9/26/16,9/29/16,
Washburn Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,4786,,,7:00:00,12:00:00,9/30/16,9/30/16,
Washburn Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,4786,,,7:00:00,16:00:00,10/3/16,10/6/16,
Washburn Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,4786,,,7:00:00,12:00:00,10/7/16,10/7/16,
Washburn Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,4786,,,7:00:00,16:00:00,10/10/16,10/13/16,
Washburn Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,4786,,,7:00:00,12:00:00,10/14/16,10/14/16,
Washburn Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,4786,,,7:00:00,16:00:00,10/17/16,10/20/16,
Washburn Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,4786,,,7:00:00,12:00:00,10/21/16,10/21/16,
Washburn Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,4786,,,7:00:00,16:00:00,10/24/16,10/27/16,
Washburn Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,4786,,,7:00:00,12:00:00,10/28/16,10/28/16,
Washburn Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,4786,,,7:00:00,16:00:00,10/31/16,11/3/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,yes,9:00:00,13:00:00,9/26/16,9/26/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,16:00:00,19:00:00,9/26/16,9/26/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,9/27/16,9/27/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,14:00:00,18:45:00,9/28/16,9/28/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,9/29/16,9/30/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/3/16,10/3/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,16:00:00,19:00:00,10/3/16,10/3/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/4/16,10/4/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,14:00:00,18:45:00,10/5/16,10/5/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/6/16,10/7/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/10/16,10/10/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,16:00:00,19:00:00,10/10/16,10/10/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/11/16,10/11/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,14:00:00,18:45:00,10/12/16,10/12/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/13/16,10/14/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/17/16,10/17/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,16:00:00,19:00:00,10/17/16,10/17/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/18/16,10/18/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,14:00:00,18:45:00,10/19/16,10/19/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/20/16,10/21/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/24/16,10/24/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,16:00:00,19:00:00,10/24/16,10/24/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/25/16,10/25/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,14:00:00,18:45:00,10/26/16,10/26/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/27/16,10/28/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,10/31/16,10/31/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,16:00:00,19:00:00,10/31/16,10/31/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,11/1/16,11/1/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,14:00:00,18:45:00,11/2/16,11/2/16,
Washington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,4574,,,9:00:00,13:00:00,11/3/16,11/3/16,
Wells Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:wells,Wells Town ME,,(207) 646-2882,,208 Sanford Rd,Wells,ME,4090,,yes,8:00:00,17:00:00,10/10/16,10/14/16,
Wells Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:wells,Wells Town ME,,(207) 646-2882,,208 Sanford Rd,Wells,ME,4090,,,8:00:00,17:00:00,10/17/16,10/21/16,
Wells Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:wells,Wells Town ME,,(207) 646-2882,,208 Sanford Rd,Wells,ME,4090,,,8:00:00,17:00:00,10/24/16,10/28/16,
Wells Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:wells,Wells Town ME,,(207) 646-2882,,208 Sanford Rd,Wells,ME,4090,,,8:00:00,17:00:00,10/31/16,11/3/16,
Windham Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:windham,Windham Town ME,,(207) 892-1900,,8 School Road,Windham,ME,4062,,yes,8:00:00,16:00:00,10/7/16,10/7/16,
Windham Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:windham,Windham Town ME,,(207) 892-1900,,8 School Road,Windham,ME,4062,,,8:00:00,16:00:00,10/10/16,10/14/16,
Windham Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:windham,Windham Town ME,,(207) 892-1900,,8 School Road,Windham,ME,4062,,,8:00:00,16:00:00,10/17/16,10/21/16,
Windham Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:windham,Windham Town ME,,(207) 892-1900,,8 School Road,Windham,ME,4062,,,8:00:00,16:00:00,10/24/16,10/28/16,
Windham Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:windham,Windham Town ME,,(207) 892-1900,,8 School Road,Windham,ME,4062,,,8:00:00,16:00:00,10/31/16,11/3/16,
Winterport Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterport,Winterport Town ME,,(207) 223-5055,,20 School Street,Winterport,ME,4496,,yes,9:00:00,17:00:00,10/7/16,10/7/16,
Winterport Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterport,Winterport Town ME,,(207) 223-5055,,20 School Street,Winterport,ME,4496,,,9:00:00,17:00:00,10/10/16,10/14/16,
Winterport Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterport,Winterport Town ME,,(207) 223-5055,,20 School Street,Winterport,ME,4496,,,9:00:00,17:00:00,10/17/16,10/21/16,
Winterport Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterport,Winterport Town ME,,(207) 223-5055,,20 School Street,Winterport,ME,4496,,,9:00:00,17:00:00,10/24/16,10/28/16,
Winterport Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterport,Winterport Town ME,,(207) 223-5055,,20 School Street,Winterport,ME,4496,,,9:00:00,17:00:00,10/31/16,11/3/16,
Winterville Plantation,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,4739,,yes,13:00:00,17:00:00,10/7/16,10/7/16,
Winterville Plantation,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,4739,,,13:00:00,17:00:00,10/10/16,10/10/16,
Winterville Plantation,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,4739,,,13:00:00,17:00:00,10/12/16,10/12/16,
Winterville Plantation,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,4739,,,13:00:00,17:00:00,10/14/16,10/14/16,
Winterville Plantation,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,4739,,,13:00:00,17:00:00,10/17/16,10/17/16,
Winterville Plantation,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,4739,,,13:00:00,17:00:00,10/19/16,10/19/16,
Winterville Plantation,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,4739,,,13:00:00,17:00:00,10/21/16,10/21/16,
Winterville Plantation,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,4739,,,13:00:00,17:00:00,10/24/16,10/24/16,
Winterville Plantation,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,4739,,,13:00:00,17:00:00,10/26/16,10/26/16,
Winterville Plantation,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,4739,,,13:00:00,17:00:00,10/28/16,10/28/16,
Winterville Plantation,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,4739,,,13:00:00,17:00:00,10/31/16,10/31/16,
Winterville Plantation,Municipal Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,4739,,,13:00:00,17:00:00,11/2/16,11/2/16,
Woodland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:woodland,Woodland Town ME,,(207) 498-6133,,"843 Woodland Center Road, Suite 1",Woodland,ME,4736,,yes,8:00:00,16:00:00,9/26/16,9/30/16,
Woodland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:woodland,Woodland Town ME,,(207) 498-6133,,"843 Woodland Center Road, Suite 1",Woodland,ME,4736,,,8:00:00,16:00:00,10/3/16,10/7/16,
Woodland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:woodland,Woodland Town ME,,(207) 498-6133,,"843 Woodland Center Road, Suite 1",Woodland,ME,4736,,,8:00:00,16:00:00,10/10/16,10/14/16,
Woodland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:woodland,Woodland Town ME,,(207) 498-6133,,"843 Woodland Center Road, Suite 1",Woodland,ME,4736,,,8:00:00,16:00:00,10/17/16,10/21/16,
Woodland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:woodland,Woodland Town ME,,(207) 498-6133,,"843 Woodland Center Road, Suite 1",Woodland,ME,4736,,,8:00:00,16:00:00,10/24/16,10/28/16,
Woodland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:woodland,Woodland Town ME,,(207) 498-6133,,"843 Woodland Center Road, Suite 1",Woodland,ME,4736,,,8:00:00,16:00:00,10/31/16,11/3/16,
