office-name,official-title,types,ocd-division,division-description,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date
Toole County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:toole,Toole County MT,(406) 424-8300,tnelson@toolecountymt.gov,226 1st St S,Shelby,MT,59474,08:00:00 - 06:00,17:00:00 - 06:00,10/14/16,10/14/16
Toole County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:toole,Toole County MT,(406) 424-8300,tnelson@toolecountymt.gov,226 1st St S,Shelby,MT,59474,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16
Toole County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:toole,Toole County MT,(406) 424-8300,tnelson@toolecountymt.gov,226 1st St S,Shelby,MT,59474,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16
Toole County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:toole,Toole County MT,(406) 424-8300,tnelson@toolecountymt.gov,226 1st St S,Shelby,MT,59474,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16
Toole County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:toole,Toole County MT,(406) 424-8300,tnelson@toolecountymt.gov,226 1st St S,Shelby,MT,59474,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16
Treasure County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:treasure,Treasure County MT,(406) 342-5547,clerkrecorder@rangeweb.net,307 Rapelje Ave P.O. Box 392,Hysham,MT,59038,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16
Treasure County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:treasure,Treasure County MT,(406) 342-5547,clerkrecorder@rangeweb.net,307 Rapelje Ave P.O. Box 392,Hysham,MT,59038,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16
Treasure County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:treasure,Treasure County MT,(406) 342-5547,clerkrecorder@rangeweb.net,307 Rapelje Ave P.O. Box 392,Hysham,MT,59038,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16
Treasure County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:treasure,Treasure County MT,(406) 342-5547,clerkrecorder@rangeweb.net,307 Rapelje Ave P.O. Box 392,Hysham,MT,59038,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16
Valley County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:valley,Valley County MT,(406) 228-6226,lnyquist@valleycountymt.gov,501 Court Sq,Glasgow,MT,59230,08:00:00 - 06:00,17:00:00 - 06:00,10/14/16,10/14/16
Valley County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:valley,Valley County MT,(406) 228-6226,lnyquist@valleycountymt.gov,501 Court Sq,Glasgow,MT,59230,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16
Valley County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:valley,Valley County MT,(406) 228-6226,lnyquist@valleycountymt.gov,501 Court Sq,Glasgow,MT,59230,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16
Valley County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:valley,Valley County MT,(406) 228-6226,lnyquist@valleycountymt.gov,501 Court Sq,Glasgow,MT,59230,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16
Valley County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:valley,Valley County MT,(406) 228-6226,lnyquist@valleycountymt.gov,501 Court Sq,Glasgow,MT,59230,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16
Valley County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:valley,Valley County MT,(406) 228-6226,lnyquist@valleycountymt.gov,501 Court Sq,Glasgow,MT,59230,07:00:00 - 07:00,20:00:00 - 07:00,11/8/16,11/8/16
Wheatland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wheatland,Wheatland County MT,(406) 632-4891,wccr@mtintouch.net,201 A Avenue NW,Harlowton,MT,59036,08:00:00 - 06:00,12:00:00 - 06:00,10/11/16,10/14/16
Wheatland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wheatland,Wheatland County MT,(406) 632-4891,wccr@mtintouch.net,201 A Avenue NW,Harlowton,MT,59036,13:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16
Wheatland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wheatland,Wheatland County MT,(406) 632-4891,wccr@mtintouch.net,201 A Avenue NW,Harlowton,MT,59036,08:00:00 - 06:00,12:00:00 - 06:00,10/17/16,10/21/16
Wheatland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wheatland,Wheatland County MT,(406) 632-4891,wccr@mtintouch.net,201 A Avenue NW,Harlowton,MT,59036,13:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16
Wheatland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wheatland,Wheatland County MT,(406) 632-4891,wccr@mtintouch.net,201 A Avenue NW,Harlowton,MT,59036,08:00:00 - 06:00,12:00:00 - 06:00,10/24/16,10/28/16
Wheatland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wheatland,Wheatland County MT,(406) 632-4891,wccr@mtintouch.net,201 A Avenue NW,Harlowton,MT,59036,13:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16
Wheatland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wheatland,Wheatland County MT,(406) 632-4891,wccr@mtintouch.net,201 A Avenue NW,Harlowton,MT,59036,08:00:00 - 06:00,12:00:00 - 06:00,10/31/16,11/4/16
Wheatland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wheatland,Wheatland County MT,(406) 632-4891,wccr@mtintouch.net,201 A Avenue NW,Harlowton,MT,59036,13:00:00 - 06:00,17:00:00 - 06:00,10/31/16,10/4/16
Wheatland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wheatland,Wheatland County MT,(406) 632-4891,wccr@mtintouch.net,201 A Avenue NW,Harlowton,MT,59036,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16
Wibaux County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wibaux,Wibaux County MT,(406) 796-2481,wibauxco@midrivers.com,203 South Wibaux Street,Wibaux,MT,59353,08:00:00 - 06:00,17:00:00 - 06:00,10/14/16,10/14/16
Wibaux County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wibaux,Wibaux County MT,(406) 796-2481,wibauxco@midrivers.com,203 South Wibaux Street,Wibaux,MT,59353,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16
Wibaux County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wibaux,Wibaux County MT,(406) 796-2481,wibauxco@midrivers.com,203 South Wibaux Street,Wibaux,MT,59353,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16
Wibaux County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wibaux,Wibaux County MT,(406) 796-2481,wibauxco@midrivers.com,203 South Wibaux Street,Wibaux,MT,59353,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16
Wibaux County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wibaux,Wibaux County MT,(406) 796-2481,wibauxco@midrivers.com,203 South Wibaux Street,Wibaux,MT,59353,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16
Wibaux County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:wibaux,Wibaux County MT,(406) 796-2481,wibauxco@midrivers.com,203 South Wibaux Street,Wibaux,MT,59353,07:00:00 - 07:00,20:00:00 - 07:00,11/8/16,11/8/16
Yellowstone County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:yellowstone,Yellowstone County MT,(406) 256-2740,brutherford@co.yellowstone.mt.gov,217 N 27th St # 401,Billings,MT,59101,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16
Yellowstone County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:yellowstone,Yellowstone County MT,(406) 256-2740,brutherford@co.yellowstone.mt.gov,217 N 27th St # 401,Billings,MT,59101,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16
Yellowstone County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:yellowstone,Yellowstone County MT,(406) 256-2740,brutherford@co.yellowstone.mt.gov,217 N 27th St # 401,Billings,MT,59101,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16
Yellowstone County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:yellowstone,Yellowstone County MT,(406) 256-2740,brutherford@co.yellowstone.mt.gov,217 N 27th St # 401,Billings,MT,59101,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16
Yellowstone County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:yellowstone,Yellowstone County MT,(406) 256-2740,brutherford@co.yellowstone.mt.gov,217 N 27th St # 401,Billings,MT,59101,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16
Yellowstone County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:yellowstone,Yellowstone County MT,(406) 256-2740,brutherford@co.yellowstone.mt.gov,217 N 27th St # 401,Billings,MT,59101,07:00:00 - 07:00,20:00:00 - 07:00,11/8/16,11/8/16
