ocd-division,email,County,Location Name,Address 1,Address 2,City,State,coZip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,8:00:00 - 5:00,12:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,13:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,8:00:00 - 5:00,12:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hanson,lesa.trabing@state.sd.us,Hanson County,Hanson County Courthouse,720 5th St.,,Alexandria,SD,57311,8:00:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,13:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,8:00:00 - 6:00,12:00:00 - 6:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,13:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,8:00:00 - 6:00,12:00:00 - 6:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,13:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,8:00:00 - 6:00,12:00:00 - 6:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,13:00:00 - 6:00,17:00:00 - 6:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,8:00:00 - 6:00,12:00:00 - 6:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,13:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,8:00:00 - 6:00,12:00:00 - 6:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,13:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,8:00:00 - 6:00,12:00:00 - 6:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,13:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,8:00:00 - 6:00,12:00:00 - 6:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,13:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:harding,kathy.glines@state.sd.us,Harding County,Harding County Courthouse,410 Ramsland,,Buffalo,SD,57720,8:00:00 - 7:00,12:00:00 - 7:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hughes,jane.naylor@co.hughes.sd.us,Hughes County,Hughes County Courthouse,104 E Capitol Ave,,Pierre,SD,57052,8:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hughes,jane.naylor@co.hughes.sd.us,Hughes County,Hughes County Courthouse,104 E Capitol Ave,,Pierre,SD,57052,8:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hughes,jane.naylor@co.hughes.sd.us,Hughes County,Hughes County Courthouse,104 E Capitol Ave,,Pierre,SD,57052,8:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hughes,jane.naylor@co.hughes.sd.us,Hughes County,Hughes County Courthouse,104 E Capitol Ave,,Pierre,SD,57052,8:00:00 - 5:00,17:00:00 - 5:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hughes,jane.naylor@co.hughes.sd.us,Hughes County,Hughes County Courthouse,104 E Capitol Ave,,Pierre,SD,57052,8:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hughes,jane.naylor@co.hughes.sd.us,Hughes County,Hughes County Courthouse,104 E Capitol Ave,,Pierre,SD,57052,8:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hughes,jane.naylor@co.hughes.sd.us,Hughes County,Hughes County Courthouse,104 E Capitol Ave,,Pierre,SD,57052,8:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hughes,jane.naylor@co.hughes.sd.us,Hughes County,Hughes County Courthouse,104 E Capitol Ave,,Pierre,SD,57052,8:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hutchinson,auditor@gwtc.net,Hutchinson County,Hutchingson County Courthouse,140 Euclid St.,,Olivet,SD,57501,8:00:00 - 5:00,16:30:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hutchinson,auditor@gwtc.net,Hutchinson County,Hutchingson County Courthouse,140 Euclid St.,,Olivet,SD,57501,8:00:00 - 5:00,16:30:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hutchinson,auditor@gwtc.net,Hutchinson County,Hutchingson County Courthouse,140 Euclid St.,,Olivet,SD,57501,8:00:00 - 5:00,16:30:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hutchinson,auditor@gwtc.net,Hutchinson County,Hutchingson County Courthouse,140 Euclid St.,,Olivet,SD,57501,8:00:00 - 5:00,16:30:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hutchinson,auditor@gwtc.net,Hutchinson County,Hutchingson County Courthouse,140 Euclid St.,,Olivet,SD,57501,8:00:00 - 5:00,16:30:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hutchinson,auditor@gwtc.net,Hutchinson County,Hutchingson County Courthouse,140 Euclid St.,,Olivet,SD,57501,8:00:00 - 5:00,16:30:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hutchinson,auditor@gwtc.net,Hutchinson County,Hutchingson County Courthouse,140 Euclid St.,,Olivet,SD,57501,8:00:00 - 5:00,16:30:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hutchinson,auditor@gwtc.net,Hutchinson County,Hutchingson County Courthouse,140 Euclid St.,,Olivet,SD,57501,8:00:00 - 6:00,16:30:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,12:30:00 - 5:00,17:00:00 - 5:00,9/26/16,9/29/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,9/26/16,9/29/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,9/30/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,12:30:00 - 5:00,17:00:00 - 5:00,10/3/16,10/6/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,10/3/16,10/6/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,10/7/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,12:30:00 - 5:00,17:00:00 - 5:00,10/11/16,10/13/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,10/11/16,10/13/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,10/14/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,12:30:00 - 5:00,17:00:00 - 5:00,10/17/16,10/20/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,10/17/16,10/20/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,10/21/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,12:30:00 - 5:00,17:00:00 - 5:00,10/24/16,10/27/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,10/24/16,10/27/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,10/28/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,12:30:00 - 5:00,17:00:00 - 5:00,10/31/16,11/3/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,10/31/16,11/3/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 5:00,12:00:00 - 5:00,11/4/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:hyde,hydeaud@venturecomm.net,Hyde County,Hyde County Courthouse,412 Commercial Street SE,,Highmore,SD,57345,7:30:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,13:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,13:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,12:30:00 - 5:00,16:30:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,12:30:00 - 5:00,16:30:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,8:00:00 - 5:00,12:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,12:30:00 - 5:00,16:30:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,8:00:00 - 5:00,12:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,12:30:00 - 5:00,16:30:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,8:00:00 - 5:00,12:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,12:30:00 - 5:00,16:30:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,8:00:00 - 5:00,12:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,12:30:00 - 6:00,16:30:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jerauld,cindy.peterson@state.sd.us,Jerauld County,Jerauld County Courthouse,205 Wallace Ave S.,,Wessington Springs,SD,57382,8:00:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,13:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,13:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,13:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,13:00:00 - 5:00,17:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,8:00:00 - 5:00,12:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,13:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,8:00:00 - 5:00,12:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,13:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,8:00:00 - 5:00,12:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,13:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,8:00:00 - 5:00,12:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,13:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:jones,john.brunskill@state.sd.us,Jones County,Jones County Courthouse,310 Main St,,Murdo,SD,57559,8:00:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,13:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,13:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,13:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,13:00:00 - 5:00,17:00:00 - 5:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,8:00:00 - 5:00,12:00:00 - 5:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,13:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,8:00:00 - 5:00,12:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,13:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,8:00:00 - 5:00,12:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,13:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,8:00:00 - 5:00,12:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,13:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:kingsbury,jennifer.albrecht@state.sd.us,Kingsbury County,Kingsbury County Courthouse,202 2nd St,,Desmet,SD,57231,8:00:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:lake,lakeauditor@lakecountysd.com,Lake County,Lake County Auditor劌製 office,200 East Center St.,,Madison,SD,57042,8:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
