office_name,ocd_division,description,homepage,phone,email,street,dirs,city,state,zip,start_time,end_time,start_date,end_date,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7200 Arroyo Crossing Pkwy,,Las Vegas,NV,89113,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16,200,"7200 Arroyo Crossing Pkwy, Las Vegas, NV 89113",,09:00 AM - 07:00 PM,,ho72146058,false,true,,,,poll4305723
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7200 Arroyo Crossing Pkwy,,Las Vegas,NV,89113,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16,201,"7200 Arroyo Crossing Pkwy, Las Vegas, NV 89113",,09:00 AM - 07:00 PM,,ho72146058,false,true,,,,poll4305723
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7200 Arroyo Crossing Pkwy,,Las Vegas,NV,89113,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16,202,"7200 Arroyo Crossing Pkwy, Las Vegas, NV 89113",,09:00 AM - 07:00 PM,,ho72146058,false,true,,,,poll4305723
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7200 Arroyo Crossing Pkwy,,Las Vegas,NV,89113,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16,203,"7200 Arroyo Crossing Pkwy, Las Vegas, NV 89113",,09:00 AM - 07:00 PM,,ho72146058,false,true,,,,poll4305723
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7200 Arroyo Crossing Pkwy,,Las Vegas,NV,89113,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,204,"7200 Arroyo Crossing Pkwy, Las Vegas, NV 89113",,09:00 AM - 08:00 PM,,ho72146058,false,true,,,,poll4305723
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Blue Diamond Business Center Blue Diamond & Arville,,Las Vegas,NV,89139,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16,205,"Blue Diamond Business Center Blue Diamond & Arville, Las Vegas, NV 89139",,09:00 AM - 07:00 PM,,ho15109552,false,true,,,,poll14712157
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Blue Diamond Business Center Blue Diamond & Arville,,Las Vegas,NV,89139,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16,206,"Blue Diamond Business Center Blue Diamond & Arville, Las Vegas, NV 89139",,09:00 AM - 07:00 PM,,ho15109552,false,true,,,,poll14712157
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Blue Diamond Business Center Blue Diamond & Arville,,Las Vegas,NV,89139,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16,207,"Blue Diamond Business Center Blue Diamond & Arville, Las Vegas, NV 89139",,09:00 AM - 07:00 PM,,ho15109552,false,true,,,,poll14712157
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Blue Diamond Business Center Blue Diamond & Arville,,Las Vegas,NV,89139,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16,208,"Blue Diamond Business Center Blue Diamond & Arville, Las Vegas, NV 89139",,09:00 AM - 07:00 PM,,ho15109552,false,true,,,,poll14712157
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Blue Diamond Business Center Blue Diamond & Arville,,Las Vegas,NV,89139,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,209,"Blue Diamond Business Center Blue Diamond & Arville, Las Vegas, NV 89139",,09:00 AM - 08:00 PM,,ho15109552,false,true,,,,poll14712157
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8060 W Tropical Pkwy,,Las Vegas,NV,89149,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16,210,"8060 W Tropical Pkwy, Las Vegas, NV 89149",,09:00 AM - 07:00 PM,,ho76291263,false,true,,,,poll66592078
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8060 W Tropical Pkwy,,Las Vegas,NV,89149,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16,211,"8060 W Tropical Pkwy, Las Vegas, NV 89149",,09:00 AM - 07:00 PM,,ho76291263,false,true,,,,poll66592078
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8060 W Tropical Pkwy,,Las Vegas,NV,89149,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16,212,"8060 W Tropical Pkwy, Las Vegas, NV 89149",,09:00 AM - 07:00 PM,,ho76291263,false,true,,,,poll66592078
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8060 W Tropical Pkwy,,Las Vegas,NV,89149,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16,213,"8060 W Tropical Pkwy, Las Vegas, NV 89149",,09:00 AM - 07:00 PM,,ho76291263,false,true,,,,poll66592078
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8060 W Tropical Pkwy,,Las Vegas,NV,89149,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,214,"8060 W Tropical Pkwy, Las Vegas, NV 89149",,09:00 AM - 08:00 PM,,ho76291263,false,true,,,,poll66592078
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6960 N 5th St,Trailer near Michaels,North Las Vegas,NV,89084,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16,215,"6960 N 5th St, North Las Vegas, NV 89084",Trailer near Michaels,09:00 AM - 07:00 PM,,ho48126746,false,true,,,,poll59480403
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6960 N 5th St,Trailer near Michaels,North Las Vegas,NV,89084,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16,216,"6960 N 5th St, North Las Vegas, NV 89084",Trailer near Michaels,09:00 AM - 07:00 PM,,ho48126746,false,true,,,,poll59480403
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6960 N 5th St,Trailer near Michaels,North Las Vegas,NV,89084,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16,217,"6960 N 5th St, North Las Vegas, NV 89084",Trailer near Michaels,09:00 AM - 07:00 PM,,ho48126746,false,true,,,,poll59480403
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6960 N 5th St,Trailer near Michaels,North Las Vegas,NV,89084,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16,218,"6960 N 5th St, North Las Vegas, NV 89084",Trailer near Michaels,09:00 AM - 07:00 PM,,ho48126746,false,true,,,,poll59480403
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6960 N 5th St,Trailer near Michaels,North Las Vegas,NV,89084,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,219,"6960 N 5th St, North Las Vegas, NV 89084",Trailer near Michaels,09:00 AM - 08:00 PM,,ho48126746,false,true,,,,poll59480403
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Sahara Ave & 215 Beltway,,Las Vegas,NV,89135,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16,220,"Sahara Ave & 215 Beltway, Las Vegas, NV 89135",,09:00 AM - 07:00 PM,,ho12079446,false,true,,,,poll88993527
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Sahara Ave & 215 Beltway,,Las Vegas,NV,89135,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16,221,"Sahara Ave & 215 Beltway, Las Vegas, NV 89135",,09:00 AM - 07:00 PM,,ho12079446,false,true,,,,poll88993527
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Sahara Ave & 215 Beltway,,Las Vegas,NV,89135,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16,222,"Sahara Ave & 215 Beltway, Las Vegas, NV 89135",,09:00 AM - 07:00 PM,,ho12079446,false,true,,,,poll88993527
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Sahara Ave & 215 Beltway,,Las Vegas,NV,89135,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16,223,"Sahara Ave & 215 Beltway, Las Vegas, NV 89135",,09:00 AM - 07:00 PM,,ho12079446,false,true,,,,poll88993527
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,Sahara Ave & 215 Beltway,,Las Vegas,NV,89135,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,224,"Sahara Ave & 215 Beltway, Las Vegas, NV 89135",,09:00 AM - 08:00 PM,,ho12079446,false,true,,,,poll88993527
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,5050 South Fort Apache Road ,,Las Vegas,NV,89148,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16,225,"5050 South Fort Apache Road, Las Vegas, NV 89148",,09:00 AM - 07:00 PM,,ho50526265,false,true,,,,poll98108338
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,5050 South Fort Apache Road ,,Las Vegas,NV,89148,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16,226,"5050 South Fort Apache Road, Las Vegas, NV 89148",,09:00 AM - 07:00 PM,,ho50526265,false,true,,,,poll98108338
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,5050 South Fort Apache Road ,,Las Vegas,NV,89148,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16,227,"5050 South Fort Apache Road, Las Vegas, NV 89148",,09:00 AM - 07:00 PM,,ho50526265,false,true,,,,poll98108338
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,5050 South Fort Apache Road ,,Las Vegas,NV,89148,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16,228,"5050 South Fort Apache Road, Las Vegas, NV 89148",,09:00 AM - 07:00 PM,,ho50526265,false,true,,,,poll98108338
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,5050 South Fort Apache Road ,,Las Vegas,NV,89148,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,229,"5050 South Fort Apache Road, Las Vegas, NV 89148",,09:00 AM - 08:00 PM,,ho50526265,false,true,,,,poll98108338
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,9857 S. Eastern Avenue,Trailer in lot near PetSmart,Las Vegas,NV,89183,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/23/16,230,"9857 S. Eastern Avenue, Las Vegas, NV 89183",Trailer in lot near PetSmart,09:00 AM - 07:00 PM,,ho46096993,false,true,,,,poll44738550
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,9857 S. Eastern Avenue,Trailer in lot near PetSmart,Las Vegas,NV,89183,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16,231,"9857 S. Eastern Avenue, Las Vegas, NV 89183",Trailer in lot near PetSmart,09:00 AM - 07:00 PM,,ho46096993,false,true,,,,poll44738550
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,9857 S. Eastern Avenue,Trailer in lot near PetSmart,Las Vegas,NV,89183,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/30/16,232,"9857 S. Eastern Avenue, Las Vegas, NV 89183",Trailer in lot near PetSmart,09:00 AM - 07:00 PM,,ho46096993,false,true,,,,poll44738550
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,9857 S. Eastern Avenue,Trailer in lot near PetSmart,Las Vegas,NV,89183,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16,233,"9857 S. Eastern Avenue, Las Vegas, NV 89183",Trailer in lot near PetSmart,09:00 AM - 07:00 PM,,ho46096993,false,true,,,,poll44738550
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,9857 S. Eastern Avenue,Trailer in lot near PetSmart,Las Vegas,NV,89183,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,234,"9857 S. Eastern Avenue, Las Vegas, NV 89183",Trailer in lot near PetSmart,09:00 AM - 08:00 PM,,ho46096993,false,true,,,,poll44738550
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,600 S. Grand Central Pkwy. @ W. Bonneville Ave,,Las Vegas,NV,89106,09:00:00 - 07:00,17:00:00 - 07:00,10/22/16,10/22/16,235,"600 S. Grand Central Pkwy. @ W. Bonneville Ave, Las Vegas, NV 89106",,09:00 AM - 05:00 PM,,ho33454244,false,true,,,,poll17514605
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,600 S. Grand Central Pkwy. @ W. Bonneville Ave,,Las Vegas,NV,89106,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,236,"600 S. Grand Central Pkwy. @ W. Bonneville Ave, Las Vegas, NV 89106",,08:00 AM - 06:00 PM,,ho33454244,false,true,,,,poll17514605
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,600 S. Grand Central Pkwy. @ W. Bonneville Ave,,Las Vegas,NV,89106,09:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/29/16,237,"600 S. Grand Central Pkwy. @ W. Bonneville Ave, Las Vegas, NV 89106",,09:00 AM - 05:00 PM,,ho33454244,false,true,,,,poll17514605
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,600 S. Grand Central Pkwy. @ W. Bonneville Ave,,Las Vegas,NV,89106,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,238,"600 S. Grand Central Pkwy. @ W. Bonneville Ave, Las Vegas, NV 89106",,08:00 AM - 06:00 PM,,ho33454244,false,true,,,,poll17514605
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,600 S. Grand Central Pkwy. @ W. Bonneville Ave,,Las Vegas,NV,89106,08:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,239,"600 S. Grand Central Pkwy. @ W. Bonneville Ave, Las Vegas, NV 89106",,08:00 AM - 08:00 PM,,ho33454244,false,true,,,,poll17514605
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"250 North Eastern Ave., ",,Las Vegas,NV,89101,09:00:00 - 07:00,17:00:00 - 07:00,10/22/16,10/22/16,240,"250 North Eastern Ave., Las Vegas, NV 89101",,09:00 AM - 05:00 PM,,ho49600417,false,true,,,,poll85117804
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"250 North Eastern Ave., ",,Las Vegas,NV,89101,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,241,"250 North Eastern Ave., Las Vegas, NV 89101",,08:00 AM - 06:00 PM,,ho49600417,false,true,,,,poll85117804
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"250 North Eastern Ave., ",,Las Vegas,NV,89101,09:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/29/16,242,"250 North Eastern Ave., Las Vegas, NV 89101",,09:00 AM - 05:00 PM,,ho49600417,false,true,,,,poll85117804
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"250 North Eastern Ave., ",,Las Vegas,NV,89101,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,243,"250 North Eastern Ave., Las Vegas, NV 89101",,08:00 AM - 06:00 PM,,ho49600417,false,true,,,,poll85117804
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"250 North Eastern Ave., ",,Las Vegas,NV,89101,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,244,"250 North Eastern Ave., Las Vegas, NV 89101",,09:00 AM - 08:00 PM,,ho49600417,false,true,,,,poll85117804
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3550 West Harmon Avenue,,Las Vegas,NV,89103,09:00:00 - 07:00,19:00:00 - 07:00,10/22/16,10/22/16,245,"3550 West Harmon Avenue, Las Vegas, NV 89103",,09:00 AM - 07:00 PM,,ho61169358,false,true,,,,poll6233190
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3550 West Harmon Avenue,,Las Vegas,NV,89103,09:00:00 - 07:00,19:00:00 - 07:00,10/24/16,10/28/16,246,"3550 West Harmon Avenue, Las Vegas, NV 89103",,09:00 AM - 07:00 PM,,ho61169358,false,true,,,,poll6233190
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3550 West Harmon Avenue,,Las Vegas,NV,89103,09:00:00 - 07:00,19:00:00 - 07:00,10/29/16,10/29/16,247,"3550 West Harmon Avenue, Las Vegas, NV 89103",,09:00 AM - 07:00 PM,,ho61169358,false,true,,,,poll6233190
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3550 West Harmon Avenue,,Las Vegas,NV,89103,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16,248,"3550 West Harmon Avenue, Las Vegas, NV 89103",,09:00 AM - 07:00 PM,,ho61169358,false,true,,,,poll6233190
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3550 West Harmon Avenue,,Las Vegas,NV,89103,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16,249,"3550 West Harmon Avenue, Las Vegas, NV 89103",,09:00 AM - 08:00 PM,,ho61169358,false,true,,,,poll6233190
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,"1616 8th Street, 2nd Floor",,Minden,NV,89423-0218,10:00:00 - 07:00,15:00:00 - 07:00,10/22/16,10/22/16,250,"1616 8th Street, 2nd Floor, Minden, NV 89423",,10:00 AM - 03:00 PM,,ho53399570,false,true,,,,poll60126049
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,"1616 8th Street, 2nd Floor",,Minden,NV,89423-0218,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,251,"1616 8th Street, 2nd Floor, Minden, NV 89423",,08:00 AM - 06:00 PM,,ho53399570,false,true,,,,poll60126049
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,"1616 8th Street, 2nd Floor",,Minden,NV,89423-0218,10:00:00 - 07:00,15:00:00 - 07:00,10/29/16,10/29/16,252,"1616 8th Street, 2nd Floor, Minden, NV 89423",,10:00 AM - 03:00 PM,,ho53399570,false,true,,,,poll60126049
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,"1616 8th Street, 2nd Floor",,Minden,NV,89423-0218,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,253,"1616 8th Street, 2nd Floor, Minden, NV 89423",,08:00 AM - 06:00 PM,,ho53399570,false,true,,,,poll60126049
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,236 Kingsbury Grade,,Stateline,NV,89449,10:00:00 - 07:00,15:00:00 - 07:00,10/22/16,10/22/16,254,"236 Kingsbury Grade, Stateline, NV 89449",,10:00 AM - 03:00 PM,,ho41409472,false,true,,,,poll25295415
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,236 Kingsbury Grade,,Stateline,NV,89449,14:00:00 - 07:00,18:00:00 - 07:00,10/27/16,10/27/16,255,"236 Kingsbury Grade, Stateline, NV 89449",,02:00 PM - 06:00 PM,,ho41409472,false,true,,,,poll25295415
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,236 Kingsbury Grade,,Stateline,NV,89449,14:00:00 - 07:00,18:00:00 - 07:00,11/2/16,11/2/16,256,"236 Kingsbury Grade, Stateline, NV 89449",,02:00 PM - 06:00 PM,,ho41409472,false,true,,,,poll25295415
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,476 Albite Dr,,Wellington,NV,89444,14:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/24/16,257,"476 Albite Dr, Wellington, NV 89444",,02:00 PM - 06:00 PM,,ho68066192,false,true,,,,poll36876025
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,3620 N Sunridge,,Carson City,NV,89705,14:00:00 - 07:00,18:00:00 - 07:00,10/25/16,10/25/16,258,"3620 N Sunridge, Carson City, NV 89705",,02:00 PM - 06:00 PM,,ho70092085,false,true,,,,poll9883854
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,3620 N Sunridge,,Carson City,NV,89705,14:00:00 - 07:00,18:00:00 - 07:00,11/3/16,11/3/16,259,"3620 N Sunridge, Carson City, NV 89705",,02:00 PM - 06:00 PM,,ho70092085,false,true,,,,poll9883854
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,940 Mitch Dr,,Gardnerville,NV,89460,14:00:00 - 07:00,18:00:00 - 07:00,10/26/16,10/26/16,260,"940 Mitch Dr, Gardnerville, NV 89460",,02:00 PM - 06:00 PM,,ho23423742,false,true,,,,poll32798986
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,1450 Stephanie Ln,,Minden,NV,89423,10:00:00 - 07:00,15:00:00 - 07:00,10/29/16,10/29/16,261,"1450 Stephanie Ln, Minden, NV 89423",,10:00 AM - 03:00 PM,,ho65597097,false,true,,,,poll19973760
Douglas County,ocd-division/country:us/state:nv/county:douglas,Douglas County NV,http://cltr.co.douglas.nv.us/,(775) 782-9014,election@co.douglas.nv.us,1450 Stephanie Ln,,Minden,NV,89423,14:00:00 - 07:00,18:00:00 - 07:00,11/1/16,11/1/16,262,"1450 Stephanie Ln, Minden, NV 89423",,02:00 PM - 06:00 PM,,ho65597097,false,true,,,,poll19973760
Elko County,ocd-division/country:us/state:nv/county:elko,Elko County NV,http://www.elkocountynv.net/departments/clerk/clerk/office_info.php,(775) 753-4600,cfosmo@elkocountynv.net,700 Moren Way,,Elko,NV,89801,10:00:00 - 07:00,14:00:00 - 07:00 - 07:00,10/22/16,10/22/16,263,"700 Moren Way, Elko, NV 89801",,10:00 AM - 02:00 PM,,ho26663653,false,true,,,,poll75306664
Elko County,ocd-division/country:us/state:nv/county:elko,Elko County NV,http://www.elkocountynv.net/departments/clerk/clerk/office_info.php,(775) 753-4600,cfosmo@elkocountynv.net,700 Moren Way,,Elko,NV,89801,08:00:00 - 07:00,18:00:00 - 07:00 - 07:00,10/24/16,10/28/16,264,"700 Moren Way, Elko, NV 89801",,08:00 AM - 06:00 PM,,ho26663653,false,true,,,,poll75306664
Elko County,ocd-division/country:us/state:nv/county:elko,Elko County NV,http://www.elkocountynv.net/departments/clerk/clerk/office_info.php,(775) 753-4600,cfosmo@elkocountynv.net,700 Moren Way,,Elko,NV,89801,10:00:00 - 07:00,14:00:00 - 07:00 - 07:00,10/29/16,10/29/16,265,"700 Moren Way, Elko, NV 89801",,10:00 AM - 02:00 PM,,ho26663653,false,true,,,,poll75306664
