office-name,official-title,ocd-division,homepage-url,phone,email,Preceinct (if noted),Location Name,street,directions,city,state,zip,start_time,end_time,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07703-I,ROBERT R CHURCH SCHOOL,4100 MILLBRANCH RD,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07703-IS,ROBERT R CHURCH SCHOOL,4100 MILLBRANCH RD,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07703-S2,ROBERT R CHURCH SCHOOL,4100 MILLBRANCH RD,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07803-I,WINCHESTER ELEM SCHOOL,3587 BOEINGSHIRE DR,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07803-IS,WINCHESTER ELEM SCHOOL,3587 BOEINGSHIRE DR,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07803-S2,WINCHESTER ELEM SCHOOL,3587 BOEINGSHIRE DR,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07901-I,WHITEHAVEN COMMUNITY CENTER,4318 GRACELAND DR,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07901-IS,WHITEHAVEN COMMUNITY CENTER,4318 GRACELAND DR,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07901-S2,WHITEHAVEN COMMUNITY CENTER,4318 GRACELAND DR,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07902-I,HAVENVIEW MIDDLE SCHOOL,1481 HESTER RD,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07902-IS,HAVENVIEW MIDDLE SCHOOL,1481 HESTER RD,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07903-I,HOLMES ROAD CHURCH OF CHRIST,1187 E HOLMES RD,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07903-IS,HOLMES ROAD CHURCH OF CHRIST,1187 E HOLMES RD,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,07907-I,OAKSHIRE ELEM SCHOOL,1765 E HOLMES RD,,MEMPHIS,TN,38116,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08002-I,OPERA MEMPHIS,6745 WOLF RIVER PKWY,,MEMPHIS,TN,38120,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08101-I,CHRISTIAN BROTHERS HIGH SCHOOL,5900 WALNUT GROVE RD,,MEMPHIS,TN,38120,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08101-IS,CHRISTIAN BROTHERS HIGH SCHOOL,5900 WALNUT GROVE RD,,MEMPHIS,TN,38120,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08101-S2,CHRISTIAN BROTHERS HIGH SCHOOL,5900 WALNUT GROVE RD,,MEMPHIS,TN,38120,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08103-I,RIDGEWAY MIDDLE SCHOOL,6333 QUINCE RD,,MEMPHIS,TN,38119,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08103-IS,RIDGEWAY MIDDLE SCHOOL,6333 QUINCE RD,,MEMPHIS,TN,38119,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08103-S2,RIDGEWAY MIDDLE SCHOOL,6333 QUINCE RD,,MEMPHIS,TN,38119,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08105-I,SOUTH WOODS BAPTIST CHURCH,3175 S GERMANTOWN RD,,MEMPHIS,TN,38119,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08107-I,BALMORAL PRESBYTERIAN CHURCH,6413 QUINCE RD,,MEMPHIS,TN,38119,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08107-IS,BALMORAL PRESBYTERIAN CHURCH,6413 QUINCE RD,,MEMPHIS,TN,38119,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08202-I,LAKE SHORES COMMUNITY CHURCH,5049 CORO RD,,MEMPHIS,TN,38109,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08300-I,THOMAS CHAPEL BAPTIST CHURCH,2539 NEW RALEIGH RD,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08402-I,SHILOH CHURCH OF MEMPHIS,3121 RANGE LINE RD,,MEMPHIS,TN,38127,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08402-IS,SHILOH CHURCH OF MEMPHIS,3121 RANGE LINE RD,,MEMPHIS,TN,38127,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08600-I,RALEIGH COMMUNITY CENTER,3678 POWERS RD,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08600-IS,RALEIGH COMMUNITY CENTER,3678 POWERS RD,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08702-I,MESSIAH LUTHERAN CHURCH,3743 AUSTIN PEAY HW,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08703-I,HOLY NATION MINISTRIES,3333 OLD BROWNSVILLE RD,,MEMPHIS,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08703-IS,HOLY NATION MINISTRIES,3333 OLD BROWNSVILLE RD,,MEMPHIS,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08703-S2,HOLY NATION MINISTRIES,3333 OLD BROWNSVILLE RD,,MEMPHIS,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08704-B,ST STEPHEN BAPTIST CHURCH (GYM),4245 SINGLETON PKWY,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08704-I,ST STEPHEN BAPTIST CHURCH (GYM),4245 SINGLETON PKWY,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08704-IS,ST STEPHEN BAPTIST CHURCH (GYM),4245 SINGLETON PKWY,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08704-S,ST STEPHEN BAPTIST CHURCH (GYM),4245 SINGLETON PKWY,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08802-I,RALEIGH BARTLETT MEADOWS ELEM,5195 TWINWOODS AVE,,MEMPHIS,TN,38124,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08803-I,SYCAMORE VIEW CHURCH OF CHRIST,1910 SYCAMORE VIEW RD,,MEMPHIS,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08803-IS,SYCAMORE VIEW CHURCH OF CHRIST,1910 SYCAMORE VIEW RD,,MEMPHIS,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08804-I,JUBILEE CHURCH OF GOD IN CHRIST,4555 STAGE RD,,MEMPHIS,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08901-I,IMMANUEL LUTHERAN CHURCH,6325 RALEIGH LAGRANGE RD,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08902-I,WHITTEN MEMORIAL BAPTIST CHURCH,6773 MACON RD,,MEMPHIS,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,08902-IS,WHITTEN MEMORIAL BAPTIST CHURCH,6773 MACON RD,,MEMPHIS,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09002-I,FRAYSER RALEIGH SENIOR CENTER,3985 EGYPT CENTRAL RD,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09002-IS,FRAYSER RALEIGH SENIOR CENTER,3985 EGYPT CENTRAL RD,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09003-I,SPRINGHILL BAPTIST CHURCH,3815 HAWKINS MILL RD,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09003-IS,SPRINGHILL BAPTIST CHURCH,3815 HAWKINS MILL RD,,MEMPHIS,TN,38128,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09101-I,CORDOVA COMMUNITY CENTER,1017 N SANGA RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09101-IS,CORDOVA COMMUNITY CENTER,1017 N SANGA RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09101-S,CORDOVA COMMUNITY CENTER,1017 N SANGA RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09101-S2,CORDOVA COMMUNITY CENTER,1017 N SANGA RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09102-I,BERT FERGUSON COMMUNITY CENTER,8505 TRINITY RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09102-IS,BERT FERGUSON COMMUNITY CENTER,8505 TRINITY RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09104-I,HOPE PRESBYTERIAN CHURCH (SANCTUARY),8500 WALNUT GROVE RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09104-IS,HOPE PRESBYTERIAN CHURCH (SANCTUARY),8500 WALNUT GROVE RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09104-S2,HOPE PRESBYTERIAN CHURCH (SANCTUARY),8500 WALNUT GROVE RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09104-S3,HOPE PRESBYTERIAN CHURCH (SANCTUARY),8500 WALNUT GROVE RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09201-I,HICKORY RIDGE ELEM SCHOOL,3890 HICKORY HILL RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09201-IS,HICKORY RIDGE ELEM SCHOOL,3890 HICKORY HILL RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09201-S2,HICKORY RIDGE ELEM SCHOOL,3890 HICKORY HILL RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09301-I,RIDGEWAY ASSEMBLY OF GOD,3150 RIDGEWAY RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09301-IS,RIDGEWAY ASSEMBLY OF GOD,3150 RIDGEWAY RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09301-S2,RIDGEWAY ASSEMBLY OF GOD,3150 RIDGEWAY RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09301-S3,RIDGEWAY ASSEMBLY OF GOD,3150 RIDGEWAY RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09303-I,HICKORY HILL COMMUNITY CENTER,3910 RIDGEWAY RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09303-IS,HICKORY HILL COMMUNITY CENTER,3910 RIDGEWAY RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09303-S2,HICKORY HILL COMMUNITY CENTER,3910 RIDGEWAY RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09303-S3,HICKORY HILL COMMUNITY CENTER,3910 RIDGEWAY RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09403-I,SOLID ROCK CHRISTIAN CENTER,4100 ROSS RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09403-IS,SOLID ROCK CHRISTIAN CENTER,4100 ROSS RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09403-S2,SOLID ROCK CHRISTIAN CENTER,4100 ROSS RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09406-I,NEW BEGINNINGS COMMUNITY CHURCH,4480 KIRBY PARKWAY,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09407-I,SOUL WINNERS BAPTIST CHURCH,4221 CRUMP RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09407-IS,SOUL WINNERS BAPTIST CHURCH,4221 CRUMP RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09407-S2,SOUL WINNERS BAPTIST CHURCH,4221 CRUMP RD,,MEMPHIS,TN,38115,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09408-I,GERMANSHIRE ELEM SCHOOL,3965 S GERMANTOWN RD,,MEMPHIS,TN,38125,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09408-IS,GERMANSHIRE ELEM SCHOOL,3965 S GERMANTOWN RD,,MEMPHIS,TN,38125,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09501-I,OAK GROVE MISSIONARY BAPTIST CHURCH,7317 HIGHWAY 64,,MEMPHIS,TN,38113,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09505-I,ST LUKE LUTHERAN (FELLOWSHIP HALL),2000 GERMANTOWN PKWY,,CORDOVA,TN,38016,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09506-I,BRIARWOOD BAPTIST CHURCH,1900 N GERMANTOWN PKWY,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09507-I,EPISCOPAL CHURCH OF THE,8282 MACON RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09508-I,CORDOVA HIGH SCHOOL,1800 BERRYHILL RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09601-I,CALVARY CHURCH OF THE NAZARENE,1851 HOUSTON LEVEE RD,,CORDOVA,TN,38016,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,09602-I,CHIMNEYROCK ELEM SCHOOL,8601 CHIMNEYROCK BLVD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ARL01,ARLINGTON UNITED METHODIST CHURCH,6145 QUINTARD ST,,ARLINGTON,TN,38002,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ARL01-A,ARLINGTON UNITED METHODIST CHURCH,6145 QUINTARD ST,,ARLINGTON,TN,38002,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ARL02-A,ARLINGTON MIDDLE SCHOOL,5470 LAMB RD,,ARLINGTON,TN,38002,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ARL02-L,ARLINGTON MIDDLE SCHOOL,5470 LAMB RD,,ARLINGTON,TN,38002,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,BAR03-B,ALTRURIA ELEM SCHOOL,6641 DEERMONT DR,,BARTLETT,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,BAR04-B,ELLENDALE ELEM SCHOOL,6950 DAWNHILL RD,,BARTLETT,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,BAR05-B,ELLENDALE CHURCH OF CHRIST,7365 HIGHWAY 70,,BARTLETT,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,BAR06-B,BARTLETT UNITED METHODIST CHURCH,5676 STAGE RD,,BARTLETT,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,BAR06-BS,BARTLETT UNITED METHODIST CHURCH,5676 STAGE RD,,BARTLETT,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,BAR08-B,CHRIST CHURCH,5955 YALE RD,,BARTLETT,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,BAR09-B,ST ANN CATHOLIC CHURCH,6529 STAGE RD,,BARTLETT,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,BAR11-B,SINGLETON COMMUNITY CENTER,7266 THIRD RD,,BARTLETT,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,BAR13-B,RIVERCREST ELEM SCHOOL,4825 RIVERCREST LN,,BARTLETT,TN,38135,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,BRU01-B,ST PHILIP EPISCOPAL CHURCH (GYM),9380 DAVIES PLANTATION RD,,BARTLETT,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,BRU02,BARTLETT WOODS CHURCH OF CHRIST,7900 E OLD BROWNSVILLE RD,,ARLINGTON,TN,38002,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,BRU02-B,BARTLETT WOODS CHURCH OF CHRIST,7900 E OLD BROWNSVILLE RD,,ARLINGTON,TN,38002,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COL01-C,COLLIERVILLE ELEM SCHOOL,590 PETERSON LAKE RD,,COLLIERVILLE,TN,38017,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COL02-C,YMCA AT SCHILLING FARMS,1185 Schilling Boulevard ,,COLLIERVILLE,TN,38017,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COL03-C,COLLIERVILLE CHURCH OF CHRIST,575 W SHELTON RD,,COLLIERVILLE,TN,38017,,,
