office-name,official-title,types,ocd-division,division-description,homepage-url,phone,email,street,city,state,zip,mailing-street,mailing-city,mailing-state,mailing-zip
Rome Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:rome,Rome Town ME,,(207) 397-4011,,8 Mercer Road,Rome,ME,04963,,,,
Roque Bluffs Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:roque_bluffs,Roque Bluffs Town ME,,(207) 255-3330,,3 Roque Bluffs Road,Roque Bluffs,ME,04654,,,,
Roxbury Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:roxbury,Roxbury Town ME,,(207) 364-3982,,1095 Roxbury Road,Roxbury,ME,04275,,,,
Rumford Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:rumford,Rumford Town ME,,(207) 364-3001,,145 Congress Street,Rumford,ME,04276,,,,
Rumford Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:rumford,Rumford Town ME,,(207) 364-3001,,145 Congress Street,Rumford,ME,04276,,,,
Sabattus Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:sabattus,Sabattus Town ME,,(207) 375-4331,,190 Middle Rd,Sabattus,ME,04280,,,,
Saco City,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:saco,Saco City ME,,(207) 284-4831,,300 Main Street,Saco,ME,04072,,,,
Sandy River Plantation,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:sandy_river,Sandy River Plantation ME,,(207) 543-7305,,419 Main Street,St. Agatha,ME,04772,PO Box 110,St. Agatha,ME,04772
Sanford Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:sanford,Sanford Town ME,,(207) 938-4568,,7 Water Street,St. Albans,ME,04971,,,,
Sangerville Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:sangerville,Sangerville Town ME,,(207) 398-3175,,873 Main Street,St. Francis,ME,04774,,,,
Scarborough Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:scarborough,Scarborough Town ME,,(207) 372-6363,,,,ME,,PO Box 131,Tenants Harbor,ME,04860
Scarborough Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:scarborough,Scarborough Town ME,,(207) 372-6363,,,,ME,,PO Box 131,Tenants Harbor,ME,04860
Searsmont Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:searsmont,Searsmont Town ME,,(207) 834-6444,,1774 St. John Rd.,St. John Plt.,ME,04743,,,,
Searsport Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:searsport,Searsport Town ME,,(207) 864-2234,,33 Townhall Road,Sandy River Plt.,ME,04970,,,,
Sebago Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:sebago,Sebago Town ME,,(207) 324-9125,,919 Main St,Sanford,ME,04073,,,,
Sebec Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:sebec,Sebec Town ME,,(207) 876-2814,,,,ME,,PO Box 188,Sangerville,ME,04479
Seboeis Plantation,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:seboeis,Seboeis Plantation ME,,(207) 730-4020,,,,ME,,PO Box 360,Scarborough,ME,04070
Sedgwick Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:sedgwick,Sedgwick Town ME,,(207) 342-5411,,,,ME,,PO Box 56,Searsmont,ME,04973
Shapleigh Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:shapleigh,Shapleigh Town ME,,(207) 548-6372,,1 Union Street,Searsport,ME,04974,PO Box 499,Searsport,ME,04974
Shapleigh Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:shapleigh,Shapleigh Town ME,,(207) 548-6372,,1 Union Street,Searsport,ME,04974,PO Box 499,Searsport,ME,04974
Sherman Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:sherman,Sherman Town ME,,(207) 787-2457,,406 Bridgton Rd,Sebago,ME,04029,,,,
Shirley Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:shirley,Shirley Town ME,,(207) 564-8367,,29 North Road,Sebec,ME,04481,,,,
Sidney Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:sidney,Sidney Town ME,,(207) 732-3447,,1134 Seboeis Road,Seboeis Plantation,ME,04448,,,,
Silver Ridge Township,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:silver_ridge,Silver Ridge Township ME,,(207) 359-2275,,719 N. Sedgwick Road,Sedgwick,ME,04676,PO Box 40,Sedgwick,ME,04676
Sinclair Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:sinclair,Sinclair Town ME,,(207) 636-2839,,22 Back Rd,Shapleigh,ME,04076,PO Box 26,Shapleigh,ME,04076
Skowhegan Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,04776,,,,
Skowhegan Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St. Suite 1,Sherman,ME,04776,,,,
Smithfield Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:smithfield,Smithfield Town ME,,(207) 695-3257,,89 West Road,Shirley,ME,04485,PO Box 147,Shirley,ME,04485
Smyrna Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:smyrna,Smyrna Town ME,,(207) 547-3340,,2986 Middle Road,Sidney,ME,04330,,,,
Smyrna Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:smyrna,Smyrna Town ME,,(207) 547-3817,,3386 West River Road,Sidney,ME,04330,,,,
Solon Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:solon,Solon Town ME,,(207) 365-4260,,"36 School Street, Suite 1",Sherman,ME,04776,,,,
Somerville Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:somerville,Somerville Town ME,,(207) 543-7305,,419 Main Street,St. Agatha,ME,04772,PO Box 110,St. Agatha,ME,04772
Sorrento Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 474-6902,,225 Water St,Skowhegan,ME,04976,,,,
Sorrento Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 474-6906,,225 Water St,Skowhegan,ME,04976,,,,
South Berwick Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:south_berwick,South Berwick Town ME,,(207) 362-4772,,926 Village Rd,Smithfield,ME,04978,,,,
South Bristol Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:south_bristol,South Bristol Town ME,,(207) 757-8286,,3391 Route 2,Smyrna,ME,04780,PO Box 239,Smyrna,ME,04780
South Portland City,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:south_portland,South Portland City ME,,(207) 643-2812,,121 South Main Street,Solon,ME,04979,PO Box 214,Solon,ME,04979
South Thomaston Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:south_thomaston,South Thomaston Town ME,,(207) 549-3828,,72 Sand Hill Road,Somerville,ME,04348,,,,
Southport Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:southport,Southport Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,04677,,,,
Southport Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:southport,Southport Town ME,,(207) 422-3026,,81 Fuller Road,Sorrento,ME,04677,,,,
Southwest Harbor Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:southwest_harbor,Southwest Harbor Town ME,,(207) 384-3300,,180 Main Street,South Berwick,ME,03908,,,,
Springfield Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:springfield,Springfield Town ME,,(207) 563-3977,,"470 Clarks Cove Rd, Walpole",South Bristol,ME,04573,,,,
St. Agatha Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:st_agatha,St. Agatha Town ME,,(207) 767-7601,,25 Cottage Road,South Portland,ME,04106,,,,
St. Albans Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:st_albans,St. Albans Town ME,,(207) 596-6584,,125 Spruce Head Road,South Thomaston,ME,04858,PO Box 147,South Thomaston,ME,04858
St. Francis Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:st_francis,St. Francis Town ME,,(207) 633-6311,,,,ME,,PO Box 149,Southport,ME,04576
St. George Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:st_george,St. George Town ME,,(207) 244-5404,,26 Village Green Way,Southwest Harbor,ME,04679,PO Box 745,Southwest Harbor,ME,04679
St. John Plantation,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:st_john,St. John Plantation ME,,(207) 738-2176,,1 Bunny Lane,Springfield,ME,04487,PO Box 197,Springfield,ME,04487
Stacyville Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:stacyville,Stacyville Town ME,,(207) 365-4195,,414 Station Rd,Stacyville,ME,04777,PO Box 116,Stacyville,ME,04777
Standish Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:standish,Standish Town ME,,(207) 642-4678,,175 Northeast Road,Standish,ME,04084,,,,
Starks Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:starks,Starks Town ME,,(207) 696-8069,,57 Anson Road,Starks,ME,04911,,,,
Stetson Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:stetson,Stetson Town ME,,(207) 296-3232,,,,ME,,PO Box 85,Stetson,ME,04488
Stetson Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:stetson,Stetson Town ME,,(207) 296-3232,,,,ME,,PO Box 85,Stetson,ME,04488
Steuben Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:steuben,Steuben Town ME,,(207) 546-7209,,294 US Route 1,Steuben,ME,04680,,,,
Stockholm Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:stockholm,Stockholm Town ME,,(207) 896-5659,,,,ME,,PO Box 10,Stockholm,ME,04783
Stockton Springs Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:stockton_springs,Stockton Springs Town ME,,(207) 567-3404,,217 Main Street,Stockton Springs,ME,04981,PO Box 339,Stockton Springs,ME,04981
Stockton Springs Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:stockton_springs,Stockton Springs Town ME,,(207) 567-3404,,217 Main Street,Stockton Springs,ME,04981,PO Box 339,Stockton Springs,ME,04981
Stoneham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:stoneham,Stoneham Town ME,,(207) 928-2155,,,,ME,,PO Box 91,Stoneham,ME,04231
Stonington Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:stonington,Stonington Town ME,,(207) 367-2351,,32 Main St,Stonington,ME,04681,PO Box 9,Stonington,ME,04681
Stow Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:stow,Stow Town ME,,(207) 697-2007,,710 Stow Rd.,Stonington,ME,04681,,,,
Strong Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:strong,Strong Town ME,,(207) 684-4002,,14 South Main Street,Strong,ME,04983,,,,
Sullivan Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:sullivan,Sullivan Town ME,,(207) 422-6282,,1888 U S Hwy 1,Sullivan,ME,04664,,,,
Sullivan Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:sullivan,Sullivan Town ME,,(207) 422-6282,,1888 U S Hwy 1,Sullivan,ME,04664,,,,
Sumner Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:sumner,Sumner Town ME,,(207) 388-2866,,633 Main Street,Sumner,ME,04292,,,,
Surry Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:surry,Surry Town ME,,(207) 667-5912,,741 North Bend Rd,Surry,ME,04684,PO Box 147,Surry,ME,04684
Swans Island Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:swans_island,Swans Island Town ME,,(207) 526-4279,,125 Harbor Road,Swan'S Island,ME,04685,PO Box 11,Swan'S Island,ME,04685
Swanville Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:swanville,Swanville Town ME,,(207) 338-5834,,6 Town House Road,Swanville,ME,04915,,,,
Sweden Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:sweden,Sweden Town ME,,(207) 647-3944,,147 Bridgton Road,Sweden,ME,04040,,,,
Talmadge Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:talmadge,Talmadge Town ME,,(207) 263-4325,,,,ME,,PO Box 22,Brookton,ME,04413
Temple Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:temple,Temple Town ME,,(207) 778-6680,,258 Temple Road,Temple,ME,04984,PO Box 549,Temple,ME,04984
The Forks Plantation,Municiple Clerk,:election,ocd-division/country:us/state:me/place:the_forks,The Forks Plantation ME,,(207) 663-4454,,,,ME,,PO Box 71,The Forks Plantation,ME,04985
The Forks Plantation,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:the_forks,The Forks Plantation ME,,(207) 663-4454,,2481 US Rte 201,The Forks Plantation,ME,04985,PO Box 122,The Forks Plantation,ME,04985
Thomaston Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:thomaston,Thomaston Town ME,,(207) 354-6107,,170 Main,Thomaston,ME,04861,,,,
Thorndike Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:thorndike,Thorndike Town ME,,(207) 568-3655,,,,ME,,PO Box 10,Thorndike,ME,04986
Topsfield Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:topsfield,Topsfield Town ME,,(207) 796-5157,,48 North Road,Topsfield,ME,04490,PO Box 59,Topsfield,ME,04490
Topsham Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:topsham,Topsham Town ME,,(207) 373-5091,,100 Main Street,Topsham,ME,04086,,,,
Tremont Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:tremont,Tremont Town ME,,(207) 244-7204,,20 Harbor Dr,Bass Harbor,ME,04653,,,,
Tremont Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:tremont,Tremont Town ME,,(207) 479-6361,,227 Tremont Road,Bass Harbor,ME,04653,PO Box 243,Bass Harbor,ME,04653
Trenton Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:trenton,Trenton Town ME,,(207) 667-7207,,59 Oak Point Road,Trenton,ME,04605,,,,
Troy Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:troy,Troy Town ME,,(207) 948-2283,,129 Rogers Road,Troy,ME,04987,,,,
Turner Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:turner,Turner Town ME,,(207) 225-3414,,11 Turner Center Rd,Turner,ME,04282,,,,
Turner Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:turner,Turner Town ME,,(207) 225-3414,,11 Turner Center Rd,Turner,ME,04282,,,,
Union Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:union,Union Town ME,,(207) 785-3658,,,,ME,,PO Box 186,Union,ME,04862
Union Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:union,Union Town ME,,(207) 785-3658,,,,ME,,PO Box 186,Union,ME,04852
Unity Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:unity,Unity Town ME,,(207) 948-3763,,,,ME,,PO Box 416,Unity,ME,04988
Upton Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:upton,Upton Town ME,,(207) 533-2131,,270 Thistle Street,Upton,ME,04261,,,,
Van Buren Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:van_buren,Van Buren Town ME,,(207) 868-2886,,"51 Main Street, Suite 101",Van Buren,ME,04785,,,,
Vanceboro Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:vanceboro,Vanceboro Town ME,,(207) 788-3854,,9 Winchester Way,Vanceboro,ME,04491,,,,
Vanceboro Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:vanceboro,Vanceboro Town ME,,(207) 788-3906,,108 Water St,Vanceboro,ME,04491,,,,
Vassalboro Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:vassalboro,Vassalboro Town ME,,(207) 872-2826,,,,ME,,PO Box 129,No Vassalboro,ME,04962
Veazie Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:veazie,Veazie Town ME,,(207) 947-2781,,1084 Main Street,Veazie,ME,04401,,,,
Veazie Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:veazie,Veazie Town ME,,(207) 947-2781,,1084 Main Streeet,Veazie,ME,04401,,,,
Verona Island Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:verona_island,Verona Island Town ME,,(207) 469-7965,,,,ME,,PO Box 1940,Bucksport,ME,04416
Vienna Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:vienna,Vienna Town ME,,(207) 293-2915,,346 Town House Road,Vienna,ME,04360,,,,
Vinalhaven Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:vinalhaven,Vinalhaven Town ME,,(207) 863-4343,,19 Washington School Road,Vinalhaven,ME,04863,PO Box 815,Vinalhaven,ME,04863
Vinalhaven Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:vinalhaven,Vinalhaven Town ME,,(207) 863-4471,,19 Washington School Road,Vinalhaven,ME,04863,PO Box 815,Vinalhaven,ME,04863
Wade Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:wade,Wade Town ME,,(207) 455-5885,,6 Victoria Street,Wade,ME,04786,PO Box 189,Wade,ME,04786
Waite Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:waite,Waite Town ME,,(207) 557-6297,,Route 1,Waite,ME,04492,PO Box 29,Waite,ME,04492
Waldo Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-5400,,54 Gurney Hill Road,Waldo,ME,04915,,,,
Waldo Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:waldo,Waldo Town ME,,(207) 342-3295,,144 Bonne Terre Road,Waldo,ME,04915,,,,
Waldoboro Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:waldoboro,Waldoboro Town ME,,(207) 832-5369,,,,ME,,PO Box J,Waldoboro,ME,04572
Wales Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:wales,Wales Town ME,,(207) 375-8881,,175 Centre Road,Wales,ME,04280,,,,
Wallagrass Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:wallagrass,Wallagrass Town ME,,(207) 834-2263,,1080 Aroostook Road 2,Wallagrass,ME,04781,,,,
Waltham Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:waltham,Waltham Town ME,,(207) 584-3304,,1525 Waltham Road,Waltham,ME,04605,,,,
Waltham Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:waltham,Waltham Town ME,,(207) 584-3304,,1525 Waltham Road,Waltham,ME,04605,,,,
Warren Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:warren,Warren Town ME,,(207) 273-2421,,167 Western Road,Warren,ME,04864,,,,
Washburn Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,04786,,,,
Washburn Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:washburn,Washburn Town ME,,(207) 455-8485,,1287 Main Street,Washburn,ME,04786,,,,
Washington Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Rd,Washington,ME,04574,PO Box 408,Washington,ME,04574
Washington Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:washington,Washington Town ME,,(207) 845-2897,,40 Old Union Road,Washington,ME,04574,PO Box 408,Washington,ME,04574
Waterboro Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:waterboro,Waterboro Town ME,,(207) 247-6166,,24 Townhouse Road,East Waterboro,ME,04030,,,,
Waterford Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:waterford,Waterford Town ME,,(207) 583-4403,,366 Valley Road,Waterford,ME,04088,,,,
Waterville City,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:watervilee,Waterville City ME,,(207) 680-4210,,1 Common Street,Waterville,ME,04901,,,,
Wayne Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:wayne,Wayne Town ME,,(207) 685-4983,,,,ME,,PO Box 400,Wayne,ME,04284
Webster Plantation,Municiple Clerk,:election,ocd-division/country:us/state:me/place:webster,Webster Plantation ME,,(207) 765-2107,,778 Tucker Ridge Road,Webster Plt,ME,04487,,,,
Webster Plantation,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:webster,Webster Plantation ME,,(207) 765-2107,,511 Tucker Ridge Road,Webster Plt,ME,04487,,,,
Weld Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:weld,Weld Town ME,,(207) 585-2348,,23 Mill St,Weld,ME,04285,PO Box 87,Weld,ME,04285
Wellington Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:wellington,Wellington Town ME,,(207) 683-2030,,3 Water,Harmony,ME,04942,PO Box 40,Harmony,ME,04942
Wells Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:wells,Wells Town ME,,(207) 646-2882,,208 Sanford Rd,Wells,ME,04090,,,,
Wells Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:wells,Wells Town ME,,(207) 646-2882,,208 Sanford Road,Wells,ME,04090,,,,
Wesley Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:wesley,Wesley Town ME,,(207) 255-0941,,492 Cooper Road,Alexander,ME,04694,,,,
West Bath Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:west_bath,West Bath Town ME,,(207) 443-4342,,219 Fosters Point Rd,West Bath,ME,04530,,,,
West Forks Plantation,Municiple Clerk,:election,ocd-division/country:us/state:me/place:west_forks,West Forks Plantation ME,,(207) 663-2228,,,,ME,,PO Box 15,West Forks,ME,04985
West Forks Plantation,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:west_forks,West Forks Plantation ME,,(207) 663-2248,,3662 US Route 201,West Forks,ME,04985,,,,
West Gardiner Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:west_gardiner,West Gardiner Town ME,,(207) 724-3945,,318 Spears Corner Road,West Gardiner,ME,04345,,,,
West Paris Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:west_paris,West Paris Town ME,,(207) 674-2701,,25 Kingsbury,West Paris,ME,04289,PO Box 247,West Paris,ME,04289
West Paris Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:west_paris,West Paris Town ME,,(207) 674-2701,,25 Kingsbury,West Paris,ME,04289,PO Box 247,West Paris,ME,04289
Westbrook City,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:westbrook,Westbrook City ME,,(207) 591-8115,,2 York St.,Westbrook,ME,04092,,,,
Westfield Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:westfield,Westfield Town ME,,(207) 425-5951,,6 Main Street,Westfield,ME,04787,PO Box 146,Westfield,ME,04787
Westmanland Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:westmanland,Westmanland Town ME,,(207) 896-3019,,1157 Westmanland,Westmanland,ME,04783,,,,
Weston Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:weston,Weston Town ME,,(207) 448-2316,,5 Church Lane,Weston,ME,04424,,,,
Westport Island Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:westport_island,Westport Island Town ME,,(207) 882-8477,,6 Fowles Point Road,Westport Island,ME,04578,,,,
Whitefield Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:whitefield,Whitefield Town ME,,(207) 549-5175,,36 Townhouse Road,Whitefield,ME,04353,PO Box 58,Whitefield,ME,04353
Whiting Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:whiting,Whiting Town ME,,(207) 733-2027,,169 US Rte1,Whiting,ME,04691,PO Box 101,Whiting,ME,04691
Whitneyville Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:whitneyville,Whitneyville Town ME,,(207) 255-4662,,181 South Main Street,Whitneyville,ME,04654,,,,
Willimantic Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:willimantic,Willimantic Town ME,,(207) 717-9638,,,,ME,,PO Box 765,Guilford,ME,04443
Wilton Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:wilton,Wilton Town ME,,(207) 645-4961,,158 Weld Road,Wilton,ME,04294,,,,
Windham Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:windham,Windham Town ME,,(207) 892-1900,,8 School Road,Windham,ME,04062,,,,
Windham Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:windham,Windham Town ME,,(207) 892-1900,,8 School Road,Windham,ME,04062,,,,
Windsor Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:windsor,Windsor Town ME,,(207) 445-2998,,,,ME,,PO Box 179,Windsor,ME,04363
Winn Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:winn,Winn Town ME,,(207) 736-7111,,,,ME,,PO Box 98,Winn,ME,04495
Winslow Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:winslow,Winslow Town ME,,(207) 872-2776,,114 Benton Avenue,Winslow,ME,04901,,,,
Winter Harbor Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:winter_harbor,Winter Harbor Town ME,,(207) 963-2235,,20 School Street,Winter Harbor,ME,04693,PO Box 98,Winter Harbor,ME,04693
Winterport Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:winterport,Winterport Town ME,,(207) 223-5055,,20 School Street,Winterport,ME,04496,PO Box 559,Winterport,ME,04496
Winterport Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:winterport,Winterport Town ME,,(207) 223-5055,,20 School Street,Winterport,ME,04496,PO Box 559,Winterport,ME,04496
Winterville Plantation,Municiple Clerk,:election,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plantation,ME,04739,,,,
Winterville Plantation,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:winterville,Winterville Plantation ME,,(207) 444-6460,,391 Quimby Road,Winterville Plt.,ME,04739,,,,
Winthrop Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:winthrop,Winthrop Town ME,,(207) 377-7200,,17 Highland Avenue,Winthrop,ME,04364,,,,
Wiscasset Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:wiscasset,Wiscasset Town ME,,(207) 882-8200,,51 Bath Road,Wiscasset,ME,04578,,,,
Woodland Town,Municiple Clerk,:election,ocd-division/country:us/state:me/place:woodland,Woodland Town ME,,(207) 498-6133,,"843 Woodland Center Road, Suite 1",Woodland,ME,04736,,,,
Woodland Town,Municipal Registrar,:registration,ocd-division/country:us/state:me/place:woodland,Woodland Town ME,,(207) 498-6133,,"843 Woodland Center Road, Suite 1",Woodland,ME,04736,,,,
Woodstock Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:woodstock,Woodstock Town ME,,(207) 665-2668,,26 Monk Ave,Woodstock,ME,04219,PO Box 317,Woodstock,ME,04219
Woodville Town,Municiple Clerk,":election,:registration",ocd-division/country:us/state:me/place:woodville,Woodville Town ME,,(207) 746-9355,,624 Woodville Road,Woodville,ME,04457,,,,
