officename,Name,Address,Address2,directions,city,state,zip,start time,end time,Start date,End date,Is by appointment,ocdid
NIKOLAI,NIKOLAI CITY HALL,1 Airport Rd,,,NIKOLAI,AK,99691,9:00:00 - 08:00,15:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
CANTWELL,KELLIE TAYLOR'S RESIDENCE ,MI 0.5 W DENALI HWY,,,CANTWELL,AK,99729,,,10/24/16,11/7/16,TRUE,ocd-division/country:us/state:ak/sldl:6
RAMPART,SARA EVANS RESIDENCE,3 FRONT ST,,,RAMPART,AK,99767,,,10/24/16,11/7/16,TRUE,ocd-division/country:us/state:ak/sldl:6
WHITTIER,WHITTIER CITY CLERKS OFFICE,110 KENAI ST,,,WHITTIER,AK,99693,9:00:00 - 08:00,15:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:9
WHITTIER,WHITTIER CITY CLERKS OFFICE,110 KENAI ST,,,WHITTIER,AK,99693,9:00:00 - 08:00,15:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:9
WHITTIER,WHITTIER CITY CLERKS OFFICE,110 KENAI ST,,,WHITTIER,AK,99693,9:00:00 - 08:00,15:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:9
WHALE PASS,HILLIS LAND CLEARING,LOT 16,,,WHALE PASS,AK,99950,,,10/24/16,11/7/16,TRUE,ocd-division/country:us/state:ak/sldl:35
PETERSBURG,PETERSBURG BOROUGH CLERKS OFFICE,14 S SECOND ST,,,PETERSBURG,AK,99833,09:00:00 - 08:00,15:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:35
PETERSBURG,PETERSBURG BOROUGH CLERKS OFFICE,14 S SECOND ST,,,PETERSBURG,AK,99833,09:00:00 - 08:00,15:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:35
PETERSBURG,PETERSBURG BOROUGH CLERKS OFFICE,14 S SECOND ST,,,PETERSBURG,AK,99833,09:00:00 - 08:00,15:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:35
Naknek,BRISTOL BAY BOROUGH CLERK'S OFFICE,1 MAIN STREET,,,Naknek,AK,99633-0229,09:00:00 - 08:00,15:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Naknek,BRISTOL BAY BOROUGH CLERK'S OFFICE,1 MAIN STREET,,,Naknek,AK,99633-0229,09:00:00 - 08:00,15:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Naknek,BRISTOL BAY BOROUGH CLERK'S OFFICE,1 MAIN STREET,,,Naknek,AK,99633-0229,09:00:00 - 08:00,15:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Port Alsworth,CORRINE OLSEN RESIDENCE,1 CHURCH RD,,,Port Alsworth,AK,99653,09:00:00 - 08:00,15:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Port Alsworth,CORRINE OLSEN RESIDENCE,1 CHURCH RD,,,Port Alsworth,AK,99653,09:00:00 - 08:00,15:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Port Alsworth,CORRINE OLSEN RESIDENCE,1 CHURCH RD,,,Port Alsworth,AK,99653,09:00:00 - 08:00,15:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Manokotak,MANOKOTAK VILLAGE COUNCIL BLDG,2ND STREET,,,Manokotak,AK,99628,09:00:00 - 08:00,15:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Manokotak,MANOKOTAK VILLAGE COUNCIL BLDG,2ND STREET,,,Manokotak,AK,99628,09:00:00 - 08:00,15:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Manokotak,MANOKOTAK VILLAGE COUNCIL BLDG,2ND STREET,,,Manokotak,AK,99628,09:00:00 - 08:00,15:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Perryville,NATIVE VILLAGE OF PERRYVILLE BUILDING,101 1ST AVE,,,Perryville,AK,99648,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Perryville,NATIVE VILLAGE OF PERRYVILLE BUILDING,101 1ST AVE,,,Perryville,AK,99648,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Perryville,NATIVE VILLAGE OF PERRYVILLE BUILDING,101 1ST AVE,,,Perryville,AK,99648,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Nelson Lagoon,NELSON LAGOON COMMUNITY CENTER,NELSON LAGOON COMMUNITY CENTER,,Nelson Lagoon is a census-designated location 580 miles southwest of Anchorage. Only 52 people live there. Have not been able to find precise address for CC.,Cold Bay,AK,99571,,,10/24/16,10/28/16,TRUE,ocd-division/country:us/state:ak/sldl:37
Nelson Lagoon,NELSON LAGOON COMMUNITY CENTER,NELSON LAGOON COMMUNITY CENTER,,Nelson Lagoon is a census-designated location 580 miles southwest of Anchorage. Only 52 people live there. Have not been able to find precise address for CC.,Cold Bay,AK,99571,,,10/31/16,11/4/16,TRUE,ocd-division/country:us/state:ak/sldl:37
Nelson Lagoon,NELSON LAGOON COMMUNITY CENTER,NELSON LAGOON COMMUNITY CENTER,,Nelson Lagoon is a census-designated location 580 miles southwest of Anchorage. Only 52 people live there. Have not been able to find precise address for CC.,Cold Bay,AK,99571,,,11/7/16,11/7/16,TRUE,ocd-division/country:us/state:ak/sldl:37
New Stuyahok,NEW STUYAHOK CITY CLERK'S OFFICE,1 3RD ST,,,New Stuyahok,AK,99636,09:00:00 - 08:00,15:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
New Stuyahok,NEW STUYAHOK CITY CLERK'S OFFICE,1 3RD ST,,,New Stuyahok,AK,99636,09:00:00 - 08:00,15:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
New Stuyahok,NEW STUYAHOK CITY CLERK'S OFFICE,1 3RD ST,,,New Stuyahok,AK,99636,09:00:00 - 08:00,15:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Nikolski,NIKOLSKI COMMUNITY CENTER,105 LAKEVIEW ROAD,,,Nikolski,AK,99638,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Nikolski,NIKOLSKI COMMUNITY CENTER,105 LAKEVIEW ROAD,,,Nikolski,AK,99638,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Nikolski,NIKOLSKI COMMUNITY CENTER,105 LAKEVIEW ROAD,,,Nikolski,AK,99638,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Nondalton,NONDALTON COMMUNITY CENTER,101 MAIN ST,,,Nondalton,AK,99640,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Nondalton,NONDALTON COMMUNITY CENTER,101 MAIN ST,,,Nondalton,AK,99640,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Nondalton,NONDALTON COMMUNITY CENTER,101 MAIN ST,,,Nondalton,AK,99640,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Pedro Bay,PEDRO BAY VILLAGE COUNCIL BUILDING,2516 MOUNTAIN CIR DR,,,PEDRO BAY,AK,99647,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Pedro Bay,PEDRO BAY VILLAGE COUNCIL BUILDING,2516 MOUNTAIN CIR DR,,,PEDRO BAY,AK,99647,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Pedro Bay,PEDRO BAY VILLAGE COUNCIL BUILDING,2516 MOUNTAIN CIR DR,,,PEDRO BAY,AK,99647,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Pilot Point,PILOT POINT CITY HALL,"600 Airplane Lake Rd, Box 430",,,Pilot Point,AK,99649,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Pilot Point,PILOT POINT CITY HALL,"600 Airplane Lake Rd, Box 430",,,Pilot Point,AK,99649,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Pilot Point,PILOT POINT CITY HALL,"600 Airplane Lake Rd, Box 430",,,Pilot Point,AK,99649,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Sand Point,SAND POINT CITY CLERK'S OFFICE,249 MAIN ST,,,Sand Point,AK,99661,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Sand Point,SAND POINT CITY CLERK'S OFFICE,249 MAIN ST,,,Sand Point,AK,99661,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Sand Point,SAND POINT CITY CLERK'S OFFICE,249 MAIN ST,,,Sand Point,AK,99661,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Sleetmute,SLEETMUTE COMMUNITY CENTER,1ST RD SOUTH,,,Sleetmute,AK,99668,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Sleetmute,SLEETMUTE COMMUNITY CENTER,1ST RD SOUTH,,,Sleetmute,AK,99668,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Sleetmute,SLEETMUTE COMMUNITY CENTER,1ST RD SOUTH,,,Sleetmute,AK,99668,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
St. George Island,ST. GEORGE ISLAND CITY CLERK'S OFFICE,100 WATERFRONT ST,,,St. George Island,AK,99591,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
St. George Island,ST. GEORGE ISLAND CITY CLERK'S OFFICE,100 WATERFRONT ST,,,St. George Island,AK,99591,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
St. George Island,ST. GEORGE ISLAND CITY CLERK'S OFFICE,100 WATERFRONT ST,,,St. George Island,AK,99591,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
St. Paul Island,ST. PAUL ISLAND CITY CLERK'S OFFICE,100 MUNICIPAL PLAZA,,,St. Paul Island,AK,99660,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
St. Paul Island,ST. PAUL ISLAND CITY CLERK'S OFFICE,100 MUNICIPAL PLAZA,,,St. Paul Island,AK,99660,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
St. Paul Island,ST. PAUL ISLAND CITY CLERK'S OFFICE,100 MUNICIPAL PLAZA,,,St. Paul Island,AK,99660,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Stony River,STONY RIVER TRADITIONAL COUNCIL BUILDING,BIRCH RD,BLDG 7,,Stony River,AK,99557,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Stony River,STONY RIVER TRADITIONAL COUNCIL BUILDING,BIRCH RD,BLDG 7,,Stony River,AK,99557,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Stony River,STONY RIVER TRADITIONAL COUNCIL BUILDING,BIRCH RD,BLDG 7,,Stony River,AK,99557,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
TAKOTNA,TAKOTNA TRADITIONAL COUNCIL,1 Riverside Drive,,,TAKOTNA,AK,99675,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,11/7/16,TRUE,ocd-division/country:us/state:ak/sldl:37
Togiak,TOGIAK CITY CLERK'S OFFICE,2ND AVENUE,,,TOGIAK,AK,99678,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Togiak,TOGIAK CITY CLERK'S OFFICE,2ND AVENUE,,,TOGIAK,AK,99678,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Togiak,TOGIAK CITY CLERK'S OFFICE,2ND AVENUE,,,TOGIAK,AK,99678,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Twin Hills,TWIN HILLS COUNCIL BUILDING,100 Twin Hills School Ln,,"meets at the Twin Hills School, giving that address",Twin Hills,AK,99576,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Twin Hills,TWIN HILLS COUNCIL BUILDING,100 Twin Hills School Ln,,"meets at the Twin Hills School, giving that address",Twin Hills,AK,99576,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Twin Hills,TWIN HILLS COUNCIL BUILDING,100 Twin Hills School Ln,,"meets at the Twin Hills School, giving that address",Twin Hills,AK,99576,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Unalaska,UNALASKA CITY CLERK'S OFFICE,43 RAVEN WAY,,,Unalaska,AK,99685,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37
Unalaska,UNALASKA CITY CLERK'S OFFICE,43 RAVEN WAY,,,Unalaska,AK,99685,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37
Unalaska,UNALASKA CITY CLERK'S OFFICE,43 RAVEN WAY,,,Unalaska,AK,99685,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37
Kasigluk,AKIUK MEMORIAL SCHOOL DISTRICT OFFICE,104 Village Rd,,,Kasigluk,AK,99609,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38
Kasigluk,AKIUK MEMORIAL SCHOOL DISTRICT OFFICE,104 Village Rd,,,Kasigluk,AK,99609,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38
Kasigluk,AKIUK MEMORIAL SCHOOL DISTRICT OFFICE,104 Village Rd,,,Kasigluk,AK,99609,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38
Marshall,MARSHALL TRADITIONAL COUNCIL BUILDING,110 POLTES AVE,,,Marshall,AK,99585,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38
Marshall,MARSHALL TRADITIONAL COUNCIL BUILDING,110 POLTES AVE,,,Marshall,AK,99585,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38
Marshall,MARSHALL TRADITIONAL COUNCIL BUILDING,110 POLTES AVE,,,Marshall,AK,99585,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38
Upper Kalskag,MULTI PURPOSE CENTER,8 Airport Rd,,"Not in City Hall, but close by",Kalskag,AK,99607,,,10/24/16,10/28/16,TRUE,ocd-division/country:us/state:ak/sldl:38
Upper Kalskag,MULTI PURPOSE CENTER,8 Airport Rd,,"Not in City Hall, but close by",Kalskag,AK,99607,,,10/31/16,11/4/16,TRUE,ocd-division/country:us/state:ak/sldl:38
Upper Kalskag,MULTI PURPOSE CENTER,8 Airport Rd,,"Not in City Hall, but close by",Kalskag,AK,99607,,,11/7/16,11/7/16,TRUE,ocd-division/country:us/state:ak/sldl:38
Napakiak,NAPAKIAK TRIBAL COUNCIL BUILDING,1083 MISSION RD,,,Napakiak,AK,99634,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38
Napakiak,NAPAKIAK TRIBAL COUNCIL BUILDING,1083 MISSION RD,,,Napakiak,AK,99634,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38
Napakiak,NAPAKIAK TRIBAL COUNCIL BUILDING,1083 MISSION RD,,,Napakiak,AK,99634,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38
Napakiak,NAPASKIAK TRIBAL COUNCIL BUILDING,NAPASKIAK,,No address found.,Bethel,AK,99559,,,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38
Napakiak,NAPASKIAK TRIBAL COUNCIL BUILDING,NAPASKIAK,,No address found.,Bethel,AK,99559,,,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38
Napakiak,NAPASKIAK TRIBAL COUNCIL BUILDING,NAPASKIAK,,No address found.,Bethel,AK,99559,,,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38
Newtok,NATIVE VILLAGE OF NEWTOK BUILDING,CHURCH ROAD,,"Newtok Native Village is represented by CALISTA CORPORATION: 601 West 5th Avenue. Ste 200, Anchorage, AK",,,99501-2225,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38
Newtok,NATIVE VILLAGE OF NEWTOK BUILDING,CHURCH ROAD,,"Newtok Native Village is represented by CALISTA CORPORATION: 601 West 5th Avenue. Ste 200, Anchorage, AK",,,99501-2225,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38
Newtok,NATIVE VILLAGE OF NEWTOK BUILDING,CHURCH ROAD,,"Newtok Native Village is represented by CALISTA CORPORATION: 601 West 5th Avenue. Ste 200, Anchorage, AK",,,99501-2225,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38
Nightmute,NIGHTMUTE TRIBAL COUNCIL BUILDING,1 Changtak St,,,Nightmute,AK,99690,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38
Nightmute,NIGHTMUTE TRIBAL COUNCIL BUILDING,1 Changtak St,,,Nightmute,AK,99690,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38
Nightmute,NIGHTMUTE TRIBAL COUNCIL BUILDING,1 Changtak St,,,Nightmute,AK,99690,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38
Quinhagak,QUINHAGAK CITY CLERK'S OFFICE,101 Qanirtuuq Rd,,,Quinhagak,AK,99655,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38
Quinhagak,QUINHAGAK CITY CLERK'S OFFICE,101 Qanirtuuq Rd,,,Quinhagak,AK,99655,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38
Quinhagak,QUINHAGAK CITY CLERK'S OFFICE,101 Qanirtuuq Rd,,,Quinhagak,AK,99655,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38
Tuluksak,TULUKSAK NATIVE COMMUNITY CENTER,101 MAIN ST,,,Tuluksak,AK,99679,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38
Tuluksak,TULUKSAK NATIVE COMMUNITY CENTER,101 MAIN ST,,,Tuluksak,AK,99679,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38
Tuluksak,TULUKSAK NATIVE COMMUNITY CENTER,101 MAIN ST,,,Tuluksak,AK,99679,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38
Mountain Village,ASA' CARSARMIUT TRIBAL COUNCIL BUILDING,1 New Airport Rd,,,Mountain Village,AK,99632,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
Mountain Village,ASA' CARSARMIUT TRIBAL COUNCIL BUILDING,1 New Airport Rd,,,Mountain Village,AK,99632,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
Mountain Village,ASA' CARSARMIUT TRIBAL COUNCIL BUILDING,1 New Airport Rd,,,Mountain Village,AK,99632,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
Kotlik,KOTLIK CITY CLERK'S OFFICE,4 Main St,,,Kotlik,AK,99620,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
Kotlik,KOTLIK CITY CLERK'S OFFICE,4 Main St,,,Kotlik,AK,99620,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
Kotlik,KOTLIK CITY CLERK'S OFFICE,4 Main St,,,Kotlik,AK,99620,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
Koyuk,KOYUK CITY CLERK'S OFFICE,3RD AVE & BIRCH STREET,,,Koyuk,AK,99753,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
Koyuk,KOYUK CITY CLERK'S OFFICE,3RD AVE & BIRCH STREET,,,Koyuk,AK,99753,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
Koyuk,KOYUK CITY CLERK'S OFFICE,3RD AVE & BIRCH STREET,,,Koyuk,AK,99753,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
Nunam Iqua,NATIVE VILLAGE OF NUNAM IQUA BUILDING,"Nunam Iqua City Hall, 101 Mudd St",,,Nunam Iqua,AK,99666,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
Nunam Iqua,NATIVE VILLAGE OF NUNAM IQUA BUILDING,"Nunam Iqua City Hall, 101 Mudd St",,,Nunam Iqua,AK,99666,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
Nunam Iqua,NATIVE VILLAGE OF NUNAM IQUA BUILDING,"Nunam Iqua City Hall, 101 Mudd St",,,Nunam Iqua,AK,99666,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
Savoongaa,SAVOONGA CITY CLERK'S OFFICE,11 AIRPORT RD,,,Savoongaa,AK,99769,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
Savoongaa,SAVOONGA CITY CLERK'S OFFICE,11 AIRPORT RD,,,Savoongaa,AK,99769,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
Savoongaa,SAVOONGA CITY CLERK'S OFFICE,11 AIRPORT RD,,,Savoongaa,AK,99769,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
Scammon Bay,SCAMMON BAY TRIBAL COUNCIL BUILDING,103 ASKUNUK ST,,,Scammon Bay,AK,99662,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
Scammon Bay,SCAMMON BAY TRIBAL COUNCIL BUILDING,103 ASKUNUK ST,,,Scammon Bay,AK,99662,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
Scammon Bay,SCAMMON BAY TRIBAL COUNCIL BUILDING,103 ASKUNUK ST,,,Scammon Bay,AK,99662,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
Shaktoolik,SHAKTOOLIK CITY CLERK'S OFFICE,10 MAIN STREET,,,Shaktoolik,AK,99771,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
Shaktoolik,SHAKTOOLIK CITY CLERK'S OFFICE,10 MAIN STREET,,,Shaktoolik,AK,99771,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
Shaktoolik,SHAKTOOLIK CITY CLERK'S OFFICE,10 MAIN STREET,,,Shaktoolik,AK,99771,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
Shishmaref,SHISHMAREF CITY CLERK'S OFFICE,1 SEAVIEW LN,,,Shishmaref,AK,99772,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
Shishmaref,SHISHMAREF CITY CLERK'S OFFICE,1 SEAVIEW LN,,,Shishmaref,AK,99772,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
Shishmaref,SHISHMAREF CITY CLERK'S OFFICE,1 SEAVIEW LN,,,Shishmaref,AK,99772,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
St. Mary's,ST. MARY'S CITY CLERK'S OFFICE,632 W 6th Avenue ,Suite 250,,Anchorage,AK,99501,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
St. Mary's,ST. MARY'S CITY CLERK'S OFFICE,632 W 6th Avenue ,Suite 250,,Anchorage,AK,99501,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
St. Mary's,ST. MARY'S CITY CLERK'S OFFICE,632 W 6th Avenue ,Suite 250,,Anchorage,AK,99501,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
St. Michael,ST. MICHAEL CITY CLERK'S OFFICE,100 Baker St,,,St. Michael,AK,99659,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
