address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,directions,County,voter_services,start_date,end_date,start_time,end_time
Jeffco Public Health,645 Parfet St,,,Lakewood,CO,80215,,Jefferson,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
Jeffco Public Health,645 Parfet St,,,Lakewood,CO,80215,,Jefferson,VSPC,11/7/16,11/7/16,07:30:00-7:00,19:00:00-7:00
South Jeffco Service Center,11139 Bradford Rd,,,Littleton,CO,80127,,Jefferson,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:30:00-6:00
South Jeffco Service Center,11139 Bradford Rd,,,Littleton,CO,80127,,Jefferson,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
South Jeffco Service Center,11139 Bradford Rd,,,Littleton,CO,80127,,Jefferson,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
South Jeffco Service Center,11139 Bradford Rd,,,Littleton,CO,80127,,Jefferson,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
South Jeffco Service Center,11139 Bradford Rd,,,Littleton,CO,80127,,Jefferson,VSPC,11/7/16,11/7/16,07:30:00-7:00,19:00:00-7:00
Standley Lake Library,8485 Kipling St,,,Arvada,CO,80005,,Jefferson,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:30:00-6:00
Standley Lake Library,8485 Kipling St,,,Arvada,CO,80005,,Jefferson,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Standley Lake Library,8485 Kipling St,,,Arvada,CO,80005,,Jefferson,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
Standley Lake Library,8485 Kipling St,,,Arvada,CO,80005,,Jefferson,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
Standley Lake Library,8485 Kipling St,,,Arvada,CO,80005,,Jefferson,VSPC,11/7/16,11/7/16,07:30:00-7:00,19:00:00-7:00
Our Lady of the Pines Catholic Church,9444 Eagle Cliff Rd,,,Conifer,CO,80433,,Jefferson,VSPC,10/24/16,10/28/16,07:30:00-6:00,17:30:00-6:00
Our Lady of the Pines Catholic Church,9444 Eagle Cliff Rd,,,Conifer,CO,80433,,Jefferson,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Our Lady of the Pines Catholic Church,9444 Eagle Cliff Rd,,,Conifer,CO,80433,,Jefferson,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
Our Lady of the Pines Catholic Church,9444 Eagle Cliff Rd,,,Conifer,CO,80433,,Jefferson,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
Our Lady of the Pines Catholic Church,9444 Eagle Cliff Rd,,,Conifer,CO,80433,,Jefferson,VSPC,11/7/16,11/7/16,07:30:00-7:00,19:00:00-7:00
Kiowa County Courthouse,1305 Goff Street,,,Eads,CO,81036,,Kiowa,VSPC,10/31/16,11/4/16,07:00:00-6:00,19:00:00-6:00
Kiowa County Courthouse,1305 Goff Street,,,Eads,CO,81036,,Kiowa,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
Kiowa County Courthouse,1305 Goff Street,,,Eads,CO,81036,,Kiowa,VSPC,11/7/16,11/7/16,07:00:00-7:00,19:00:00-7:00
Kit Carson County Courthouse,251 16th Street ,,,Burlington,CO,80807,Suite 201,Kit Carson,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:00:00-6:00
Kit Carson County Courthouse,251 16th Street ,,,Burlington,CO,80807,Suite 201,Kit Carson,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00
Kit Carson County Courthouse,251 16th Street ,,,Burlington,CO,80807,Suite 201,Kit Carson,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:00:00-6:00
Kit Carson County Courthouse,251 16th Street ,,,Burlington,CO,80807,Suite 201,Kit Carson,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
Kit Carson County Courthouse,251 16th Street ,,,Burlington,CO,80807,Suite 201,Kit Carson,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:00:00-7:00
Lake County Courthouse,505 Harrison Ave,,,Leadville,CO,80461,,Lake,VSPC,10/24/16,10/28/16,08:30:00-6:00,17:00:00-6:00
Lake County Courthouse,505 Harrison Ave,,,Leadville,CO,80461,,Lake,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Lake County Courthouse,505 Harrison Ave,,,Leadville,CO,80461,,Lake,VSPC,10/31/16,11/4/16,08:30:00-6:00,17:00:00-6:00
Lake County Courthouse,505 Harrison Ave,,,Leadville,CO,80461,,Lake,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Lake County Courthouse,505 Harrison Ave,,,Leadville,CO,80461,,Lake,VSPC,11/7/16,11/7/16,08:30:00-7:00,17:00:00-7:00
La Plata County Clerk Office and Recorders (Bodo),98 Everett St ,,,Durango,CO,81303,,La Plata,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
La Plata County Clerk Office and Recorders (Bodo),98 Everett St ,,,Durango,CO,81303,,La Plata,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00
La Plata County Clerk Office and Recorders (Bodo),98 Everett St ,,,Durango,CO,81303,,La Plata,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
La Plata County Clerk Office and Recorders (Bodo),98 Everett St ,,,Durango,CO,81303,,La Plata,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
La Plata County Clerk Office and Recorders (Bodo),98 Everett St ,,,Durango,CO,81303,,La Plata,VSPC,11/7/16,11/7/16,07:00:00-7:00,18:00:00-7:00
Bayfield Town Hall,1199 Bayfield Parkway,,,Bayfield,CO,81122,,La Plata,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Bayfield Town Hall,1199 Bayfield Parkway,,,Bayfield,CO,81122,,La Plata,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00
Bayfield Town Hall,1199 Bayfield Parkway,,,Bayfield,CO,81122,,La Plata,VSPC,10/31/16,11/4/16,07:30:00-6:00,17:30:00-6:00
Bayfield Town Hall,1199 Bayfield Parkway,,,Bayfield,CO,81122,,La Plata,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
Bayfield Town Hall,1199 Bayfield Parkway,,,Bayfield,CO,81122,,La Plata,VSPC,11/7/16,11/7/16,07:00:00-7:00,18:00:00-7:00
La Plata County Fair Grounds,2500 Main Ave,,,Durango,CO,81301,Suite C,La Plata,VSPC,11/4/16,11/4/16,08:00:00-6:00,17:00:00-6:00
La Plata County Fair Grounds,2500 Main Ave,,,Durango,CO,81301,Suite C,La Plata,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
La Plata County Fair Grounds,2500 Main Ave,,,Durango,CO,81301,Suite C,La Plata,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Larimer County Courthouse,200 W Oak St ,,,Fort Collins,CO,80521,1st Floor,Larimer,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Larimer County Courthouse,200 W Oak St ,,,Fort Collins,CO,80521,1st Floor,Larimer,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Larimer County Courthouse,200 W Oak St ,,,Fort Collins,CO,80521,1st Floor,Larimer,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Larimer County Courthouse,200 W Oak St ,,,Fort Collins,CO,80521,1st Floor,Larimer,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Larimer County Courthouse,200 W Oak St ,,,Fort Collins,CO,80521,1st Floor,Larimer,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Loveland Police & Courts Bldg,810 E 10th St ,,,Loveland,CO,80537,,Larimer,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Loveland Police & Courts Bldg,810 E 10th St ,,,Loveland,CO,80537,,Larimer,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Loveland Police & Courts Bldg,810 E 10th St ,,,Loveland,CO,80537,,Larimer,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Loveland Police & Courts Bldg,810 E 10th St ,,,Loveland,CO,80537,,Larimer,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Loveland Police & Courts Bldg,810 E 10th St ,,,Loveland,CO,80537,,Larimer,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Estes Park Municipal Bldg,170 MacGregor Ave,,,Estes park,CO,80517,,Larimer,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Estes Park Municipal Bldg,170 MacGregor Ave,,,Estes park,CO,80517,,Larimer,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Estes Park Municipal Bldg,170 MacGregor Ave,,,Estes park,CO,80517,,Larimer,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Estes Park Municipal Bldg,170 MacGregor Ave,,,Estes park,CO,80517,,Larimer,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Estes Park Municipal Bldg,170 MacGregor Ave,,,Estes park,CO,80517,,Larimer,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
CSU Lory Center,Lory Student Cente,,,Fort Collins,CO,80523,North Ballroom,Larimer,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
CSU Lory Center,Lory Student Cente,,,Fort Collins,CO,80523,North Ballroom,Larimer,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
CSU Lory Center,Lory Student Cente,,,Fort Collins,CO,80523,North Ballroom,Larimer,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
CSU Lory Center,Lory Student Cente,,,Fort Collins,CO,80523,North Ballroom,Larimer,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
CSU Lory Center,Lory Student Cente,,,Fort Collins,CO,80523,North Ballroom,Larimer,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Council Tree Covenant Church,4825 S Lemay Ave ,,,Fort Collins,CO,80525,,Larimer,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Council Tree Covenant Church,4825 S Lemay Ave ,,,Fort Collins,CO,80525,,Larimer,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Council Tree Covenant Church,4825 S Lemay Ave ,,,Fort Collins,CO,80525,,Larimer,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Council Tree Covenant Church,4825 S Lemay Ave ,,,Fort Collins,CO,80525,,Larimer,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Council Tree Covenant Church,4825 S Lemay Ave ,,,Fort Collins,CO,80525,,Larimer,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Christ Center Community Church,2700 S Lemay Ave,,,Fort Collins,CO,80525,1st Floor,Larimer,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Christ Center Community Church,2700 S Lemay Ave,,,Fort Collins,CO,80525,1st Floor,Larimer,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Christ Center Community Church,2700 S Lemay Ave,,,Fort Collins,CO,80525,1st Floor,Larimer,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Christ Center Community Church,2700 S Lemay Ave,,,Fort Collins,CO,80525,1st Floor,Larimer,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Christ Center Community Church,2700 S Lemay Ave,,,Fort Collins,CO,80525,1st Floor,Larimer,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Elks Lodge,1424 E Mulberry Ave,,,Fort Collins,CO,80524,,Larimer,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Elks Lodge,1424 E Mulberry Ave,,,Fort Collins,CO,80524,,Larimer,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Elks Lodge,1424 E Mulberry Ave,,,Fort Collins,CO,80524,,Larimer,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Elks Lodge,1424 E Mulberry Ave,,,Fort Collins,CO,80524,,Larimer,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Elks Lodge,1424 E Mulberry Ave,,,Fort Collins,CO,80524,,Larimer,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Las Animas County Elections Office,200 E First Street,,,Trinidad,CO,81082,#206,Las Animas,VSPC,10/24/16,10/28/16,09:00:00-6:00,16:00:00-6:00
Las Animas County Elections Office,200 E First Street,,,Trinidad,CO,81082,#206,Las Animas,VSPC,10/29/16,10/29/16,09:00:00-6:00,15:00:00-6:00
Las Animas County Elections Office,200 E First Street,,,Trinidad,CO,81082,#206,Las Animas,VSPC,10/31/16,11/4/16,09:00:00-6:00,16:00:00-6:00
Las Animas County Elections Office,200 E First Street,,,Trinidad,CO,81082,#206,Las Animas,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00
Las Animas County Elections Office,200 E First Street,,,Trinidad,CO,81082,#206,Las Animas,VSPC,11/7/16,11/7/16,09:00:00-7:00,16:00:00-7:00
Lincoln County Courthouse,103 3rd Avenue ,,,Hugo,CO,80821,,Lincoln,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:30:00-6:00
Lincoln County Courthouse,103 3rd Avenue ,,,Hugo,CO,80821,,Lincoln,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00
Lincoln County Courthouse,103 3rd Avenue ,,,Hugo,CO,80821,,Lincoln,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:30:00-6:00
Lincoln County Courthouse,103 3rd Avenue ,,,Hugo,CO,80821,,Lincoln,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
Lincoln County Courthouse,103 3rd Avenue ,,,Hugo,CO,80821,,Lincoln,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:30:00-7:00
MCCS,200 S Spruce S,,,Grand Junction,CO,81501,Room 40,Mesa,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
MCCS,200 S Spruce S,,,Grand Junction,CO,81501,Room 40,Mesa,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
MCCS,200 S Spruce S,,,Grand Junction,CO,81501,Room 40,Mesa,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
MCCS,200 S Spruce S,,,Grand Junction,CO,81501,Room 40,Mesa,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
MCCS,200 S Spruce S,,,Grand Junction,CO,81501,Room 40,Mesa,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Clifton Hall,126 2nd St,,,Clifton,CO,81520,,Mesa,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Clifton Hall,126 2nd St,,,Clifton,CO,81520,,Mesa,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Clifton Hall,126 2nd St,,,Clifton,CO,81520,,Mesa,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Clifton Hall,126 2nd St,,,Clifton,CO,81520,,Mesa,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Clifton Hall,126 2nd St,,,Clifton,CO,81520,,Mesa,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Mesa County Fairgrounds,2785 Hwy 50 ,,,Grand Junction,CO,81503,Community Building,Mesa,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00
Mesa County Fairgrounds,2785 Hwy 50 ,,,Grand Junction,CO,81503,Community Building,Mesa,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Mesa County Fairgrounds,2785 Hwy 50 ,,,Grand Junction,CO,81503,Community Building,Mesa,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Mesa County Fairgrounds,2785 Hwy 50 ,,,Grand Junction,CO,81503,Community Building,Mesa,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Mesa County Fairgrounds,2785 Hwy 50 ,,,Grand Junction,CO,81503,Community Building,Mesa,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Goodwill,630 24 1/2 Rd ,,,Grand Junction,CO,81505,,Mesa,VSPC,11/4/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Goodwill,630 24 1/2 Rd ,,,Grand Junction,CO,81505,,Mesa,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Goodwill,630 24 1/2 Rd ,,,Grand Junction,CO,81505,,Mesa,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Colorado Mesa University,1100 North Ave ,,,Grand Junction,CO,81501,University Center Room 213,Mesa,VSPC,11/4/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Colorado Mesa University,1100 North Ave ,,,Grand Junction,CO,81501,University Center Room 213,Mesa,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Colorado Mesa University,1100 North Ave ,,,Grand Junction,CO,81501,University Center Room 213,Mesa,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Fruita Civic Center,325 E Aspen Ave ,,,Fruita,CO,81521,Lions Rooms,Mesa,VSPC,11/4/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Fruita Civic Center,325 E Aspen Ave ,,,Fruita,CO,81521,Lions Rooms,Mesa,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Fruita Civic Center,325 E Aspen Ave ,,,Fruita,CO,81521,Lions Rooms,Mesa,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Clerk's Office,1201 N Main Street ,,,Creede,CO,81130,,Mineral,VSPC,10/17/16,10/21/16,08:00:00-6:00,12:00:00-6:00
Clerk's Office,1201 N Main Street ,,,Creede,CO,81130,,Mineral,VSPC,10/17/16,10/21/16,13:00:00-6:00,16:00:00-6:00
Clerk's Office,1201 N Main Street ,,,Creede,CO,81130,,Mineral,VSPC,10/24/16,10/28/16,08:00:00-6:00,12:00:00-6:00
Clerk's Office,1201 N Main Street ,,,Creede,CO,81130,,Mineral,VSPC,10/24/16,10/28/16,13:00:00-6:00,16:00:00-6:00
Clerk's Office,1201 N Main Street ,,,Creede,CO,81130,,Mineral,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00
Clerk's Office,1201 N Main Street ,,,Creede,CO,81130,,Mineral,VSPC,10/31/16,11/4/16,08:00:00-6:00,12:00:00-6:00
Clerk's Office,1201 N Main Street ,,,Creede,CO,81130,,Mineral,VSPC,10/31/16,11/4/16,13:00:00-6:00,16:00:00-6:00
Clerk's Office,1201 N Main Street ,,,Creede,CO,81130,,Mineral,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
Clerk's Office,1201 N Main Street ,,,Creede,CO,81130,,Mineral,VSPC,11/7/16,11/7/16,08:00:00-7:00,12:00:00-7:00
Clerk's Office,1201 N Main Street ,,,Creede,CO,81130,,Mineral,VSPC,11/7/16,11/7/16,13:00:00-7:00,16:00:00-7:00
Courthouse,221 W Victory Way,,,Craig,CO,81625,Suite 200,Moffat,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:45:00-6:00
Courthouse,221 W Victory Way,,,Craig,CO,81625,Suite 200,Moffat,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Courthouse,221 W Victory Way,,,Craig,CO,81625,Suite 200,Moffat,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:45:00-6:00
Courthouse,221 W Victory Way,,,Craig,CO,81625,Suite 200,Moffat,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00
Courthouse,221 W Victory Way,,,Craig,CO,81625,Suite 200,Moffat,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:45:00-7:00
Montezuma County Clerk and Recorders,140 W Main St,,,Cortez,CO,81321,Suite 1,Montezuma,VSPC,10/24/16,10/28/16,08:30:00-6:00,04:30:00-6:00
Montezuma County Clerk and Recorders,140 W Main St,,,Cortez,CO,81321,Suite 1,Montezuma,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Montezuma County Clerk and Recorders,140 W Main St,,,Cortez,CO,81321,Suite 1,Montezuma,VSPC,10/31/16,11/4/16,08:30:00-6:00,04:30:00-6:00
Montezuma County Clerk and Recorders,140 W Main St,,,Cortez,CO,81321,Suite 1,Montezuma,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Montezuma County Clerk and Recorders,140 W Main St,,,Cortez,CO,81321,Suite 1,Montezuma,VSPC,11/7/16,11/7/16,08:30:00-7:00,04:30:00-7:00
Montrose County Courthouse,320 South First Street,,,Montrose,CO,81401,Room 103,Montrose,VSPC,10/17/16,10/21/16,08:00:00-6:00,16:30:00-6:00
Montrose County Courthouse,320 South First Street,,,Montrose,CO,81401,Room 103,Montrose,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:30:00-6:00
Montrose County Courthouse,320 South First Street,,,Montrose,CO,81401,Room 103,Montrose,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Montrose County Courthouse,320 South First Street,,,Montrose,CO,81401,Room 103,Montrose,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:30:00-6:00
Montrose County Courthouse,320 South First Street,,,Montrose,CO,81401,Room 103,Montrose,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Montrose County Courthouse,320 South First Street,,,Montrose,CO,81401,Room 103,Montrose,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:30:00-7:00
Naturita Chamber of Commerce,230 West Main Street,,,Naturita,CO,81422,,Montrose,VSPC,10/27/16,10/28/16,08:30:00-6:00,16:30:00-6:00
Naturita Chamber of Commerce,230 West Main Street,,,Naturita,CO,81422,,Montrose,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Naturita Chamber of Commerce,230 West Main Street,,,Naturita,CO,81422,,Montrose,VSPC,10/31/16,11/4/16,08:30:00-6:00,16:30:00-6:00
Naturita Chamber of Commerce,230 West Main Street,,,Naturita,CO,81422,,Montrose,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Naturita Chamber of Commerce,230 West Main Street,,,Naturita,CO,81422,,Montrose,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:30:00-7:00
Nucla Annex Clerk's Office,300 Main Street,,,Nucla,CO,81424,,Montrose,VSPC,10/17/16,10/21/16,08:00:00-6:00,16:30:00-6:00
Nucla Annex Clerk's Office,300 Main Street,,,Nucla,CO,81424,,Montrose,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:30:00-6:00
Nucla Annex Clerk's Office,300 Main Street,,,Nucla,CO,81424,,Montrose,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:30:00-6:00
Nucla Annex Clerk's Office,300 Main Street,,,Nucla,CO,81424,,Montrose,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:30:00-6:00
Nucla Annex Clerk's Office,300 Main Street,,,Nucla,CO,81424,,Montrose,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:30:00-7:00
Morgan County Election Office,231 Ensign Street,,,Fort Morgan,CO,80701,,Morgan,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:00:00-6:00
Morgan County Election Office,231 Ensign Street,,,Fort Morgan,CO,80701,,Morgan,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00
Morgan County Election Office,231 Ensign Street,,,Fort Morgan,CO,80701,,Morgan,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:00:00-6:00
Morgan County Election Office,231 Ensign Street,,,Fort Morgan,CO,80701,,Morgan,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
Morgan County Election Office,231 Ensign Street,,,Fort Morgan,CO,80701,,Morgan,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:00:00-7:00
Otero County Clerk's Office,13 W 3rd St,,,La Junta,CO,81050,Room 2010,Otero,VSPC,10/17/16,10/21/16,08:00:00-6:00,17:00:00-6:00
Otero County Clerk's Office,13 W 3rd St,,,La Junta,CO,81050,Room 2010,Otero,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:30:00-6:00
Otero County Clerk's Office,13 W 3rd St,,,La Junta,CO,81050,Room 2010,Otero,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00
Otero County Clerk's Office,13 W 3rd St,,,La Junta,CO,81050,Room 2010,Otero,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00
Otero County Clerk's Office,13 W 3rd St,,,La Junta,CO,81050,Room 2010,Otero,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
Otero County Clerk's Office,13 W 3rd St,,,La Junta,CO,81050,Room 2010,Otero,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00
Ouray County Courthouse,514 Fourth Street,,,Ouray,CO,81427,,Ouray,VSPC,10/24/16,10/28/16,09:00:00-6:00,17:00:00-6:00
Ouray County Courthouse,514 Fourth Street,,,Ouray,CO,81427,,Ouray,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00
Ouray County Courthouse,514 Fourth Street,,,Ouray,CO,81427,,Ouray,VSPC,10/31/16,11/4/16,09:00:00-6:00,17:00:00-6:00
Ouray County Courthouse,514 Fourth Street,,,Ouray,CO,81427,,Ouray,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00
Ouray County Courthouse,514 Fourth Street,,,Ouray,CO,81427,,Ouray,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00
Fairplay Clerk and Recorders Office,501 Main Street,,,Fairplay,CO,80440,,Park,VSPC,10/24/16,10/28/16,07:00:00-6:00,18:00:00-6:00
Fairplay Clerk and Recorders Office,501 Main Street,,,Fairplay,CO,80440,,Park,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00
Fairplay Clerk and Recorders Office,501 Main Street,,,Fairplay,CO,80440,,Park,VSPC,10/31/16,11/4/16,07:00:00-6:00,18:00:00-6:00
Fairplay Clerk and Recorders Office,501 Main Street,,,Fairplay,CO,80440,,Park,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
Fairplay Clerk and Recorders Office,501 Main Street,,,Fairplay,CO,80440,,Park,VSPC,11/7/16,11/7/16,07:00:00-7:00,18:00:00-7:00
Bailey Clerk and Recorders Office,59865 Hwy 285,,,Bailey,CO,80421,,Park,VSPC,10/31/16,11/4/16,07:00:00-6:00,12:00:00-6:00
Bailey Clerk and Recorders Office,59865 Hwy 285,,,Bailey,CO,80421,,Park,VSPC,10/31/16,11/4/16,13:00:00-6:00,18:00:00-6:00
Bailey Clerk and Recorders Office,59865 Hwy 285,,,Bailey,CO,80421,,Park,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00
Bailey Clerk and Recorders Office,59865 Hwy 285,,,Bailey,CO,80421,,Park,VSPC,11/7/16,11/7/16,07:00:00-7:00,18:00:00-7:00
Bailey Clerk and Recorders Office,59865 Hwy 285,,,Bailey,CO,80421,,Park,VSPC,11/7/16,11/7/16,13:00:00-7:00,18:00:00-7:00
